"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
-0.25317,0.10227,-0.01318,-2.0147e-20,1.3964,-1.0143,0
-0.25399,0.2144,-0.0080742,9.4014e-21,1.3117,-1.1201,0
-0.35861,-0.18008,-0.036257,1.1513e-20,1.8155,-0.14304,0
-0.32783,-0.16472,-0.056193,1.0533e-20,1.7998,-0.28527,0
-0.30192,-0.13179,-0.069289,3.1919e-20,1.7727,-0.42578,0
-0.28125,-0.089059,-0.073226,-7.5159e-21,1.7344,-0.56364,0
-0.26532,-0.043404,-0.066733,-2.1548e-20,1.685,-0.69795,0
-0.25365,0.0044538,-0.051334,4.5818e-20,1.6249,-0.82784,0
-0.24637,0.065487,-0.032556,2.0722e-20,1.5546,-0.95244,0
-0.24375,0.15947,-0.017941,-1.686e-20,1.4744,-1.071,0
-0.24495,0.29788,-0.013071,1.6294e-20,1.3849,-1.1826,0
-0.35736,-0.1954,-0.071442,3.0915e-20,1.915,-0.15088,0
-0.32357,-0.17602,-0.087546,-1.2483e-20,1.8985,-0.30093,0
-0.29536,-0.1352,-0.096011,-2.2154e-20,1.87,-0.44916,0
-0.27311,-0.082394,-0.094815,-3.9293e-20,1.8296,-0.59459,0
-0.25617,-0.025932,-0.08298,-4.3594e-21,1.7775,-0.73628,0
-0.24391,0.033648,-0.062572,2.6967e-20,1.7142,-0.87328,0
-0.23657,0.11058,-0.040085,1.17e-20,1.6399,-1.0047,0
-0.23438,0.22744,-0.0239,1.3251e-20,1.5553,-1.1297,0
-0.23604,0.39174,-0.019822,2.5034e-20,1.4608,-1.2474,0
-0.35512,-0.20803,-0.11055,-6.0464e-21,2.0182,-0.15903,0
-0.31846,-0.18373,-0.12192,-6.4084e-20,2.0009,-0.31718,0
-0.28814,-0.13396,-0.12479,-2.7915e-20,1.9709,-0.47341,0
-0.26453,-0.070152,-0.11758,-1.4989e-20,1.9283,-0.62669,0
-0.24679,-0.0021395,-0.099769,1.7064e-20,1.8735,-0.77602,0
-0.23421,0.070082,-0.074142,-2.5893e-22,1.8067,-0.92041,0
-0.2271,0.16467,-0.048189,-1.3791e-20,1.7284,-1.0589,0
-0.22553,0.30562,-0.030922,2.7202e-20,1.6392,-1.1906,0
-0.22766,0.4934,-0.028015,3.7211e-20,1.5395,-1.3146,0
-0.35177,-0.21747,-0.15328,-3.4418e-20,2.1252,-0.16747,0
-0.31258,-0.18719,-0.15897,-9.6834e-21,2.1071,-0.33402,0
-0.28052,-0.12739,-0.15523,6.0226e-20,2.0756,-0.49856,0
-0.25589,-0.05173,-0.14113,2.4327e-20,2.0308,-0.65999,0
-0.23767,0.028389,-0.11678,2.1738e-20,1.973,-0.81724,0
-0.22507,0.11409,-0.085801,2.5054e-20,1.9027,-0.96929,0
-0.21849,0.22788,-0.056644,2.6187e-20,1.8202,-1.1151,0
-0.21768,0.3929,-0.038712,2.2071e-20,1.7261,-1.2538,0
-0.22016,0.59957,-0.037155,-1.366e-20,1.6212,-1.3843,0
-0.34725,-0.22315,-0.19894,-1.8004e-20,2.2362,-0.17623,0
-0.30616,-0.18567,-0.19796,4.6415e-20,2.2173,-0.35149,0
-0.27291,-0.11473,-0.18663,3.7871e-20,2.1841,-0.52464,0
-0.24771,-0.026519,-0.16484,-7.1011e-21,2.137,-0.69452,0
-0.22937,0.066048,-0.13347,4.9086e-21,2.0762,-0.86,0
-0.21711,0.16599,-0.09713,1.7735e-20,2.0022,-1.02,0
-0.21131,0.30007,-0.065065,2.1875e-20,1.9154,-1.1734,0
-0.21125,0.48756,-0.046816,7.471e-21,1.8164,-1.3193,0
-0.21383,0.7066,-0.046594,-2.4427e-20,1.7058,-1.4566,0
-0.34164,-0.22448,-0.24643,-1.0918e-21,2.3513,-0.18531,0
-0.29953,-0.1784,-0.23779,5.7014e-20,2.3315,-0.36961,0
-0.26585,-0.095237,-0.21794,2.5208e-20,2.2967,-0.55169,0
-0.24064,0.006062,-0.18775,-1.2182e-20,2.2472,-0.73033,0
-0.22254,0.11117,-0.14908,6.4664e-21,2.1833,-0.90434,0
-0.21093,0.22602,-0.10752,-5.8087e-21,2.1054,-1.0726,0
-0.20608,0.38082,-0.0729,-1.1933e-20,2.0141,-1.2339,0
-0.20657,0.58734,-0.05464,-3.9359e-21,1.91,-1.3873,0
-0.20882,0.81077,-0.055581,1.8923e-21,1.7937,-1.5316,0
-0.33519,-0.2209,-0.29422,4.1127e-20,2.4707,-0.19473,0
-0.29323,-0.16464,-0.27699,4.1373e-20,2.45,-0.38841,0
-0.26,-0.068185,-0.2478,5.227e-21,2.4134,-0.57975,0
-0.23537,0.0465,-0.20872,-3.4579e-21,2.3614,-0.76747,0
-0.21787,0.164,-0.16269,1.491e-20,2.2943,-0.95033,0
-0.20712,0.29432,-0.11619,-3.2271e-21,2.2125,-1.1271,0
-0.20316,0.46922,-0.079447,-3.6134e-21,2.1165,-1.2966,0
-0.20377,0.68952,-0.061487,9.6309e-22,2.007,-1.4577,0
-0.20516,0.90866,-0.063334,2.1042e-22,1.8848,-1.6094,0
-0.32834,-0.21185,-0.34045,2.6976e-20,2.5946,-0.2045,0
-0.28794,-0.1437,-0.31376,2.2675e-20,2.5728,-0.4079,0
-0.25613,-0.033013,-0.27459,-8.5282e-21,2.5345,-0.60885,0
-0.23265,0.095088,-0.22641,-1.5186e-21,2.4799,-0.80599,0
-0.21603,0.22475,-0.17321,8.0024e-21,2.4095,-0.99803,0
-0.20614,0.37083,-0.1222,-3.1302e-21,2.3235,-1.1837,0
-0.20269,0.56389,-0.08391,-1.7329e-21,2.2227,-1.3617,0
-0.20277,0.79113,-0.066646,1.1125e-21,2.1077,-1.5308,0
-0.2027,0.99744,-0.069143,-1.5823e-21,1.9793,-1.69,0
-0.32166,-0.19664,-0.38302,3.2332e-21,2.723,-0.21463,0
-0.28435,-0.11476,-0.34607,2.2981e-20,2.7003,-0.42812,0
-0.25497,0.010806,-0.2965,2.8515e-20,2.6601,-0.63903,0
-0.23313,0.15194,-0.23932,6.6771e-21,2.6029,-0.84595,0
-0.21755,0.29342,-0.1794,8.6509e-21,2.5289,-1.0475,0
-0.20825,0.455,-0.12442,4.9549e-21,2.4387,-1.2423,0
-0.20456,0.66264,-0.085356,-9.2067e-21,2.3328,-1.4291,0
-0.2033,0.88899,-0.069393,-6.2503e-21,2.2121,-1.6066,0
-0.20124,1.075,-0.072406,-5.4426e-22,2.0772,-1.7737,0
-0.31599,-0.17463,-0.41969,1.0196e-20,2.8563,-0.22514,0
-0.28314,-0.076465,-0.37174,6.3362e-22,2.8324,-0.44909,0
-0.25697,0.064905,-0.31169,3.7646e-20,2.7904,-0.67033,0
-0.23709,0.21869,-0.24615,1.0127e-20,2.7303,-0.88739,0
-0.22253,0.37213,-0.18029,3.9025e-21,2.6528,-1.0988,0
-0.21304,0.54903,-0.12237,2.4217e-20,2.5581,-1.3032,0
-0.20796,0.76617,-0.084034,7.5347e-21,2.4471,-1.4991,0
-0.20475,0.98238,-0.070182,-1.1635e-20,2.3204,-1.6853,0
-0.20048,1.1413,-0.073397,-1.1189e-20,2.1789,-1.8605,0
-0.31339,-0.14501,-0.45072,-1.8154e-20,2.9944,-0.23604,0
-0.28775,-0.029879,-0.39235,-9.5074e-21,2.9695,-0.47083,0
-0.26637,0.12561,-0.32315,2.9415e-20,2.9255,-0.70279,0
-0.24932,0.28909,-0.25124,-1.9883e-20,2.8626,-0.93037,0
-0.23647,0.45073,-0.18176,-4.65e-20,2.7812,-1.152,0
-0.22771,0.63557,-0.12231,-1.7272e-21,2.682,-1.3663,0
-0.22184,0.85263,-0.083852,1.2438e-20,2.5656,-1.5717,0
-0.21562,1.0539,-0.069412,-2.2877e-21,2.4327,-1.7668,0
-0.20613,1.1882,-0.070516,-2.68e-21,2.2843,-1.9505,0
-0.31481,-0.10498,-0.47142,-4.5139e-20,3.187,-0.23587,0
-0.29913,0.023808,-0.40355,-1.9764e-20,3.1622,-0.4705,0
-0.28361,0.18674,-0.32798,1.2117e-20,3.1185,-0.70232,0
-0.26847,0.35265,-0.25299,-5.0835e-23,3.0561,-0.92978,0
-0.25501,0.51302,-0.18264,-1.2476e-20,2.9753,-1.1514,0
-0.24403,0.69066,-0.12215,-1.4144e-20,2.8768,-1.3656,0
-0.23474,0.89479,-0.080763,7.8943e-22,2.7612,-1.571,0
-0.22444,1.0824,-0.0621,-9.4354e-21,2.6293,-1.7663,0
-0.21077,1.2059,-0.060155,-2.5204e-21,2.4819,-1.9502,0
-0.19777,1.2609,-0.061863,1.1888e-20,2.3201,-2.1213,0
-0.32113,-0.051235,-0.46955,-5.7151e-20,3.3867,-0.23569,0
-0.31594,0.088996,-0.39314,-4.3463e-20,3.3622,-0.47016,0
-0.30583,0.25477,-0.31399,-8.2881e-21,3.3187,-0.70183,0
-0.29129,0.41843,-0.23903,2.7171e-20,3.2568,-0.92918,0
-0.27475,0.57289,-0.17029,4.2318e-20,3.1766,-1.1507,0
-0.25814,0.73812,-0.11068,1.0772e-20,3.0788,-1.3649,0
-0.24216,0.92449,-0.068067,1.0948e-20,2.9641,-1.5704,0
-0.2268,1.0972,-0.047005,-1.2131e-21,2.8331,-1.7658,0
-0.21105,1.2133,-0.044273,-1.4123e-20,2.6869,-1.9499,0
-0.19793,1.2668,-0.046324,2.4047e-20,2.5263,-2.1213,0
-0.33324,0.015962,-0.43831,-7.5056e-21,3.5938,-0.23551,0
-0.338,0.16596,-0.35658,-4.9414e-21,3.5695,-0.4698,0
-0.33315,0.33267,-0.27738,-2.3695e-20,3.5264,-0.70132,0
-0.32002,0.49299,-0.20585,-1.9582e-20,3.4649,-0.92855,0
-0.30205,0.64217,-0.14203,-5.6925e-21,3.3854,-1.15,0
-0.28204,0.79733,-0.086873,2.7519e-21,3.2884,-1.3642,0
-0.26105,0.96715,-0.046801,-9.3566e-21,3.1745,-1.5697,0
-0.23998,1.1228,-0.02649,-2.2826e-20,3.0446,-1.7653,0
-0.2191,1.2272,-0.024861,-2.0922e-20,2.8995,-1.9496,0
-0.20286,1.2757,-0.028044,1.0996e-20,2.7401,-2.1213,0
-0.34918,0.093968,-0.37601,3.2356e-20,3.8087,-0.23532,0
-0.36215,0.25017,-0.29342,4.3028e-20,3.7846,-0.46943,0
-0.36182,0.41543,-0.21824,-4.9869e-21,3.7419,-0.70079,0
-0.35035,0.5715,-0.1534,-3.5267e-20,3.6808,-0.9279,0
-0.33196,0.71614,-0.09722,-1.9252e-20,3.602,-1.1493,0
-0.30997,0.8635,-0.049081,1.465e-20,3.5057,-1.3635,0
-0.28535,1.0185,-0.014331,6.5329e-22,3.3928,-1.5691,0
-0.25925,1.1561,0.0025537,-4.7295e-20,3.2639,-1.7647,0
-0.23266,1.2465,0.00079855,-6.11e-20,3.12,-1.9492,0
-0.21188,1.2874,-0.0049654,-1.855e-20,2.962,-2.1213,0
-0.36573,0.17907,-0.28396,8.6826e-21,4.0316,-0.23512,0
-0.38449,0.33711,-0.20497,9.966e-21,4.0077,-0.46904,0
-0.38726,0.49851,-0.13713,7.5175e-21,3.9653,-0.70024,0
-0.37687,0.64963,-0.08119,-4.1137e-21,3.9048,-0.92722,0
-0.35792,0.79033,-0.034178,3.8803e-21,3.8266,-1.1485,0
-0.33397,0.93112,0.0052038,4.3614e-20,3.7312,-1.3627,0
-0.30633,1.0721,0.032137,4.4137e-20,3.6192,-1.5683,0
-0.27666,1.1915,0.042615,2.854e-21,3.4915,-1.7642,0
-0.24612,1.2672,0.034835,-4.912e-20,3.3487,-1.9489,0
-0.22153,1.2993,0.024605,-4.9704e-20,3.192,-2.1213,0
-0.37834,0.26647,-0.16666,-3.7518e-20,4.2628,-0.23492,0
-0.40045,0.42277,-0.094476,-2.3653e-20,4.239,-0.46864,0
-0.4051,0.57892,-0.035968,-1.1887e-20,4.1971,-0.69968,0
-0.39544,0.72528,0.010092,-1.079e-20,4.1371,-0.92652,0
-0.37598,0.86267,0.047133,3.0064e-22,4.0596,-1.1477,0
-0.35029,0.99677,0.075969,5.3299e-20,3.965,-1.3619,0
-0.32043,1.1233,0.092352,5.2168e-20,3.8541,-1.5676,0
-0.28876,1.2244,0.093419,-1.0379e-21,3.7274,-1.7636,0
-0.25621,1.2854,0.077354,-2.4726e-20,3.586,-1.9485,0
-0.22924,1.3087,0.061046,-2.8687e-20,3.4307,-2.1213,0
-0.38215,0.35194,-0.030302,-6.1118e-20,4.5026,-0.23471,0
-0.40543,0.50412,0.033381,-2.132e-20,4.4791,-0.46823,0
-0.4111,0.65466,0.081944,-2.2654e-20,4.4375,-0.69909,0
-0.40219,0.79682,0.11786,-1.8663e-20,4.3781,-0.9258,0
-0.38281,0.93042,0.14391,2.1199e-21,4.3013,-1.1469,0
-0.35643,1.0561,0.16004,3.6073e-20,4.2076,-1.361,0
-0.3259,1.167,0.16332,2.6908e-20,4.0977,-1.5668,0
-0.29404,1.2502,0.15268,-3.9245e-20,3.9722,-1.7629,0
-0.26121,1.2975,0.1269,-3.6988e-20,3.8321,-1.9482,0
-0.23334,1.3127,0.10343,7.1333e-21,3.6782,-2.1213,0
-0.37287,0.43262,0.11738,-3.3967e-20,4.7513,-0.23449,0
-0.39539,0.57902,0.17199,-1.184e-20,4.728,-0.4678,0
-0.40126,0.72357,0.21063,-3.8035e-20,4.6868,-0.69847,0
-0.39322,0.86067,0.23581,-1.1729e-20,4.628,-0.92504,0
-0.37485,0.98794,0.24926,-3.4234e-21,4.552,-1.1461,0
-0.3495,1.1023,0.25076,-1.5186e-20,4.4592,-1.3602,0
-0.32052,1.1968,0.23948,-1.9919e-20,4.3503,-1.566,0
-0.2907,1.2634,0.21627,-1.8927e-20,4.2261,-1.7623,0
-0.25966,1.2994,0.18067,-8.8124e-21,4.0873,-1.9478,0
-0.23252,1.3085,0.14982,2.1374e-22,3.935,-2.1213,0
-0.3481,0.50653,0.26557,-9.8892e-21,5.0093,-0.23426,0
-0.36807,0.64506,0.31069,2.2226e-20,4.9862,-0.46736,0
-0.37335,0.78157,0.33891,-1.0959e-20,4.9455,-0.69784,0
-0.36632,0.91041,0.35218,8.1103e-21,4.8872,-0.92426,0
-0.35006,1.0273,0.35172,5.2898e-21,4.812,-1.1452,0
-0.32773,1.1276,0.33817,-2.0334e-20,4.7202,-1.3593,0
-0.30275,1.2062,0.31295,-5.954e-21,4.6124,-1.5652,0
-0.27732,1.2593,0.27839,1.3126e-20,4.4895,-1.7616,0
-0.25029,1.2878,0.23462,9.5841e-21,4.3521,-1.9474,0
-0.22565,1.2936,0.19731,-4.1064e-21,4.2013,-2.1213,0
-0.30886,0.5708,0.39956,2.1433e-20,5.2769,-0.23402,0
-0.32491,0.69803,0.434,3.9529e-20,5.2541,-0.4669,0
-0.32899,0.82259,0.45073,2.4939e-20,5.2137,-0.69718,0
-0.32319,0.93871,0.45142,8.7584e-21,5.1561,-0.92345,0
-0.31009,1.0415,0.43756,1.6706e-20,5.0817,-1.1443,0
-0.29248,1.1269,0.41108,2.8797e-20,4.9908,-1.3584,0
-0.27334,1.1919,0.37508,8.8393e-21,4.8843,-1.5643,0
-0.25402,1.2358,0.33258,-4.7286e-21,4.7626,-1.7609,0
-0.23277,1.2609,0.28393,1.4576e-20,4.6267,-1.947,0
-0.21219,1.2668,0.24227,3.4566e-20,4.4776,-2.1213,0
-0.26044,0.62126,0.50359,3.8353e-20,5.5544,-0.23377,0
-0.27192,0.73313,0.52587,9.2236e-21,5.5319,-0.46642,0
-0.2745,0.8416,0.53075,-9.3426e-21,5.492,-0.6965,0
-0.27004,0.94153,0.52001,-9.2791e-21,5.4351,-0.92261,0
-0.2606,1.0287,0.49576,-4.0127e-21,5.3614,-1.1434,0
-0.24838,1.1004,0.46088,1.8592e-20,5.2716,-1.3574,0
-0.23564,1.1553,0.41916,-9.5467e-22,5.1662,-1.5634,0
-0.22293,1.1943,0.37349,2.8596e-20,5.0459,-1.7602,0
-0.20823,1.2196,0.32412,4.5286e-20,4.9116,-1.9466,0
-0.1926,1.2286,0.28095,3.4367e-20,4.7641,-2.1213,0
-0.21105,0.65436,0.56743,-2.7809e-20,5.8423,-0.23352,0
-0.21795,0.74793,0.57719,-5.5184e-21,5.82,-0.46592,0
-0.21887,0.83805,0.5715,1.9578e-20,5.7806,-0.69579,0
-0.21542,0.92083,0.55243,3.9038e-20,5.7244,-0.92174,0
-0.20917,0.99333,0.52245,8.6244e-21,5.6516,-1.1424,0
-0.20168,1.0539,0.48463,-3.287e-20,5.5628,-1.3564,0
-0.19446,1.1023,0.44251,5.0149e-21,5.4587,-1.5625,0
-0.18754,1.1396,0.39832,5.2598e-20,5.3398,-1.7595,0
-0.179,1.1674,0.35211,2.4401e-20,5.2071,-1.9461,0
-0.16838,1.1809,0.31033,5.4109e-21,5.0613,-2.1213,0
-0.16834,0.66915,0.59124,-6.4205e-20,6.1409,-0.23326,0
-0.17097,0.74396,0.58989,-7.1655e-21,6.1189,-0.46541,0
-0.16992,0.81628,0.57635,4.8852e-20,6.08,-0.69506,0
-0.16663,0.88354,0.55278,2.4948e-20,6.0244,-0.92083,0
-0.16227,0.94383,0.52153,-1.3142e-20,5.9526,-1.1414,0
-0.15787,0.99622,0.48525,-4.2746e-20,5.8649,-1.3554,0
-0.15437,1.0407,0.44663,-1.7478e-20,5.762,-1.5616,0
-0.15156,1.0779,0.40718,-1.591e-20,5.6446,-1.7587,0
-0.1479,1.1086,0.36679,-1.9825e-20,5.5135,-1.9457,0
-0.14159,1.127,0.32869,1.0652e-20,5.3695,-2.1213,0
-0.1367,0.66757,0.58461,1.4963e-21,6.4507,-0.23298,0
-0.13528,0.72565,0.5745,1.0753e-20,6.4289,-0.46487,0
-0.1318,0.78286,0.55603,-3.6581e-21,6.3905,-0.6943,0
-0.12756,0.83765,0.53103,-4.2997e-20,6.3357,-0.91989,0
-0.12351,0.88873,0.50138,-3.8092e-20,6.2647,-1.1403,0
-0.12031,0.93534,0.46898,-5.8657e-22,6.1782,-1.3543,0
-0.11852,0.97727,0.43563,-1.2086e-20,6.0767,-1.5606,0
-0.11795,1.0147,0.40229,-2.6096e-20,5.9608,-1.7579,0
-0.11749,1.0478,0.36884,-9.9435e-21,5.8314,-1.9452,0
-0.11435,1.0703,0.33572,1.0048e-20,5.6893,-2.1213,0
-0.11701,0.65215,0.56262,3.2708e-20,6.7719,-0.2327,0
-0.11156,0.69751,0.54484,7.8093e-21,6.7505,-0.46432,0
-0.1051,0.74341,0.5227,-3.4308e-20,6.7126,-0.69351,0
-0.098899,0.78903,0.49749,-2.7765e-20,6.6585,-0.91892,0
-0.093776,0.83349,0.47032,1.0824e-20,6.5886,-1.1392,0
-0.090189,0.87602,0.4422,2.1773e-20,6.5032,-1.3532,0
-0.088437,0.91612,0.41411,-4.4703e-21,6.4031,-1.5595,0
-0.088466,0.95354,0.38671,-1.1245e-20,6.2888,-1.7571,0
-0.089607,0.98794,0.36,-1.4217e-21,6.1611,-1.9447,0
-0.088412,1.0136,0.33221,2.4233e-21,6.021,-2.1213,0
-0.10833,0.62243,0.5415,1.2089e-20,7.1052,-0.2324,0
-0.098651,0.66027,0.51522,-1.948e-20,7.0841,-0.46374,0
-0.088626,0.69973,0.48762,-2.532e-20,7.0467,-0.69269,0
-0.079591,0.73994,0.46038,9.4614e-21,6.9934,-0.91791,0
-0.072353,0.7802,0.43422,1.4549e-20,6.9244,-1.1381,0
-0.067246,0.81992,0.40926,-1.1648e-20,6.8403,-1.352,0
-0.064388,0.85859,0.3855,-1.1045e-20,6.7416,-1.5585,0
-0.063834,0.89574,0.36315,-9.2936e-21,6.6289,-1.7562,0
-0.065262,0.93082,0.3423,-1.2919e-20,6.5031,-1.9442,0
-0.064917,0.95859,0.31951,1.1512e-21,6.365,-2.1213,0
-0.10999,0.57768,0.52655,7.5188e-21,7.4508,-0.2321,0
-0.095508,0.61029,0.49466,-3.1972e-20,7.43,-0.46315,0
-0.081151,0.6476,0.46054,-1.5228e-20,7.3932,-0.69184,0
-0.068395,0.68715,0.42771,1.8513e-21,7.3407,-0.91686,0
-0.05813,0.72707,0.39843,-1.3622e-20,7.2728,-1.1369,0
-0.050643,0.7663,0.37326,-4.5157e-21,7.19,-1.3508,0
-0.045909,0.80446,0.35169,1.1816e-20,7.0927,-1.5574,0
-0.044003,0.8414,0.33315,4.6784e-21,6.9818,-1.7553,0
-0.044798,0.87679,0.31724,-1.8207e-21,6.8579,-1.9437,0
-0.044451,0.90609,0.29894,3.9633e-21,6.7218,-2.1213,0
-0.12189,0.53085,0.4935,5.929e-21,7.8093,-0.23178,0
-0.10197,0.5516,0.46947,1.9941e-20,7.7889,-0.46253,0
-0.08241,0.58375,0.43784,7.221e-21,7.7527,-0.69096,0
-0.06492,0.6237,0.40266,-3.043e-20,7.701,-0.91578,0
-0.050584,0.66709,0.36857,-1.4106e-20,7.6342,-1.1357,0
-0.039774,0.71029,0.33901,1.31e-20,7.5526,-1.3496,0
-0.032412,0.75134,0.31541,1.022e-20,7.4569,-1.5562,0
-0.028544,0.7898,0.29779,3.4237e-21,7.3478,-1.7544,0
-0.028088,0.8259,0.28533,1.1134e-20,7.2258,-1.9431,0
-0.027136,0.85636,0.27105,6.5565e-21,7.0919,-2.1213,0
-0.14108,0.51149,0.39688,-2.6394e-20,8.1812,-0.23145,0
-0.11616,0.50934,0.39758,3.8224e-20,8.1611,-0.46189,0
-0.091467,0.52407,0.3873,5.3877e-20,8.1255,-0.69004,0
-0.068896,0.55442,0.36648,-1.9946e-20,8.0747,-0.91465,0
-0.049784,0.59643,0.33846,-1.1399e-20,8.009,-1.1345,0
-0.034744,0.64427,0.30829,8.9451e-22,7.9288,-1.3483,0
-0.023842,0.69227,0.28098,-4.7897e-21,7.8347,-1.555,0
-0.01722,0.73685,0.26034,-7.7558e-22,7.7274,-1.7534,0
-0.014849,0.77691,0.24777,1.1854e-22,7.6075,-1.9425,0
-0.012797,0.80964,0.2358,-1.0666e-21,7.4758,-2.1213,0
-0.1585,0.53867,0.21734,-3.9628e-20,8.5669,-0.23111,0
-0.13122,0.51186,0.24644,-4.572e-20,8.5472,-0.46122,0
-0.10349,0.50099,0.26845,4.7099e-20,8.5122,-0.68909,0
-0.077314,0.50808,0.27947,3.4999e-21,8.4623,-0.91348,0
-0.054244,0.53329,0.27775,-1.8431e-20,8.3977,-1.1332,0
-0.035156,0.57374,0.26445,3.2972e-20,8.319,-1.347,0
-0.020362,0.62342,0.24396,1.4051e-20,8.2266,-1.5538,0
-0.010257,0.67528,0.2231,-1.0374e-20,8.1211,-1.7524,0
-0.0050948,0.7239,0.20813,-5.3196e-21,8.0033,-1.9419,0
-0.0013212,0.76342,0.19498,-2.4789e-22,7.874,-2.1213,0
-0.163,0.60186,-0.010931,-7.8074e-22,8.967,-0.23075,0
-0.13744,0.55972,0.034817,-1.7747e-20,8.9476,-0.46053,0
-0.11051,0.52898,0.080967,-9.7257e-21,8.9133,-0.68811,0
-0.084004,0.51191,0.12284,-1.7446e-20,8.8643,-0.91227,0
-0.059547,0.51104,0.15569,-2.2264e-20,8.801,-1.1318,0
-0.038275,0.52813,0.17553,1.589e-20,8.7237,-1.3456,0
-0.020712,0.56236,0.18081,4.3505e-20,8.633,-1.5525,0
-0.0074359,0.60922,0.17489,3.1619e-20,8.5295,-1.7514,0
0.00091463,0.66191,0.16526,-8.7265e-21,8.4139,-1.9413,0
0.0069947,0.71062,0.15171,-1.9848e-20,8.287,-2.1213,0
-0.14986,0.67629,-0.22722,1.8966e-20,9.382,-0.23039,0
-0.12938,0.63033,-0.18045,4.6514e-20,9.363,-0.45982,0
-0.10684,0.59168,-0.12781,-2.0561e-20,9.3294,-0.68709,0
-0.083595,0.56151,-0.072268,-2.3198e-20,9.2813,-0.91101,0
-0.061004,0.54141,-0.017682,-1.8917e-20,9.2192,-1.1304,0
-0.040265,0.53383,0.03113,-1.0043e-20,9.1435,-1.3442,0
-0.022116,0.54154,0.068824,3.028e-20,9.0546,-1.5512,0
-0.007221,0.56586,0.092026,6.0545e-20,8.9531,-1.7503,0
0.003503,0.60505,0.10369,6.6645e-21,8.8398,-1.9407,0
0.011896,0.6527,0.10101,-3.967e-20,8.7154,-2.1213,0
-0.12521,0.74152,-0.38447,1.4286e-20,9.8125,-0.23,0
-0.11076,0.70052,-0.34774,1.8207e-20,9.7938,-0.45908,0
-0.094032,0.66383,-0.30298,-1.1682e-20,9.7609,-0.68603,0
-0.075907,0.63194,-0.25149,-2.6249e-21,9.7139,-0.90971,0
-0.057348,0.60532,-0.19518,-3.6873e-21,9.6531,-1.129,0
-0.039317,0.58486,-0.13687,1.6153e-20,9.5789,-1.3427,0
-0.022615,0.57252,-0.080833,1.512e-20,9.4919,-1.5498,0
-0.0079197,0.57131,-0.032719,8.4171e-21,9.3925,-1.7492,0
0.003648,0.58406,0.006281,7.2102e-21,9.2816,-1.94,0
0.013923,0.61329,0.026848,-1.5894e-20,9.1598,-2.1213,0
-0.10052,0.78611,-0.46809,9.8243e-21,10.259,-0.22961,0
-0.091234,0.75528,-0.44578,6.8892e-22,10.241,-0.45831,0
-0.079695,0.72674,-0.41567,-2.8104e-20,10.209,-0.68493,0
-0.066399,0.70056,-0.37801,-2.6926e-21,10.163,-0.90835,0
-0.051993,0.67668,-0.33339,5.8722e-20,10.103,-1.1274,0
-0.037211,0.65502,-0.28284,3.3101e-20,10.031,-1.3411,0
-0.022773,0.63592,-0.22827,-8.5013e-21,9.9454,-1.5483,0
-0.0092952,0.62074,-0.17332,-1.6009e-20,9.8483,-1.7481,0
0.0021007,0.61219,-0.11922,-2.2696e-20,9.7398,-1.9394,0
0.013503,0.61791,-0.077876,-1.1126e-20,9.6207,-2.1213,0
-0.083587,0.80734,-0.49325,-2.8878e-22,10.722,-0.2292,0
-0.078252,0.78811,-0.48444,2.7479e-22,10.704,-0.45751,0
-0.070708,0.7702,-0.46923,-2.1179e-20,10.673,-0.68379,0
-0.061159,0.75332,-0.44733,-6.1973e-21,10.628,-0.90695,0
-0.050008,0.73709,-0.41861,7.1128e-20,10.57,-1.1259,0
-0.03782,0.72102,-0.38319,5.7735e-20,10.499,-1.3395,0
-0.025238,0.70469,-0.34148,-1.6216e-20,10.416,-1.5468,0
-0.012855,0.68796,-0.29495,-3.05e-20,10.321,-1.7469,0
-0.001713,0.67174,-0.24306,-2.6458e-20,10.215,-1.9387,0
0.010201,0.66376,-0.19559,-1.2729e-20,10.099,-2.1213,0
-0.076375,0.80805,-0.49074,-1.3912e-21,11.202,-0.22877,0
-0.074069,0.79901,-0.49206,2.9773e-21,11.185,-0.45668,0
-0.069534,0.79131,-0.48836,-7.3641e-22,11.154,-0.68261,0
-0.06279,0.78436,-0.47915,-1.7512e-20,11.111,-0.90549,0
-0.054062,0.7775,-0.46405,1.3638e-20,11.054,-1.1243,0
-0.043762,0.77001,-0.44287,3.8178e-20,10.985,-1.3379,0
-0.032433,0.76116,-0.41552,2.1421e-20,10.904,-1.5453,0
-0.020632,0.75022,-0.38245,8.389e-21,10.811,-1.7456,0
-0.0093752,0.73676,-0.34204,-2.1498e-20,10.708,-1.9379,0
0.0028633,0.72693,-0.30062,-3.336e-20,10.595,-2.1213,0
-0.078429,0.79215,-0.48605,2.0772e-21,11.701,-0.22833,0
-0.078643,0.79187,-0.49333,8.3211e-22,11.684,-0.45582,0
-0.076483,0.79355,-0.49626,6.8505e-22,11.654,-0.68139,0
-0.071869,0.79632,-0.4945,-1.7445e-21,11.611,-0.90398,0
-0.064924,0.79925,-0.48781,3.9604e-22,11.556,-1.1226,0
-0.055969,0.80135,-0.47609,-7.0987e-21,11.489,-1.3361,0
-0.045476,0.80175,-0.45924,7.7101e-21,11.41,-1.5437,0
-0.033944,0.79957,-0.43751,3.6995e-20,11.32,-1.7443,0
