"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.018777,1.0044,0.0036542,4.011e-22,13.983,7.4302,0
0.019855,1.0079,0.013213,8.3093e-22,14.623,7.4302,0
0.02039,1.0149,0.021414,-1.3186e-23,15.288,7.4302,0
0.020293,1.0251,0.026566,5.836e-23,15.977,7.4302,0
0.019554,1.0371,0.026994,1.917e-22,16.692,7.4302,0
0.01832,1.0486,0.021765,-3.9581e-22,17.433,7.4302,0
0.01695,1.0563,0.011492,-2.1083e-22,18.202,7.4302,0
0.015936,1.058,-0.0014251,-2.2375e-23,19,7.4302,0
0.015689,1.0529,-0.013534,7.4641e-23,19.827,7.4302,0
0.016322,1.042,-0.021622,2.8818e-22,20.685,7.4302,0
0.017594,1.0281,-0.023633,7.0495e-22,21.575,7.4302,0
0.019059,1.0138,-0.018747,-3.1115e-22,22.499,7.4302,0
0.020261,1.0023,-0.0070336,-8.6954e-22,23.457,7.4302,0
0.020752,0.99678,0.010485,1.943e-21,24.45,7.4302,0
0.02008,1.0009,0.030855,3.5253e-22,25.48,7.4302,0
0.01755,1.0164,0.04756,-1.7888e-21,26.549,7.4302,0
0.012803,1.0415,0.05405,1.9327e-22,27.658,7.4302,0
0.00682,1.0652,0.039545,1.6555e-22,28.807,7.4302,0
0,1.0743,0.024645,-2.9542e-22,30,7.4302,0
-0.022628,1.0561,0.016887,1.0517e-21,2.3201,7.99,0
-0.022483,1.0556,0.018008,1.6195e-21,2.1213,7.99,0
-0.022289,1.0563,0.015734,6.7769e-22,2.5263,7.99,0
-0.021902,1.0566,0.01458,1.3353e-21,2.7401,7.99,0
-0.021453,1.0569,0.013422,-6.9521e-22,2.962,7.99,0
-0.020873,1.0571,0.012258,-2.2841e-21,3.192,7.99,0
-0.020145,1.0573,0.011087,4.0105e-22,3.4307,7.99,0
-0.019288,1.0575,0.0099041,1.892e-21,3.6782,7.99,0
-0.018318,1.0578,0.0087006,7.397e-23,3.935,7.99,0
-0.017246,1.058,0.0074618,-1.2475e-21,4.2013,7.99,0
-0.016082,1.0582,0.0061674,4.5659e-23,4.4776,7.99,0
-0.014842,1.0584,0.004792,3.2738e-21,4.7641,7.99,0
-0.013543,1.0587,0.0033051,2.6175e-21,5.0613,7.99,0
-0.012204,1.0589,0.0016726,-2.1327e-22,5.3695,7.99,0
-0.010842,1.059,-0.00013989,3.2102e-22,5.6893,7.99,0
-0.0094724,1.0591,-0.0021635,2.8835e-22,6.021,7.99,0
-0.0081045,1.059,-0.0044204,-1.6675e-21,6.365,7.99,0
-0.0067439,1.0586,-0.0069164,-2.964e-21,6.7218,7.99,0
-0.0053892,1.0579,-0.0096333,-2.0108e-21,7.0919,7.99,0
-0.0040315,1.0567,-0.012522,9.7631e-22,7.4758,7.99,0
-0.0026554,1.055,-0.015495,1.6176e-21,7.874,7.99,0
-0.0012416,1.0527,-0.018426,1.7054e-22,8.287,7.99,0
0.00023069,1.0496,-0.021149,5.5526e-22,8.7154,7.99,0
0.0017796,1.0459,-0.023466,-1.6384e-22,9.1598,7.99,0
0.0034164,1.0415,-0.025156,-2.2886e-22,9.6207,7.99,0
0.0051427,1.0366,-0.025994,1.0213e-21,10.099,7.99,0
0.0069472,1.0313,-0.025767,1.9795e-22,10.595,7.99,0
0.0088057,1.0259,-0.024295,2.8747e-23,11.109,7.99,0
0.01068,1.0208,-0.021456,-6.6786e-23,11.643,7.99,0
0.012521,1.0163,-0.017212,-7.0366e-22,12.196,7.99,0
0.014264,1.0128,-0.011648,-3.4971e-22,12.77,7.99,0
0.015836,1.011,-0.0050118,1.1308e-22,13.365,7.99,0
0.017155,1.0112,0.0022338,-2.3109e-22,13.983,7.99,0
0.018131,1.0139,0.0093656,5.247e-22,14.623,7.99,0
0.018684,1.0192,0.01539,5.095e-22,15.288,7.99,0
0.018756,1.0266,0.019128,-4.7682e-22,15.977,7.99,0
0.018351,1.0352,0.019466,-1.2038e-22,16.692,7.99,0
0.017579,1.0434,0.015823,-1.3233e-22,17.433,7.99,0
0.016684,1.0489,0.0086347,-7.01e-23,18.202,7.99,0
0.015994,1.0502,-0.00046922,2.3933e-23,19,7.99,0
0.015791,1.0465,-0.009098,4.7208e-23,19.827,7.99,0
0.016177,1.0386,-0.014896,9.0697e-23,20.685,7.99,0
0.017012,1.0282,-0.01619,5.0372e-22,21.575,7.99,0
0.01798,1.0176,-0.012191,9.4455e-22,22.499,7.99,0
0.018719,1.0093,-0.0029187,4.3493e-22,23.457,7.99,0
0.018841,1.0057,0.010671,-2.6108e-23,24.45,7.99,0
0.017962,1.0096,0.026108,-3.1472e-22,25.48,7.99,0
0.015552,1.022,0.038515,-4.0441e-22,26.549,7.99,0
0.011341,1.0412,0.043295,-6.6633e-22,27.658,7.99,0
0.0061335,1.0593,0.032567,-3.351e-22,28.807,7.99,0
0,1.0665,0.021536,5.1266e-22,30,7.99,0
-0.017808,1.0522,0.015749,4.6204e-22,2.3201,8.5886,0
-0.017621,1.0517,0.016722,1.2888e-21,2.1213,8.5886,0
-0.017619,1.0525,0.014731,6.6692e-22,2.5263,8.5886,0
-0.017396,1.0529,0.013699,6.4356e-22,2.7401,8.5886,0
-0.017127,1.0532,0.012647,-1.3529e-21,2.962,8.5886,0
-0.016755,1.0535,0.011573,-1.4991e-21,3.192,8.5886,0
-0.016262,1.0538,0.010476,1.1631e-21,3.4307,8.5886,0
-0.015662,1.054,0.0093526,1.1991e-21,3.6782,8.5886,0
-0.014965,1.0543,0.0081968,-1.2622e-22,3.935,8.5886,0
-0.014177,1.0545,0.0069993,1.3514e-22,4.2013,8.5886,0
-0.013303,1.0546,0.0057477,6.0914e-22,4.4776,8.5886,0
-0.012351,1.0548,0.004427,5.492e-22,4.7641,8.5886,0
-0.011332,1.0549,0.0030193,-9.0215e-22,5.0613,8.5886,0
-0.010257,1.055,0.0015058,-3.8467e-22,5.3695,8.5886,0
-0.0091393,1.055,-0.00013249,4.5571e-22,5.6893,8.5886,0
-0.007987,1.0549,-0.001911,-1.598e-21,6.021,8.5886,0
-0.0068086,1.0546,-0.0038381,-1.4291e-21,6.365,8.5886,0
-0.0056098,1.0541,-0.0059112,-8.3963e-23,6.7218,8.5886,0
-0.0043919,1.0533,-0.0081114,-1.2332e-21,7.0919,8.5886,0
-0.0031523,1.0522,-0.010399,-6.2239e-22,7.4758,8.5886,0
-0.0018841,1.0507,-0.012708,1.2768e-21,7.874,8.5886,0
-0.00057793,1.0487,-0.014947,1.2268e-21,8.287,8.5886,0
0.00077659,1.0462,-0.016995,1.0002e-21,8.7154,8.5886,0
0.0021887,1.0432,-0.018711,1.9044e-23,9.1598,8.5886,0
0.0036637,1.0397,-0.019934,-4.7005e-22,9.6207,8.5886,0
0.0052004,1.0358,-0.0205,-4.6089e-22,10.099,8.5886,0
0.0067896,1.0317,-0.020252,-2.6399e-22,10.595,8.5886,0
0.0084121,1.0276,-0.019061,1.1447e-21,11.109,8.5886,0
0.010039,1.0236,-0.01684,8.4361e-22,11.643,8.5886,0
0.01163,1.0202,-0.013571,-4.4212e-22,12.196,8.5886,0
0.013137,1.0176,-0.0093349,-4.6819e-22,12.77,8.5886,0
0.014502,1.0163,-0.0043361,6.9131e-24,13.365,8.5886,0
0.015663,1.0165,0.0010627,5.4436e-23,13.983,8.5886,0
0.016553,1.0185,0.0063182,-2.489e-22,14.623,8.5886,0
0.017115,1.0223,0.010716,-6.8281e-23,15.288,8.5886,0
0.017313,1.0276,0.013445,-9.4322e-24,15.977,8.5886,0
0.017155,1.0336,0.013776,-8.1447e-23,16.692,8.5886,0
0.016719,1.0393,0.01135,1.3987e-22,17.433,8.5886,0
0.016168,1.0432,0.0064728,1.4287e-22,18.202,8.5886,0
0.015716,1.0441,0.00024258,4.7106e-23,19,8.5886,0
0.015556,1.0415,-0.0057041,6.5234e-23,19.827,8.5886,0
0.015768,1.0359,-0.0096772,-1.1106e-23,20.685,8.5886,0
0.016266,1.0284,-0.010375,3.7733e-22,21.575,8.5886,0
0.016833,1.0208,-0.0071151,9.9369e-22,22.499,8.5886,0
0.017184,1.0149,0.00010409,5.3957e-22,23.457,8.5886,0
0.017003,1.0127,0.010459,0,24.45,8.5886,0
0.015968,1.0162,0.021973,-4.9355e-22,25.48,8.5886,0
0.013685,1.0259,0.031075,-7.6942e-22,26.549,8.5886,0
0.0099489,1.0403,0.034566,-4.2355e-22,27.658,8.5886,0
0.0054262,1.0542,0.026817,4.2012e-22,28.807,8.5886,0
0,1.0599,0.018838,1.1604e-21,30,8.5886,0
-0.013537,1.0486,0.014464,7.5076e-22,2.3201,9.2288,0
-0.013325,1.0481,0.015305,2.4427e-21,2.1213,9.2288,0
-0.013456,1.0489,0.013575,2.0859e-22,2.5263,9.2288,0
-0.013352,1.0492,0.012664,-2.9558e-22,2.7401,9.2288,0
-0.013215,1.0496,0.011725,-4.6886e-22,2.962,9.2288,0
-0.012996,1.0499,0.010758,3.5763e-22,3.192,9.2288,0
-0.012681,1.0502,0.0097602,2.1881e-22,3.4307,9.2288,0
-0.012276,1.0505,0.0087303,-4.6331e-22,3.6782,9.2288,0
-0.011791,1.0507,0.0076641,-5.0818e-22,3.935,9.2288,0
-0.011226,1.0509,0.0065562,1.9871e-22,4.2013,9.2288,0
-0.010583,1.051,0.0053994,4.2884e-22,4.4776,9.2288,0
-0.0098659,1.0512,0.0041854,-3.0605e-22,4.7641,9.2288,0
-0.0090809,1.0512,0.0029048,-6.1407e-22,5.0613,9.2288,0
-0.008235,1.0512,0.0015479,-4.4854e-22,5.3695,9.2288,0
-0.007335,1.0511,0.00010584,-1.0062e-21,5.6893,9.2288,0
-0.0063874,1.0509,-0.0014272,-1.2239e-21,6.021,9.2288,0
-0.005398,1.0506,-0.003052,4.0475e-22,6.365,9.2288,0
-0.0043713,1.05,-0.0047613,8.1118e-22,6.7218,9.2288,0
-0.0033099,1.0493,-0.006537,-4.2018e-22,7.0919,9.2288,0
-0.0022143,1.0483,-0.0083468,-1.0679e-22,7.4758,9.2288,0
-0.0010825,1.0469,-0.010142,8.9586e-22,7.874,9.2288,0
8.8753e-05,1.0453,-0.011854,6.0811e-22,8.287,9.2288,0
0.0013035,1.0432,-0.013398,7.3917e-23,8.7154,9.2288,0
0.0025651,1.0408,-0.014672,8.2904e-26,9.1598,9.2288,0
0.0038743,1.0381,-0.015562,1.2515e-23,9.6207,9.2288,0
0.005228,1.0351,-0.015951,1.2577e-23,10.099,9.2288,0
0.0066173,1.032,-0.015727,-8.4759e-23,10.595,9.2288,0
0.0080267,1.0288,-0.014797,-4.1988e-23,11.109,9.2288,0
0.0094331,1.0258,-0.013106,1.6331e-22,11.643,9.2288,0
0.010806,1.0233,-0.010646,-5.082e-23,12.196,9.2288,0
0.012108,1.0213,-0.0074875,-2.8786e-22,12.77,9.2288,0
0.013293,1.0203,-0.0037911,-1.9271e-22,13.365,9.2288,0
0.014316,1.0204,0.00016891,-1.2058e-23,13.983,9.2288,0
0.015129,1.0218,0.0039973,-1.1979e-22,14.623,9.2288,0
0.015691,1.0245,0.0071922,6.1398e-23,15.288,9.2288,0
0.015976,1.0281,0.0092065,2.5318e-22,15.977,9.2288,0
0.015992,1.0323,0.0095666,1.0514e-22,16.692,9.2288,0
0.015793,1.0362,0.0080522,3.1501e-22,17.433,9.2288,0
0.015483,1.0388,0.0048792,2.1361e-22,18.202,9.2288,0
0.015202,1.0395,0.00077271,-3.1436e-24,19,9.2288,0
0.015077,1.0377,-0.0031629,-1.4199e-22,19.827,9.2288,0
0.015162,1.0338,-0.0057349,-1.064e-22,20.685,9.2288,0
0.015406,1.0286,-0.0059708,3.9819e-22,21.575,9.2288,0
0.015656,1.0233,-0.0033257,5.0526e-22,22.499,9.2288,0
0.015696,1.0193,0.0022086,1.3863e-22,23.457,9.2288,0
0.015276,1.0182,0.0099647,-7.9481e-23,24.45,9.2288,0
0.014136,1.0212,0.018423,-6.4503e-22,25.48,9.2288,0
0.011987,1.0287,0.025021,-7.1282e-22,26.549,9.2288,0
0.0086721,1.0395,0.027556,2.1393e-22,27.658,9.2288,0
0.0047468,1.05,0.022106,5.2768e-22,28.807,9.2288,0
0,1.0545,0.016475,3.3703e-22,30,9.2288,0
-0.0097661,1.0451,0.013107,2.0239e-22,2.3201,9.9134,0
-0.0095437,1.0446,0.01383,-1.7237e-22,2.1213,9.9134,0
-0.0097625,1.0454,0.012339,3.8243e-25,2.5263,9.9134,0
-0.0097444,1.0457,0.011546,-4.5214e-23,2.7401,9.9134,0
-0.0097019,1.0461,0.010725,1.7369e-23,2.962,9.9134,0
-0.0095953,1.0464,0.0098721,-5.9276e-23,3.192,9.9134,0
-0.0094112,1.0467,0.008988,-4.5568e-23,3.4307,9.9134,0
-0.009155,1.0469,0.0080709,-1.9399e-22,3.6782,9.9134,0
-0.0088316,1.0472,0.0071186,-4.3792e-22,3.935,9.9134,0
-0.0084406,1.0474,0.006128,4.2281e-22,4.2013,9.9134,0
-0.0079811,1.0475,0.0050954,3.1136e-23,4.4776,9.9134,0
-0.0074544,1.0476,0.0040167,-1.6557e-21,4.7641,9.9134,0
-0.0068634,1.0476,0.0028875,-1.6221e-21,5.0613,9.9134,0
-0.0062118,1.0476,0.0017038,5.3756e-22,5.3695,9.9134,0
-0.0055033,1.0475,0.00046278,1.308e-21,5.6893,9.9134,0
-0.004742,1.0472,-0.00083604,1.6875e-22,6.021,9.9134,0
-0.0039315,1.0469,-0.0021893,2.1521e-22,6.365,9.9134,0
-0.0030753,1.0464,-0.0035881,3.2074e-22,6.7218,9.9134,0
-0.002176,1.0457,-0.005016,-1.7089e-23,7.0919,9.9134,0
-0.0012352,1.0448,-0.0064472,3.4516e-22,7.4758,9.9134,0
-0.00025366,1.0437,-0.0078449,3.535e-22,7.874,9.9134,0
0.0007688,1.0423,-0.0091599,5.3014e-22,8.287,9.9134,0
0.0018324,1.0407,-0.010331,6.3581e-22,8.7154,9.9134,0
0.0029368,1.0388,-0.011286,-7.0928e-23,9.1598,9.9134,0
0.0040801,1.0367,-0.011945,-1.3321e-22,9.6207,9.9134,0
0.0052576,1.0344,-0.012226,1.4036e-22,10.099,9.9134,0
0.0064608,1.032,-0.012051,8.8477e-23,10.595,9.9134,0
0.0076768,1.0297,-0.011358,-4.5795e-22,11.109,9.9134,0
0.008887,1.0274,-0.010108,-2.4454e-24,11.643,9.9134,0
0.010068,1.0255,-0.0083029,3.5054e-22,12.196,9.9134,0
0.011189,1.0241,-0.005998,-5.42e-22,12.77,9.9134,0
0.012219,1.0233,-0.0033149,-6.9576e-22,13.365,9.9134,0
0.013121,1.0233,-0.00045353,-3.0242e-22,13.983,9.9134,0
0.013861,1.0242,0.0023065,-1.3307e-22,14.623,9.9134,0
0.014409,1.026,0.0046219,8.8713e-23,15.288,9.9134,0
0.014747,1.0285,0.0061292,1.6952e-22,15.977,9.9134,0
0.014878,1.0313,0.0065242,-6.6526e-23,16.692,9.9134,0
0.014839,1.0338,0.0056731,-8.02e-23,17.433,9.9134,0
0.014695,1.0356,0.0037229,-2.9167e-23,18.202,9.9134,0
0.014531,1.036,0.0011482,-2.6316e-23,19,9.9134,0
0.014426,1.0349,-0.001317,-1.7203e-22,19.827,9.9134,0
0.014418,1.0322,-0.0028521,2.7524e-23,20.685,9.9134,0
0.014472,1.0287,-0.0027574,-1.4688e-22,21.575,9.9134,0
0.01448,1.0252,-0.00062132,-1.6805e-22,22.499,9.9134,0
0.014282,1.0227,0.0035622,1.4346e-22,23.457,9.9134,0
0.013683,1.0223,0.0092786,-2.3288e-22,24.45,9.9134,0
0.012483,1.0249,0.015402,1.0527e-23,25.48,9.9134,0
0.010473,1.0307,0.020133,3.5272e-22,26.549,9.9134,0
0.0075321,1.0386,0.021973,3.998e-22,27.658,9.9134,0
0.0041241,1.0466,0.018256,1.2957e-22,28.807,9.9134,0
0,1.0502,0.014391,-2.8062e-22,30,9.9134,0
-0.006453,1.0418,0.01173,-6.7274e-22,2.3201,10.645,0
-0.0062294,1.0413,0.012345,-1.3355e-21,2.1213,10.645,0
-0.0065044,1.0421,0.011075,-1.5646e-22,2.5263,10.645,0
-0.0065464,1.0424,0.010396,-1.2568e-22,2.7401,10.645,0
-0.0065708,1.0427,0.0096894,1.9212e-22,2.962,10.645,0
-0.0065451,1.0431,0.0089535,1.2715e-23,3.192,10.645,0
-0.0064581,1.0433,0.0081879,2.1685e-22,3.4307,10.645,0
-0.0063132,1.0436,0.0073919,-1.8421e-22,3.6782,10.645,0
-0.0061131,1.0438,0.0065642,-2.2372e-22,3.935,10.645,0
-0.0058567,1.044,0.0057033,4.0312e-22,4.2013,10.645,0
-0.0055417,1.0441,0.0048076,-1.3245e-22,4.4776,10.645,0
-0.0051677,1.0442,0.0038755,-1.5563e-21,4.7641,10.645,0
-0.0047357,1.0442,0.0029055,-5.3613e-22,5.0613,10.645,0
-0.0042471,1.0442,0.0018969,2.1381e-21,5.3695,10.645,0
-0.0037036,1.044,0.00085004,1.2496e-21,5.6893,10.645,0
-0.0031073,1.0438,-0.00023286,-6.2119e-22,6.021,10.645,0
-0.0024603,1.0435,-0.0013467,-4.139e-23,6.365,10.645,0
-0.0017648,1.0431,-0.0024825,4.3716e-22,6.7218,10.645,0
-0.0010231,1.0425,-0.0036262,4.9839e-22,7.0919,10.645,0
-0.00023693,1.0418,-0.0047575,6.5385e-22,7.4758,10.645,0
0.00059198,1.0409,-0.0058487,-1.8621e-22,7.874,10.645,0
0.0014622,1.0398,-0.0068643,1.0318e-22,8.287,10.645,0
0.002372,1.0385,-0.0077609,1.6697e-22,8.7154,10.645,0
0.0033193,1.0371,-0.0084879,-5.6459e-22,9.1598,10.645,0
0.0043005,1.0355,-0.0089899,4.5292e-22,9.6207,10.645,0
0.0053103,1.0337,-0.0092104,7.859e-22,10.099,10.645,0
0.0063408,1.0319,-0.0090965,-1.0602e-22,10.595,10.645,0
0.0073807,1.0302,-0.0086056,-6.8628e-22,11.109,10.645,0
0.0084152,1.0285,-0.0077139,-1.8117e-22,11.643,10.645,0
0.0094255,1.0271,-0.0064253,6.221e-22,12.196,10.645,0
0.010389,1.026,-0.0047813,3.5555e-22,12.77,10.645,0
0.011281,1.0253,-0.0028702,-4.0446e-22,13.365,10.645,0
0.012074,1.0253,-0.00083255,-7.1294e-22,13.983,10.645,0
0.012743,1.0258,0.0011401,-3.6669e-22,14.623,10.645,0
0.013265,1.027,0.0028181,-1.7476e-22,15.288,10.645,0
0.013626,1.0286,0.0039635,-6.6174e-23,15.977,10.645,0
0.013827,1.0304,0.004383,-2.5446e-22,16.692,10.645,0
0.013888,1.0321,0.0039953,-5.1396e-22,17.433,10.645,0
0.013849,1.0332,0.0028976,-2.2324e-22,18.202,10.645,0
0.013759,1.0335,0.0013972,-6.8983e-23,19,10.645,0
0.013665,1.0328,-2.7704e-05,6.9843e-23,19.827,10.645,0
0.013588,1.0311,-0.00082892,-3.2826e-24,20.685,10.645,0
0.013503,1.0289,-0.00051979,-2.3487e-22,21.575,10.645,0
0.013332,1.0266,0.0011956,-2.516e-22,22.499,10.645,0
0.012959,1.0252,0.004319,-3.0907e-22,23.457,10.645,0
0.012236,1.0253,0.0084702,-2.9063e-22,24.45,10.645,0
0.011013,1.0275,0.012843,2.5516e-22,25.48,10.645,0
0.0091435,1.0319,0.016204,3.8282e-22,26.549,10.645,0
0.0065344,1.0378,0.017546,-1.3545e-22,27.658,10.645,0
0.0035716,1.0438,0.015105,-1.7289e-22,28.807,10.645,0
0,1.0467,0.012533,-1.1624e-22,30,10.645,0
-0.0035599,1.0387,0.010365,-3.3414e-22,2.3201,11.428,0
-0.0033406,1.0383,0.010882,7.5664e-22,2.1213,11.428,0
-0.0036496,1.039,0.0098147,2.7021e-23,2.5263,11.428,0
-0.0037333,1.0393,0.0092429,-1.054e-22,2.7401,11.428,0
-0.003804,1.0396,0.0086464,8.4233e-23,2.962,11.428,0
-0.003836,1.0399,0.008024,2.733e-22,3.192,11.428,0
-0.0038199,1.0402,0.0073754,1.4314e-22,3.4307,11.428,0
-0.0037578,1.0404,0.0067003,-2.101e-22,3.6782,11.428,0
-0.0036511,1.0406,0.0059982,3.9292e-22,3.935,11.428,0
-0.003498,1.0408,0.0052685,7.8016e-22,4.2013,11.428,0
-0.003296,1.0409,0.0045106,2.2952e-22,4.4776,11.428,0
-0.0030436,1.041,0.0037245,-2.1e-22,4.7641,11.428,0
-0.0027406,1.041,0.0029103,6.1119e-22,5.0613,11.428,0
-0.0023869,1.041,0.0020687,9.0395e-22,5.3695,11.428,0
-0.001983,1.0409,0.0012017,-3.5127e-22,5.6893,11.428,0
-0.0015296,1.0407,0.00031249,-7.7402e-22,6.021,11.428,0
-0.0010276,1.0405,-0.00059355,-2.2421e-22,6.365,11.428,0
-0.0004783,1.0401,-0.0015083,-7.3624e-23,6.7218,11.428,0
0.00011691,1.0397,-0.0024202,3.3218e-22,7.0919,11.428,0
0.00075639,1.0391,-0.0033134,6.5703e-22,7.4758,11.428,0
0.0014383,1.0384,-0.0041677,-3.4993e-22,7.874,11.428,0
0.0021608,1.0376,-0.0049573,-7.8728e-22,8.287,11.428,0
0.0029213,1.0366,-0.0056517,-4.6744e-22,8.7154,11.428,0
0.0037171,1.0355,-0.0062158,-2.5356e-22,9.1598,11.428,0
0.004544,1.0343,-0.0066116,7.6509e-22,9.6207,11.428,0
0.0053966,1.033,-0.0068005,6.8641e-22,10.099,11.428,0
0.0062676,1.0317,-0.0067469,-4.7928e-22,10.595,11.428,0
0.0071475,1.0303,-0.0064226,-3.7992e-22,11.109,11.428,0
0.0080241,1.0291,-0.0058123,-1.7311e-22,11.643,11.428,0
0.0088826,1.028,-0.0049201,6.182e-23,12.196,11.428,0
0.0097055,1.0272,-0.0037758,9.9957e-22,12.77,11.428,0
0.010473,1.0267,-0.0024403,8.5462e-22,13.365,11.428,0
0.011166,1.0266,-0.0010095,-3.0846e-22,13.983,11.428,0
0.011763,1.0269,0.00038981,-3.8645e-22,14.623,11.428,0
0.012249,1.0276,0.0016077,-1.2838e-22,15.288,11.428,0
0.01261,1.0286,0.0024908,-9.0724e-24,15.977,11.428,0
0.012845,1.0297,0.002917,1.4314e-22,16.692,11.428,0
0.012963,1.0308,0.0028369,-1.3757e-23,17.433,11.428,0
0.012984,1.0315,0.0023125,-5.2218e-23,18.202,11.428,0
0.012937,1.0318,0.0015378,-1.0736e-22,19,11.428,0
0.012845,1.0313,0.00081757,1.0202e-22,19.827,11.428,0
0.012716,1.0303,0.00050871,-4.4644e-23,20.685,11.428,0
0.01253,1.029,0.00093727,1.7931e-22,21.575,11.428,0
0.012232,1.0277,0.0023058,1.4409e-22,22.499,11.428,0
0.011738,1.027,0.0046126,-3.5633e-22,23.457,11.428,0
0.010939,1.0274,0.0075882,1.1413e-23,24.45,11.428,0
0.0097228,1.0293,0.010674,8.125e-23,25.48,11.428,0
0.0079921,1.0327,0.013044,-2.5632e-22,26.549,11.428,0
0.0056746,1.037,0.014032,-1.0847e-22,27.658,11.428,0
0.003093,1.0416,0.012503,3.487e-22,28.807,11.428,0
0,1.044,0.010853,4.5904e-22,30,11.428,0
-0.0010543,1.0359,0.0090276,4.558e-23,2.3201,12.266,0
-0.0008426,1.0355,0.009455,8.0194e-22,2.1213,12.266,0
-0.0011703,1.0362,0.0085732,3.8569e-26,2.5263,12.266,0
-0.0012822,1.0364,0.0081004,-1.3001e-22,2.7401,12.266,0
-0.0013844,1.0367,0.0076065,-1.4244e-22,2.962,12.266,0
-0.0014568,1.037,0.0070908,-4.7143e-23,3.192,12.266,0
-0.001492,1.0372,0.0065532,-9.5561e-23,3.4307,12.266,0
-0.0014909,1.0375,0.0059935,1.168e-22,3.6782,12.266,0
-0.0014544,1.0377,0.0054116,2.5971e-22,3.935,12.266,0
-0.0013801,1.0378,0.0048074,4.8711e-23,4.2013,12.266,0
-0.0012656,1.038,0.0041811,-3.2506e-22,4.4776,12.266,0
-0.0011091,1.038,0.0035332,-2.5895e-22,4.7641,12.266,0
-0.00090943,1.0381,0.0028644,-4.5821e-23,5.0613,12.266,0
-0.00066596,1.0381,0.0021763,-1.3842e-24,5.3695,12.266,0
-0.00037816,1.0381,0.0014712,-3.9872e-23,5.6893,12.266,0
-4.5812e-05,1.0379,0.00075244,-3.8774e-22,6.021,12.266,0
0.00033091,1.0378,2.4923e-05,-9.8778e-23,6.365,12.266,0
0.00075147,1.0375,-0.00070459,1.3799e-22,6.7218,12.266,0
0.0012151,1.0372,-0.0014269,-2.9688e-22,7.0919,12.266,0
0.0017209,1.0367,-0.0021302,-2.1217e-22,7.4758,12.266,0
0.0022672,1.0362,-0.0027995,1.9231e-22,7.874,12.266,0
0.0028521,1.0356,-0.0034165,-2.7229e-23,8.287,12.266,0
0.0034732,1.0348,-0.0039599,-1.7013e-23,8.7154,12.266,0
0.0041275,1.034,-0.0044055,2.0244e-22,9.1598,12.266,0
0.0048112,1.0331,-0.0047273,1.6123e-22,9.6207,12.266,0
0.005519,1.0322,-0.0048992,1.1764e-23,10.099,12.266,0
0.0062447,1.0312,-0.0048974,-2.4891e-22,10.595,12.266,0
0.00698,1.0303,-0.004703,-1.266e-22,11.109,12.266,0
0.007715,1.0294,-0.0043061,-3.4606e-23,11.643,12.266,0
0.0084378,1.0286,-0.0037096,-1.0163e-22,12.196,12.266,0
0.0091347,1.0279,-0.0029336,2.0799e-22,12.77,12.266,0
0.0097906,1.0275,-0.0020184,3.8647e-22,13.365,12.266,0
0.010389,1.0274,-0.0010263,3.4131e-23,13.983,12.266,0
0.010915,1.0275,-3.9795e-05,6.7026e-23,14.623,12.266,0
0.011355,1.0279,0.00084543,1.9017e-22,15.288,12.266,0
0.0117,1.0284,0.0015329,5.8944e-23,15.977,12.266,0
0.011941,1.0291,0.0019462,2.6474e-22,16.692,12.266,0
0.012083,1.0298,0.0020542,3.1337e-22,17.433,12.266,0
0.012133,1.0303,0.0018945,-6.8893e-23,18.202,12.266,0
0.012105,1.0305,0.0015855,-8.7899e-23,19,12.266,0
0.012007,1.0303,0.0013171,4.9605e-23,19.827,12.266,0
0.01184,1.0298,0.0013155,-7.5345e-23,20.685,12.266,0
0.011584,1.029,0.0017902,2.765e-22,21.575,12.266,0
0.011201,1.0284,0.0028733,1.941e-22,22.499,12.266,0
0.010628,1.0282,0.0045612,-8.0584e-23,23.457,12.266,0
0.0097894,1.0288,0.0066703,2.1626e-22,24.45,12.266,0
0.0086032,1.0304,0.0088253,-6.2085e-23,25.48,12.266,0
0.0070067,1.033,0.010489,-1.6823e-22,26.549,12.266,0
0.0049436,1.0363,0.011224,2.9039e-22,27.658,12.266,0
0.0026862,1.0398,0.010324,5.1131e-22,28.807,12.266,0
0,1.0418,0.0093121,4.9962e-22,30,12.266,0
0.0010921,1.0333,0.0077241,6.4005e-22,2.3201,13.161,0
0.0012949,1.033,0.0080711,1.8728e-21,2.1213,13.161,0
0.00095824,1.0336,0.0073562,-3.9242e-22,2.5263,13.161,0
0.00082757,1.0338,0.0069731,-6.8578e-23,2.7401,13.161,0
0.00070443,1.0341,0.0065729,-3.1533e-22,2.962,13.161,0
0.00060396,1.0344,0.0061549,-2.4216e-22,3.192,13.161,0
0.00053204,1.0346,0.0057192,-3.8229e-23,3.4307,13.161,0
0.00048825,1.0348,0.0052658,1.0387e-22,3.6782,13.161,0
0.00047261,1.035,0.0047947,-2.0287e-23,3.935,13.161,0
0.00048713,1.0352,0.0043062,-1.2215e-22,4.2013,13.161,0
0.00053429,1.0353,0.0038006,-2.1157e-23,4.4776,13.161,0
0.000616,1.0354,0.0032786,1.3015e-22,4.7641,13.161,0
0.00073363,1.0355,0.0027413,1.91e-22,5.0613,13.161,0
0.00088835,1.0355,0.0021902,1.0015e-22,5.3695,13.161,0
