"T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
301.55,1.032,-0.012114,0,0,2.5,0.3,0
310.08,1.2687,-0.015974,0,0,2.5,0.2,0
320.4,1.3627,-0.0063704,0,0,2.5,0.05,0
320.4,1.3627,0.0063695,0,0,2.5,-0.05,0
310.08,1.2687,0.015974,0,0,2.5,-0.2,0
301.55,1.032,0.012114,0,0,2.5,-0.3,0
301.55,1.032,-0.012114,0,0,2.5,0.3,0.1
310.08,1.2687,-0.015974,0,0,2.5,0.2,0.1
320.4,1.3627,-0.0063704,0,0,2.5,0.05,0.1
320.4,1.3627,0.0063695,0,0,2.5,-0.05,0.1
310.08,1.2687,0.015974,0,0,2.5,-0.2,0.1
301.55,1.032,0.012114,0,0,2.5,-0.3,0.1
296.83,0.32289,0.0020423,0,0,2.5,-0.45,0
296.95,0.42173,0.0029724,0,0,2.5,-0.43333,0
297.14,0.51582,0.0039824,0,0,2.5,-0.41667,0
297.41,0.60504,0.0050638,0,0,2.5,-0.4,0
297.79,0.68926,0.006205,0,0,2.5,-0.38333,0
298.27,0.76838,0.0073901,0,0,2.5,-0.36667,0
298.89,0.8423,0.008599,0,0,2.5,-0.35,0
299.64,0.91093,0.0098077,0,0,2.5,-0.33333,0
300.52,0.97419,0.010989,0,0,2.5,-0.31667,0
302.72,1.0845,0.013151,0,0,2.5,-0.28333,0
304.02,1.1315,0.014069,0,0,2.5,-0.26667,0
305.43,1.1733,0.014837,0,0,2.5,-0.25,0
306.93,1.21,0.015427,0,0,2.5,-0.23333,0
308.49,1.2416,0.015813,0,0,2.5,-0.21667,0
311.64,1.2913,0.015891,0,0,2.5,-0.18333,0
313.16,1.3099,0.015552,0,0,2.5,-0.16667,0
314.58,1.3249,0.014953,0,0,2.5,-0.15,0
315.9,1.3367,0.014094,0,0,2.5,-0.13333,0
317.08,1.3457,0.012981,0,0,2.5,-0.11667,0
318.13,1.3524,0.01163,0,0,2.5,-0.1,0
319.03,1.3572,0.010059,0,0,2.5,-0.083333,0
319.79,1.3605,0.008295,0,0,2.5,-0.066667,0
320.84,1.3641,0.0043183,0,0,2.5,-0.033333,0
321.11,1.3648,0.0021811,0,0,2.5,-0.016667,0
321.21,1.365,-4.5e-07,0,0,2.5,-1.3287e-13,0
321.11,1.3648,-0.002182,0,0,2.5,0.016667,0
320.84,1.3641,-0.0043192,0,0,2.5,0.033333,0
319.79,1.3605,-0.0082958,0,0,2.5,0.066667,0
319.03,1.3572,-0.01006,0,0,2.5,0.083333,0
318.13,1.3524,-0.01163,0,0,2.5,0.1,0
317.08,1.3457,-0.012982,0,0,2.5,0.11667,0
315.9,1.3367,-0.014095,0,0,2.5,0.13333,0
314.58,1.3249,-0.014954,0,0,2.5,0.15,0
313.16,1.3099,-0.015553,0,0,2.5,0.16667,0
311.64,1.2913,-0.015891,0,0,2.5,0.18333,0
308.49,1.2416,-0.015814,0,0,2.5,0.21667,0
306.93,1.21,-0.015428,0,0,2.5,0.23333,0
305.43,1.1733,-0.014838,0,0,2.5,0.25,0
304.02,1.1315,-0.014069,0,0,2.5,0.26667,0
302.72,1.0845,-0.013151,0,0,2.5,0.28333,0
300.52,0.97419,-0.010989,0,0,2.5,0.31667,0
299.64,0.91093,-0.009808,0,0,2.5,0.33333,0
298.89,0.8423,-0.0085992,0,0,2.5,0.35,0
298.28,0.76838,-0.0073903,0,0,2.5,0.36667,0
297.79,0.68926,-0.0062052,0,0,2.5,0.38333,0
297.41,0.60503,-0.005064,0,0,2.5,0.4,0
297.14,0.51582,-0.0039826,0,0,2.5,0.41667,0
296.95,0.42173,-0.0029725,0,0,2.5,0.43333,0
296.83,0.32289,-0.0020423,0,0,2.5,0.45,0
320.06,0.97431,-0.27048,0,0.33457,0.12,0.3,0
318.42,1.0374,-0.26658,0,0.37788,0.14,0.3,0
316.98,1.0937,-0.26139,0,0.40913,0.16,0.3,0
315.7,1.1436,-0.25539,0,0.4308,0.18,0.3,0
314.56,1.1875,-0.24889,0,0.44513,0.2,0.3,0
313.55,1.2259,-0.24208,0,0.4539,0.22,0.3,0
312.63,1.259,-0.23509,0,0.45854,0.24,0.3,0
311.8,1.2875,-0.228,0,0.46016,0.26,0.3,0
311.05,1.3116,-0.22089,0,0.45962,0.28,0.3,0
310.37,1.3318,-0.21379,0,0.45754,0.3,0.3,0
309.75,1.3485,-0.20675,0,0.45441,0.32,0.3,0
309.17,1.3622,-0.1998,0,0.45055,0.34,0.3,0
308.65,1.373,-0.19298,0,0.44622,0.36,0.3,0
308.17,1.3815,-0.18628,0,0.44158,0.38,0.3,0
307.72,1.3878,-0.17975,0,0.43676,0.4,0.3,0
307.31,1.3921,-0.17337,0,0.43183,0.42,0.3,0
306.93,1.3949,-0.16717,0,0.42686,0.44,0.3,0
306.58,1.3961,-0.16115,0,0.42187,0.46,0.3,0
306.25,1.3962,-0.15531,0,0.41689,0.48,0.3,0
305.94,1.3951,-0.14965,0,0.41192,0.5,0.3,0
305.66,1.3931,-0.14417,0,0.40698,0.52,0.3,0
305.39,1.3903,-0.13887,0,0.40206,0.54,0.3,0
305.15,1.3868,-0.13375,0,0.39717,0.56,0.3,0
304.92,1.3827,-0.12881,0,0.3923,0.58,0.3,0
304.7,1.3781,-0.12404,0,0.38746,0.6,0.3,0
304.5,1.3731,-0.11944,0,0.38263,0.62,0.3,0
304.31,1.3677,-0.115,0,0.37783,0.64,0.3,0
304.13,1.3621,-0.11073,0,0.37304,0.66,0.3,0
303.97,1.3562,-0.10661,0,0.36827,0.68,0.3,0
303.81,1.3502,-0.10265,0,0.36352,0.7,0.3,0
303.67,1.344,-0.098835,0,0.35878,0.72,0.3,0
303.53,1.3377,-0.095166,0,0.35406,0.74,0.3,0
303.4,1.3314,-0.091638,0,0.34935,0.76,0.3,0
303.28,1.325,-0.088246,0,0.34466,0.78,0.3,0
303.17,1.3185,-0.084987,0,0.33998,0.8,0.3,0
303.06,1.3121,-0.081856,0,0.33532,0.82,0.3,0
302.96,1.3057,-0.078849,0,0.33067,0.84,0.3,0
302.87,1.2994,-0.075963,0,0.32604,0.86,0.3,0
302.78,1.2931,-0.073194,0,0.32143,0.88,0.3,0
302.69,1.2869,-0.070538,0,0.31683,0.9,0.3,0
302.62,1.2807,-0.06799,0,0.31225,0.92,0.3,0
302.54,1.2746,-0.065548,0,0.30769,0.94,0.3,0
302.47,1.2686,-0.063207,0,0.30314,0.96,0.3,0
302.41,1.2628,-0.060964,0,0.29861,0.98,0.3,0
302.35,1.257,-0.058816,0,0.2941,1,0.3,0
302.29,1.2513,-0.056759,0,0.28961,1.02,0.3,0
302.24,1.2457,-0.054789,0,0.28513,1.04,0.3,0
302.19,1.2402,-0.052905,0,0.28068,1.06,0.3,0
302.14,1.2348,-0.051101,0,0.27624,1.08,0.3,0
302.09,1.2295,-0.049376,0,0.27182,1.1,0.3,0
302.05,1.2244,-0.047726,0,0.26742,1.12,0.3,0
302.01,1.2193,-0.046149,0,0.26303,1.14,0.3,0
301.97,1.2144,-0.044641,0,0.25867,1.16,0.3,0
301.94,1.2095,-0.043199,0,0.25432,1.18,0.3,0
301.91,1.2048,-0.041822,0,0.24999,1.2,0.3,0
301.88,1.2002,-0.040506,0,0.24568,1.22,0.3,0
301.85,1.1957,-0.039249,0,0.24139,1.24,0.3,0
301.82,1.1912,-0.038048,0,0.23711,1.26,0.3,0
301.79,1.1869,-0.036901,0,0.23286,1.28,0.3,0
301.77,1.1827,-0.035806,0,0.22862,1.3,0.3,0
301.75,1.1785,-0.034761,0,0.22439,1.32,0.3,0
301.73,1.1745,-0.033763,0,0.22019,1.34,0.3,0
301.71,1.1705,-0.03281,0,0.216,1.36,0.3,0
301.69,1.1667,-0.031901,0,0.21183,1.38,0.3,0
301.67,1.1629,-0.031033,0,0.20767,1.4,0.3,0
301.66,1.1592,-0.030204,0,0.20353,1.42,0.3,0
301.64,1.1556,-0.029413,0,0.19941,1.44,0.3,0
301.63,1.152,-0.028658,0,0.1953,1.46,0.3,0
301.61,1.1485,-0.027937,0,0.19121,1.48,0.3,0
301.6,1.1451,-0.027249,0,0.18713,1.5,0.3,0
301.59,1.1418,-0.026591,0,0.18307,1.52,0.3,0
301.58,1.1385,-0.025963,0,0.17903,1.54,0.3,0
301.57,1.1353,-0.025363,0,0.175,1.56,0.3,0
301.56,1.1322,-0.02479,0,0.17098,1.58,0.3,0
301.55,1.1291,-0.024242,0,0.16698,1.6,0.3,0
301.55,1.1261,-0.023718,0,0.16299,1.62,0.3,0
301.54,1.1231,-0.023216,0,0.15901,1.64,0.3,0
301.53,1.1202,-0.022736,0,0.15505,1.66,0.3,0
301.53,1.1173,-0.022276,0,0.15111,1.68,0.3,0
301.52,1.1145,-0.021835,0,0.14717,1.7,0.3,0
301.52,1.1118,-0.021413,0,0.14325,1.72,0.3,0
301.51,1.1091,-0.021008,0,0.13934,1.74,0.3,0
301.51,1.1064,-0.020619,0,0.13545,1.76,0.3,0
301.51,1.1038,-0.020245,0,0.13157,1.78,0.3,0
301.5,1.1012,-0.019885,0,0.1277,1.8,0.3,0
301.5,1.0986,-0.01954,0,0.12384,1.82,0.3,0
301.5,1.0961,-0.019207,0,0.12,1.84,0.3,0
301.5,1.0937,-0.018886,0,0.11616,1.86,0.3,0
301.49,1.0913,-0.018576,0,0.11234,1.88,0.3,0
301.49,1.0889,-0.018277,0,0.10854,1.9,0.3,0
301.49,1.0865,-0.017988,0,0.10474,1.92,0.3,0
301.49,1.0842,-0.017709,0,0.10096,1.94,0.3,0
301.49,1.0819,-0.017438,0,0.097185,1.96,0.3,0
301.49,1.0796,-0.017176,0,0.093424,1.98,0.3,0
301.49,1.0774,-0.016921,0,0.089675,2,0.3,0
301.49,1.0752,-0.016674,0,0.085938,2.02,0.3,0
301.49,1.0731,-0.016433,0,0.082212,2.04,0.3,0
301.49,1.0709,-0.016199,0,0.078497,2.06,0.3,0
301.49,1.0688,-0.01597,0,0.074793,2.08,0.3,0
301.49,1.0668,-0.015747,0,0.0711,2.1,0.3,0
301.5,1.0647,-0.015529,0,0.067419,2.12,0.3,0
301.5,1.0627,-0.015315,0,0.063748,2.14,0.3,0
301.5,1.0607,-0.015106,0,0.060088,2.16,0.3,0
301.5,1.0587,-0.0149,0,0.056438,2.18,0.3,0
301.5,1.0568,-0.014699,0,0.052798,2.2,0.3,0
301.51,1.0549,-0.0145,0,0.049167,2.22,0.3,0
301.51,1.053,-0.014305,0,0.045546,2.24,0.3,0
301.51,1.0511,-0.014113,0,0.041934,2.26,0.3,0
301.51,1.0493,-0.013924,0,0.038329,2.28,0.3,0
301.52,1.0475,-0.013738,0,0.034731,2.3,0.3,0
301.52,1.0457,-0.013555,0,0.031138,2.32,0.3,0
301.52,1.044,-0.013375,0,0.027548,2.34,0.3,0
301.53,1.0423,-0.013198,0,0.023958,2.36,0.3,0
301.53,1.0406,-0.013025,0,0.020369,2.38,0.3,0
301.54,1.039,-0.012855,0,0.016762,2.4,0.3,0
301.54,1.0375,-0.012689,0,0.013173,2.42,0.3,0
301.54,1.0359,-0.012524,0,0.0094849,2.44,0.3,0
301.55,1.0345,-0.012366,0,0.0059789,2.46,0.3,0
301.55,1.033,-0.012203,0,0.0018195,2.48,0.3,0
327.31,0.58718,0.12859,0,0.35377,0.12,0.2,0
326.52,0.61681,0.10295,0,0.39256,0.14,0.2,0
325.91,0.64583,0.078153,0,0.42027,0.16,0.2,0
325.46,0.67438,0.054966,0,0.43931,0.18,0.2,0
325.12,0.70246,0.033726,0,0.45173,0.2,0.2,0
324.87,0.73008,0.014537,0,0.45918,0.22,0.2,0
324.67,0.75723,-0.0026074,0,0.46293,0.24,0.2,0
324.49,0.78389,-0.017796,0,0.46405,0.26,0.2,0
324.31,0.80999,-0.031145,0,0.46344,0.28,0.2,0
324.12,0.83541,-0.042774,0,0.46167,0.3,0.2,0
323.92,0.86006,-0.052822,0,0.45906,0.32,0.2,0
323.7,0.88387,-0.061433,0,0.45585,0.34,0.2,0
323.46,0.90678,-0.068749,0,0.45223,0.36,0.2,0
323.21,0.92876,-0.074906,0,0.44831,0.38,0.2,0
322.95,0.9498,-0.080029,0,0.44419,0.4,0.2,0
322.68,0.96988,-0.084236,0,0.43992,0.42,0.2,0
322.39,0.98902,-0.087632,0,0.43555,0.44,0.2,0
322.1,1.0072,-0.090314,0,0.4311,0.46,0.2,0
321.81,1.0245,-0.092367,0,0.42659,0.48,0.2,0
321.51,1.0409,-0.093869,0,0.42203,0.5,0.2,0
321.21,1.0564,-0.094887,0,0.41743,0.52,0.2,0
320.9,1.071,-0.095483,0,0.4128,0.54,0.2,0
320.6,1.0848,-0.095712,0,0.40813,0.56,0.2,0
320.3,1.0978,-0.09562,0,0.40343,0.58,0.2,0
320.01,1.1101,-0.095249,0,0.39871,0.6,0.2,0
319.72,1.1216,-0.094639,0,0.39396,0.62,0.2,0
319.43,1.1324,-0.093821,0,0.38918,0.64,0.2,0
319.15,1.1425,-0.092825,0,0.38439,0.66,0.2,0
318.87,1.1521,-0.091679,0,0.37958,0.68,0.2,0
318.6,1.161,-0.090404,0,0.37475,0.7,0.2,0
318.34,1.1693,-0.089022,0,0.36991,0.72,0.2,0
318.08,1.1771,-0.08755,0,0.36506,0.74,0.2,0
317.83,1.1844,-0.086006,0,0.36021,0.76,0.2,0
317.59,1.1912,-0.084404,0,0.35535,0.78,0.2,0
317.35,1.1975,-0.082757,0,0.35048,0.8,0.2,0
317.12,1.2035,-0.081076,0,0.34562,0.82,0.2,0
316.9,1.209,-0.07937,0,0.34076,0.84,0.2,0
316.68,1.2141,-0.077651,0,0.33591,0.86,0.2,0
316.47,1.2189,-0.075924,0,0.33106,0.88,0.2,0
316.27,1.2233,-0.074198,0,0.32622,0.9,0.2,0
316.07,1.2274,-0.072478,0,0.32139,0.92,0.2,0
315.88,1.2312,-0.07077,0,0.31658,0.94,0.2,0
315.69,1.2348,-0.069078,0,0.31178,0.96,0.2,0
315.52,1.2381,-0.067407,0,0.30699,0.98,0.2,0
315.34,1.2411,-0.065759,0,0.30222,1,0.2,0
315.18,1.2439,-0.064139,0,0.29747,1.02,0.2,0
315.01,1.2465,-0.062549,0,0.29274,1.04,0.2,0
314.86,1.2489,-0.06099,0,0.28803,1.06,0.2,0
314.71,1.2511,-0.059465,0,0.28334,1.08,0.2,0
314.56,1.2532,-0.057975,0,0.27867,1.1,0.2,0
314.42,1.2551,-0.056521,0,0.27403,1.12,0.2,0
314.28,1.2568,-0.055104,0,0.2694,1.14,0.2,0
314.15,1.2584,-0.053725,0,0.2648,1.16,0.2,0
314.02,1.2599,-0.052385,0,0.26023,1.18,0.2,0
313.9,1.2612,-0.051083,0,0.25567,1.2,0.2,0
313.78,1.2625,-0.049819,0,0.25114,1.22,0.2,0
313.66,1.2636,-0.048594,0,0.24664,1.24,0.2,0
313.55,1.2646,-0.047407,0,0.24215,1.26,0.2,0
313.44,1.2656,-0.046259,0,0.2377,1.28,0.2,0
313.33,1.2664,-0.045148,0,0.23326,1.3,0.2,0
313.23,1.2672,-0.044074,0,0.22885,1.32,0.2,0
313.13,1.2679,-0.043037,0,0.22446,1.34,0.2,0
313.03,1.2686,-0.042035,0,0.2201,1.36,0.2,0
312.94,1.2692,-0.041069,0,0.21576,1.38,0.2,0
312.84,1.2697,-0.040137,0,0.21144,1.4,0.2,0
312.76,1.2702,-0.039239,0,0.20715,1.42,0.2,0
312.67,1.2706,-0.038373,0,0.20287,1.44,0.2,0
312.59,1.271,-0.037539,0,0.19862,1.46,0.2,0
312.5,1.2713,-0.036736,0,0.19439,1.48,0.2,0
312.42,1.2716,-0.035962,0,0.19018,1.5,0.2,0
312.35,1.2719,-0.035218,0,0.186,1.52,0.2,0
312.27,1.2721,-0.034501,0,0.18183,1.54,0.2,0
312.2,1.2723,-0.033812,0,0.17768,1.56,0.2,0
312.13,1.2725,-0.033148,0,0.17355,1.58,0.2,0
312.06,1.2727,-0.03251,0,0.16945,1.6,0.2,0
311.99,1.2728,-0.031895,0,0.16536,1.62,0.2,0
311.92,1.2729,-0.031303,0,0.16129,1.64,0.2,0
311.86,1.273,-0.030734,0,0.15724,1.66,0.2,0
311.79,1.273,-0.030185,0,0.1532,1.68,0.2,0
311.73,1.2731,-0.029657,0,0.14919,1.7,0.2,0
311.67,1.2731,-0.029147,0,0.14519,1.72,0.2,0
311.61,1.2731,-0.028656,0,0.14121,1.74,0.2,0
311.56,1.2731,-0.028183,0,0.13724,1.76,0.2,0
311.5,1.2731,-0.027726,0,0.13329,1.78,0.2,0
311.44,1.273,-0.027284,0,0.12936,1.8,0.2,0
311.39,1.273,-0.026858,0,0.12545,1.82,0.2,0
311.34,1.2729,-0.026445,0,0.12155,1.84,0.2,0
311.28,1.2728,-0.026046,0,0.11766,1.86,0.2,0
311.23,1.2728,-0.02566,0,0.11379,1.88,0.2,0
311.18,1.2727,-0.025285,0,0.10993,1.9,0.2,0
311.14,1.2726,-0.024921,0,0.10609,1.92,0.2,0
311.09,1.2725,-0.024568,0,0.10227,1.94,0.2,0
311.04,1.2724,-0.024225,0,0.098455,1.96,0.2,0
310.99,1.2723,-0.023891,0,0.094657,1.98,0.2,0
310.95,1.2721,-0.023565,0,0.090873,2,0.2,0
310.9,1.272,-0.023248,0,0.087103,2.02,0.2,0
310.86,1.2719,-0.022937,0,0.083346,2.04,0.2,0
310.82,1.2717,-0.022634,0,0.079603,2.06,0.2,0
310.78,1.2716,-0.022336,0,0.075872,2.08,0.2,0
310.74,1.2714,-0.022044,0,0.072155,2.1,0.2,0
310.69,1.2713,-0.021757,0,0.068451,2.12,0.2,0
310.66,1.2711,-0.021474,0,0.06476,2.14,0.2,0
310.62,1.271,-0.021195,0,0.061081,2.16,0.2,0
310.58,1.2708,-0.020918,0,0.057415,2.18,0.2,0
310.54,1.2707,-0.020643,0,0.05376,2.2,0.2,0
310.5,1.2705,-0.02037,0,0.050118,2.22,0.2,0
310.47,1.2703,-0.020097,0,0.046487,2.24,0.2,0
310.43,1.2702,-0.019823,0,0.042867,2.26,0.2,0
310.4,1.27,-0.019547,0,0.039258,2.28,0.2,0
310.36,1.2698,-0.019268,0,0.035658,2.3,0.2,0
310.33,1.2697,-0.018985,0,0.032068,2.32,0.2,0
310.3,1.2695,-0.018694,0,0.028486,2.34,0.2,0
310.26,1.2694,-0.018394,0,0.024911,2.36,0.2,0
310.23,1.2692,-0.018083,0,0.021342,2.38,0.2,0
310.2,1.2691,-0.017757,0,0.017778,2.4,0.2,0
310.17,1.269,-0.017414,0,0.014215,2.42,0.2,0
310.14,1.2689,-0.017043,0,0.010654,2.44,0.2,0
310.11,1.2688,-0.016666,0,0.0070922,2.46,0.2,0
310.09,1.2687,-0.01623,0,0.0035152,2.48,0.2,0
328.52,0.58181,-0.12901,0,0.32622,0.12,0.05,0
327.63,0.60441,-0.11603,0,0.36097,0.14,0.05,0
326.89,0.62456,-0.10382,0,0.38735,0.16,0.05,0
326.28,0.64276,-0.092714,0,0.40699,0.18,0.05,0
325.77,0.65929,-0.082786,0,0.42141,0.2,0.05,0
325.34,0.67443,-0.074019,0,0.43172,0.22,0.05,0
324.98,0.68837,-0.066336,0,0.43884,0.24,0.05,0
324.67,0.70129,-0.059639,0,0.44349,0.26,0.05,0
324.4,0.71335,-0.053824,0,0.4462,0.28,0.05,0
324.16,0.72469,-0.048793,0,0.44742,0.3,0.05,0
323.96,0.73541,-0.044453,0,0.44747,0.32,0.05,0
323.78,0.74563,-0.040725,0,0.44662,0.34,0.05,0
323.61,0.75543,-0.037534,0,0.44506,0.36,0.05,0
323.47,0.7649,-0.034816,0,0.44294,0.38,0.05,0
323.34,0.7741,-0.032513,0,0.4404,0.4,0.05,0
323.22,0.78311,-0.030572,0,0.4375,0.42,0.05,0
323.11,0.79196,-0.028945,0,0.43433,0.44,0.05,0
323.01,0.8007,-0.02759,0,0.43093,0.46,0.05,0
322.92,0.80938,-0.026467,0,0.42735,0.48,0.05,0
322.84,0.81801,-0.025543,0,0.4236,0.5,0.05,0
322.76,0.82661,-0.024785,0,0.41972,0.52,0.05,0
322.69,0.83521,-0.024167,0,0.41573,0.54,0.05,0
322.62,0.84381,-0.023664,0,0.41163,0.56,0.05,0
322.56,0.85243,-0.023255,0,0.40744,0.58,0.05,0
322.5,0.86105,-0.022922,0,0.40317,0.6,0.05,0
322.45,0.86969,-0.022648,0,0.39882,0.62,0.05,0
322.39,0.87835,-0.02242,0,0.3944,0.64,0.05,0
322.35,0.887,-0.022226,0,0.38993,0.66,0.05,0
322.3,0.89566,-0.022057,0,0.3854,0.68,0.05,0
322.26,0.90432,-0.021905,0,0.38082,0.7,0.05,0
322.22,0.91295,-0.021762,0,0.37619,0.72,0.05,0
322.18,0.92157,-0.021624,0,0.37152,0.74,0.05,0
322.15,0.93016,-0.021487,0,0.36681,0.76,0.05,0
322.11,0.93871,-0.021347,0,0.36208,0.78,0.05,0
322.08,0.94722,-0.021201,0,0.35731,0.8,0.05,0
322.05,0.95567,-0.021048,0,0.35252,0.82,0.05,0
322.03,0.96406,-0.020886,0,0.34771,0.84,0.05,0
322,0.97238,-0.020715,0,0.34289,0.86,0.05,0
321.98,0.98062,-0.020534,0,0.33805,0.88,0.05,0
321.95,0.98879,-0.020343,0,0.3332,0.9,0.05,0
321.93,0.99686,-0.020142,0,0.32834,0.92,0.05,0
321.91,1.0048,-0.019932,0,0.32348,0.94,0.05,0
321.89,1.0127,-0.019713,0,0.31862,0.96,0.05,0
321.87,1.0205,-0.019485,0,0.31377,0.98,0.05,0
321.85,1.0282,-0.019251,0,0.30892,1,0.05,0
321.83,1.0358,-0.019009,0,0.30407,1.02,0.05,0
321.81,1.0432,-0.018762,0,0.29924,1.04,0.05,0
321.79,1.0506,-0.018509,0,0.29441,1.06,0.05,0
321.77,1.0578,-0.018253,0,0.2896,1.08,0.05,0
321.75,1.065,-0.017993,0,0.28481,1.1,0.05,0
321.74,1.072,-0.01773,0,0.28003,1.12,0.05,0
321.72,1.0789,-0.017466,0,0.27527,1.14,0.05,0
321.7,1.0857,-0.0172,0,0.27054,1.16,0.05,0
321.68,1.0923,-0.016934,0,0.26582,1.18,0.05,0
321.67,1.0989,-0.016669,0,0.26112,1.2,0.05,0
321.65,1.1053,-0.016405,0,0.25644,1.22,0.05,0
321.63,1.1116,-0.016142,0,0.25179,1.24,0.05,0
321.62,1.1179,-0.015881,0,0.24716,1.26,0.05,0
321.6,1.124,-0.015623,0,0.24256,1.28,0.05,0
321.58,1.13,-0.015368,0,0.23798,1.3,0.05,0
321.57,1.1358,-0.015116,0,0.23343,1.32,0.05,0
321.55,1.1416,-0.014868,0,0.2289,1.34,0.05,0
321.53,1.1473,-0.014624,0,0.22439,1.36,0.05,0
321.51,1.1529,-0.014384,0,0.21991,1.38,0.05,0
321.49,1.1584,-0.014149,0,0.21546,1.4,0.05,0
321.48,1.1638,-0.013919,0,0.21103,1.42,0.05,0
321.46,1.1691,-0.013694,0,0.20663,1.44,0.05,0
321.44,1.1743,-0.013474,0,0.20225,1.46,0.05,0
321.42,1.1794,-0.013259,0,0.1979,1.48,0.05,0
321.41,1.1844,-0.013049,0,0.19357,1.5,0.05,0
321.39,1.1894,-0.012845,0,0.18927,1.52,0.05,0
321.37,1.1942,-0.012646,0,0.18499,1.54,0.05,0
321.35,1.199,-0.012452,0,0.18073,1.56,0.05,0
321.33,1.2037,-0.012263,0,0.1765,1.58,0.05,0
321.31,1.2084,-0.01208,0,0.17229,1.6,0.05,0
321.29,1.2129,-0.011902,0,0.1681,1.62,0.05,0
321.28,1.2174,-0.011728,0,0.16394,1.64,0.05,0
321.26,1.2219,-0.01156,0,0.15979,1.66,0.05,0
321.24,1.2262,-0.011397,0,0.15567,1.68,0.05,0
321.22,1.2305,-0.011238,0,0.15157,1.7,0.05,0
321.2,1.2347,-0.011083,0,0.14749,1.72,0.05,0
321.18,1.2389,-0.010933,0,0.14343,1.74,0.05,0
321.16,1.243,-0.010788,0,0.13939,1.76,0.05,0
321.14,1.2471,-0.010646,0,0.13537,1.78,0.05,0
321.12,1.2511,-0.010508,0,0.13137,1.8,0.05,0
321.1,1.255,-0.010374,0,0.12739,1.82,0.05,0
321.08,1.2589,-0.010244,0,0.12343,1.84,0.05,0
321.06,1.2628,-0.010117,0,0.11949,1.86,0.05,0
321.04,1.2666,-0.0099927,0,0.11556,1.88,0.05,0
321.02,1.2703,-0.0098718,0,0.11165,1.9,0.05,0
321,1.274,-0.0097538,0,0.10776,1.92,0.05,0
320.98,1.2776,-0.0096385,0,0.10389,1.94,0.05,0
320.96,1.2813,-0.0095257,0,0.10003,1.96,0.05,0
320.94,1.2848,-0.0094153,0,0.096194,1.98,0.05,0
320.91,1.2883,-0.0093069,0,0.092371,2,0.05,0
320.89,1.2918,-0.0092006,0,0.088564,2.02,0.05,0
320.87,1.2953,-0.009096,0,0.084774,2.04,0.05,0
320.85,1.2987,-0.0089931,0,0.081,2.06,0.05,0
320.83,1.302,-0.0088915,0,0.077242,2.08,0.05,0
320.81,1.3054,-0.0087911,0,0.073501,2.1,0.05,0
320.79,1.3086,-0.0086916,0,0.069776,2.12,0.05,0
320.77,1.3119,-0.0085928,0,0.066066,2.14,0.05,0
320.75,1.3151,-0.0084944,0,0.062374,2.16,0.05,0
320.73,1.3182,-0.0083962,0,0.058698,2.18,0.05,0
320.7,1.3214,-0.0082977,0,0.055039,2.2,0.05,0
320.68,1.3245,-0.0081986,0,0.051398,2.22,0.05,0
320.66,1.3275,-0.0080984,0,0.047775,2.24,0.05,0
320.64,1.3305,-0.0079967,0,0.044171,2.26,0.05,0
320.62,1.3335,-0.0078928,0,0.040586,2.28,0.05,0
320.6,1.3365,-0.007786,0,0.037022,2.3,0.05,0
320.58,1.3393,-0.0076755,0,0.033481,2.32,0.05,0
320.55,1.3422,-0.0075604,0,0.029964,2.34,0.05,0
320.53,1.345,-0.0074393,0,0.026476,2.36,0.05,0
320.51,1.3478,-0.0073112,0,0.023009,2.38,0.05,0
320.49,1.3505,-0.0071738,0,0.019597,2.4,0.05,0
320.47,1.3531,-0.0070269,0,0.016161,2.42,0.05,0
320.45,1.3558,-0.0068642,0,0.012935,2.44,0.05,0
320.43,1.3582,-0.0066961,0,0.0093125,2.46,0.05,0
320.4,1.361,-0.0064928,0,0.0070518,2.48,0.05,0
328.52,0.58181,0.12901,0,0.32622,0.12,-0.05,0
327.63,0.60441,0.11603,0,0.36097,0.14,-0.05,0
326.89,0.62456,0.10382,0,0.38735,0.16,-0.05,0
326.28,0.64276,0.092714,0,0.40699,0.18,-0.05,0
325.77,0.65929,0.082786,0,0.42141,0.2,-0.05,0
325.34,0.67443,0.074019,0,0.43172,0.22,-0.05,0
324.98,0.68837,0.066336,0,0.43884,0.24,-0.05,0
324.67,0.70129,0.059639,0,0.44349,0.26,-0.05,0
324.4,0.71335,0.053824,0,0.4462,0.28,-0.05,0
324.16,0.72469,0.048793,0,0.44742,0.3,-0.05,0
323.96,0.73541,0.044453,0,0.44747,0.32,-0.05,0
323.78,0.74563,0.040725,0,0.44662,0.34,-0.05,0
323.61,0.75543,0.037534,0,0.44506,0.36,-0.05,0
323.47,0.7649,0.034816,0,0.44294,0.38,-0.05,0
323.34,0.7741,0.032513,0,0.4404,0.4,-0.05,0
323.22,0.78311,0.030572,0,0.4375,0.42,-0.05,0
323.11,0.79196,0.028945,0,0.43433,0.44,-0.05,0
323.01,0.8007,0.02759,0,0.43093,0.46,-0.05,0
322.92,0.80938,0.026467,0,0.42735,0.48,-0.05,0
322.84,0.81801,0.025543,0,0.4236,0.5,-0.05,0
322.76,0.82661,0.024785,0,0.41972,0.52,-0.05,0
322.69,0.83521,0.024167,0,0.41573,0.54,-0.05,0
