"T","U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
298.26,1.2167,-0.06433,0,0.33867,0.78,0.35,0
298.23,1.205,-0.061586,0,0.33423,0.8,0.35,0
298.21,1.1938,-0.058983,0,0.3298,0.82,0.35,0
298.18,1.1829,-0.056511,0,0.32537,0.84,0.35,0
298.16,1.1723,-0.054163,0,0.32095,0.86,0.35,0
298.15,1.1621,-0.051934,0,0.31654,0.88,0.35,0
298.13,1.1523,-0.049815,0,0.31214,0.9,0.35,0
298.11,1.1428,-0.047802,0,0.30775,0.92,0.35,0
298.1,1.1336,-0.045889,0,0.30337,0.94,0.35,0
298.09,1.1247,-0.04407,0,0.299,0.96,0.35,0
298.08,1.1161,-0.042341,0,0.29464,0.98,0.35,0
298.07,1.1078,-0.040698,0,0.2903,1,0.35,0
298.07,1.0997,-0.039135,0,0.28597,1.02,0.35,0
298.06,1.092,-0.037649,0,0.28165,1.04,0.35,0
298.06,1.0845,-0.036237,0,0.27734,1.06,0.35,0
298.05,1.0772,-0.034893,0,0.27304,1.08,0.35,0
298.05,1.0702,-0.033616,0,0.26876,1.1,0.35,0
298.05,1.0634,-0.032402,0,0.26449,1.12,0.35,0
298.05,1.0568,-0.031247,0,0.26023,1.14,0.35,0
298.05,1.0504,-0.030149,0,0.25599,1.16,0.35,0
298.06,1.0442,-0.029105,0,0.25176,1.18,0.35,0
298.06,1.0382,-0.028112,0,0.24754,1.2,0.35,0
298.06,1.0324,-0.027168,0,0.24334,1.22,0.35,0
298.07,1.0268,-0.02627,0,0.23915,1.24,0.35,0
298.07,1.0214,-0.025416,0,0.23497,1.26,0.35,0
298.08,1.0161,-0.024604,0,0.23081,1.28,0.35,0
298.09,1.0109,-0.023832,0,0.22666,1.3,0.35,0
298.09,1.0059,-0.023098,0,0.22252,1.32,0.35,0
298.1,1.0011,-0.0224,0,0.2184,1.34,0.35,0
298.11,0.99638,-0.021736,0,0.21429,1.36,0.35,0
298.12,0.9918,-0.021104,0,0.21019,1.38,0.35,0
298.13,0.98734,-0.020503,0,0.2061,1.4,0.35,0
298.13,0.983,-0.019931,0,0.20203,1.42,0.35,0
298.14,0.97878,-0.019387,0,0.19797,1.44,0.35,0
298.15,0.97466,-0.018869,0,0.19393,1.46,0.35,0
298.17,0.97064,-0.018375,0,0.18989,1.48,0.35,0
298.18,0.96673,-0.017906,0,0.18587,1.5,0.35,0
298.19,0.96291,-0.017459,0,0.18186,1.52,0.35,0
298.2,0.95918,-0.017032,0,0.17786,1.54,0.35,0
298.21,0.95554,-0.016626,0,0.17388,1.56,0.35,0
298.22,0.95198,-0.016239,0,0.16991,1.58,0.35,0
298.24,0.94851,-0.015869,0,0.16595,1.6,0.35,0
298.25,0.9451,-0.015516,0,0.162,1.62,0.35,0
298.26,0.94177,-0.015179,0,0.15806,1.64,0.35,0
298.27,0.93851,-0.014858,0,0.15414,1.66,0.35,0
298.29,0.93532,-0.01455,0,0.15022,1.68,0.35,0
298.3,0.93219,-0.014255,0,0.14632,1.7,0.35,0
298.31,0.92913,-0.013974,0,0.14243,1.72,0.35,0
298.33,0.92612,-0.013704,0,0.13855,1.74,0.35,0
298.34,0.92317,-0.013445,0,0.13469,1.76,0.35,0
298.35,0.92027,-0.013197,0,0.13083,1.78,0.35,0
298.37,0.91743,-0.012959,0,0.12699,1.8,0.35,0
298.38,0.91463,-0.012729,0,0.12315,1.82,0.35,0
298.4,0.91189,-0.012509,0,0.11933,1.84,0.35,0
298.41,0.90919,-0.012297,0,0.11552,1.86,0.35,0
298.42,0.90654,-0.012093,0,0.11172,1.88,0.35,0
298.44,0.90393,-0.011896,0,0.10793,1.9,0.35,0
298.45,0.90136,-0.011705,0,0.10415,1.92,0.35,0
298.47,0.89883,-0.011521,0,0.10038,1.94,0.35,0
298.48,0.89634,-0.011343,0,0.096627,1.96,0.35,0
298.5,0.89389,-0.011171,0,0.092881,1.98,0.35,0
298.51,0.89148,-0.011004,0,0.089147,2,0.35,0
298.53,0.88911,-0.010842,0,0.085422,2.02,0.35,0
298.54,0.88676,-0.010685,0,0.081709,2.04,0.35,0
298.56,0.88446,-0.010532,0,0.078006,2.06,0.35,0
298.57,0.88218,-0.010383,0,0.074314,2.08,0.35,0
298.59,0.87994,-0.010238,0,0.070633,2.1,0.35,0
298.6,0.87773,-0.010097,0,0.066962,2.12,0.35,0
298.62,0.87556,-0.009959,0,0.063301,2.14,0.35,0
298.63,0.87341,-0.0098245,0,0.059651,2.16,0.35,0
298.65,0.87129,-0.0096932,0,0.056011,2.18,0.35,0
298.67,0.86921,-0.0095652,0,0.052381,2.2,0.35,0
298.68,0.86715,-0.0094404,0,0.048761,2.22,0.35,0
298.7,0.86512,-0.0093193,0,0.04515,2.24,0.35,0
298.71,0.86312,-0.009202,0,0.041549,2.26,0.35,0
298.73,0.86116,-0.0090893,0,0.037957,2.28,0.35,0
298.74,0.85922,-0.0089819,0,0.034373,2.3,0.35,0
298.76,0.85731,-0.0088812,0,0.030796,2.32,0.35,0
298.77,0.85543,-0.0087888,0,0.027226,2.34,0.35,0
298.79,0.85359,-0.0087067,0,0.023657,2.36,0.35,0
298.81,0.85179,-0.0086378,0,0.020094,2.38,0.35,0
298.82,0.85002,-0.0085848,0,0.016515,2.4,0.35,0
298.84,0.84831,-0.0085509,0,0.01296,2.42,0.35,0
298.85,0.84662,-0.0085386,0,0.0093009,2.44,0.35,0
298.87,0.84508,-0.0085467,0,0.0058351,2.46,0.35,0
298.88,0.84335,-0.0085772,0,0.0016819,2.48,0.35,0
301.12,1.9023,-0.30704,0,0.36265,0.12,0.36667,0
300.71,1.868,-0.29858,0,0.38477,0.14,0.36667,0
300.33,1.8349,-0.28745,0,0.40184,0.16,0.36667,0
299.99,1.8029,-0.27466,0,0.41434,0.18,0.36667,0
299.68,1.7717,-0.26098,0,0.423,0.2,0.36667,0
299.41,1.7411,-0.24698,0,0.42853,0.22,0.36667,0
299.17,1.7111,-0.23306,0,0.43161,0.24,0.36667,0
298.95,1.6815,-0.2195,0,0.4328,0.26,0.36667,0
298.76,1.6525,-0.20648,0,0.43258,0.28,0.36667,0
298.58,1.624,-0.19411,0,0.4313,0.3,0.36667,0
298.43,1.5961,-0.18245,0,0.42924,0.32,0.36667,0
298.29,1.5687,-0.17153,0,0.42661,0.34,0.36667,0
298.16,1.542,-0.16134,0,0.42356,0.36,0.36667,0
298.05,1.5159,-0.15185,0,0.42022,0.38,0.36667,0
297.95,1.4906,-0.14304,0,0.41665,0.4,0.36667,0
297.86,1.4659,-0.13486,0,0.41291,0.42,0.36667,0
297.78,1.442,-0.12728,0,0.40905,0.44,0.36667,0
297.71,1.4188,-0.12024,0,0.40509,0.46,0.36667,0
297.64,1.3963,-0.1137,0,0.40105,0.48,0.36667,0
297.58,1.3746,-0.10762,0,0.39696,0.5,0.36667,0
297.53,1.3537,-0.10196,0,0.39281,0.52,0.36667,0
297.48,1.3335,-0.096687,0,0.38863,0.54,0.36667,0
297.43,1.314,-0.091766,0,0.38441,0.56,0.36667,0
297.39,1.2952,-0.087166,0,0.38016,0.58,0.36667,0
297.36,1.2771,-0.08286,0,0.37588,0.6,0.36667,0
297.32,1.2597,-0.078824,0,0.37159,0.62,0.36667,0
297.29,1.2429,-0.075035,0,0.36728,0.64,0.36667,0
297.27,1.2268,-0.071474,0,0.36295,0.66,0.36667,0
297.24,1.2113,-0.068123,0,0.35861,0.68,0.36667,0
297.22,1.1963,-0.064965,0,0.35427,0.7,0.36667,0
297.2,1.182,-0.061988,0,0.34992,0.72,0.36667,0
297.19,1.1681,-0.059177,0,0.34556,0.74,0.36667,0
297.17,1.1548,-0.056522,0,0.34121,0.76,0.36667,0
297.16,1.142,-0.054012,0,0.33685,0.78,0.36667,0
297.15,1.1297,-0.051638,0,0.33249,0.8,0.36667,0
297.14,1.1179,-0.04939,0,0.32813,0.82,0.36667,0
297.14,1.1065,-0.047261,0,0.32378,0.84,0.36667,0
297.13,1.0955,-0.045245,0,0.31943,0.86,0.36667,0
297.13,1.0849,-0.043333,0,0.31509,0.88,0.36667,0
297.13,1.0748,-0.041521,0,0.31076,0.9,0.36667,0
297.12,1.065,-0.039802,0,0.30643,0.92,0.36667,0
297.12,1.0555,-0.038172,0,0.30211,0.94,0.36667,0
297.12,1.0465,-0.036625,0,0.2978,0.96,0.36667,0
297.13,1.0377,-0.035157,0,0.29349,0.98,0.36667,0
297.13,1.0293,-0.033764,0,0.2892,1,0.36667,0
297.13,1.0211,-0.032441,0,0.28492,1.02,0.36667,0
297.14,1.0133,-0.031186,0,0.28064,1.04,0.36667,0
297.14,1.0057,-0.029994,0,0.27638,1.06,0.36667,0
297.15,0.99841,-0.028862,0,0.27213,1.08,0.36667,0
297.16,0.99136,-0.027787,0,0.26788,1.1,0.36667,0
297.17,0.98456,-0.026767,0,0.26365,1.12,0.36667,0
297.17,0.97798,-0.025797,0,0.25943,1.14,0.36667,0
297.18,0.97162,-0.024877,0,0.25523,1.16,0.36667,0
297.19,0.96548,-0.024003,0,0.25103,1.18,0.36667,0
297.2,0.95954,-0.023173,0,0.24684,1.2,0.36667,0
297.21,0.95378,-0.022384,0,0.24267,1.22,0.36667,0
297.23,0.94822,-0.021635,0,0.23851,1.24,0.36667,0
297.24,0.94282,-0.020923,0,0.23436,1.26,0.36667,0
297.25,0.9376,-0.020248,0,0.23022,1.28,0.36667,0
297.26,0.93253,-0.019605,0,0.2261,1.3,0.36667,0
297.27,0.92762,-0.018995,0,0.22199,1.32,0.36667,0
297.29,0.92285,-0.018415,0,0.21788,1.34,0.36667,0
297.3,0.91822,-0.017864,0,0.2138,1.36,0.36667,0
297.32,0.91373,-0.017341,0,0.20972,1.38,0.36667,0
297.33,0.90936,-0.016843,0,0.20565,1.4,0.36667,0
297.34,0.90511,-0.01637,0,0.2016,1.42,0.36667,0
297.36,0.90097,-0.015919,0,0.19756,1.44,0.36667,0
297.37,0.89695,-0.015491,0,0.19353,1.46,0.36667,0
297.39,0.89303,-0.015084,0,0.18951,1.48,0.36667,0
297.4,0.88921,-0.014697,0,0.1855,1.5,0.36667,0
297.42,0.88548,-0.014328,0,0.18151,1.52,0.36667,0
297.44,0.88185,-0.013976,0,0.17752,1.54,0.36667,0
297.45,0.8783,-0.013642,0,0.17355,1.56,0.36667,0
297.47,0.87484,-0.013323,0,0.16959,1.58,0.36667,0
297.48,0.87145,-0.013018,0,0.16564,1.6,0.36667,0
297.5,0.86814,-0.012728,0,0.1617,1.62,0.36667,0
297.52,0.8649,-0.012451,0,0.15778,1.64,0.36667,0
297.53,0.86174,-0.012187,0,0.15386,1.66,0.36667,0
297.55,0.85863,-0.011934,0,0.14996,1.68,0.36667,0
297.57,0.8556,-0.011692,0,0.14606,1.7,0.36667,0
297.58,0.85262,-0.011461,0,0.14218,1.72,0.36667,0
297.6,0.8497,-0.01124,0,0.13831,1.74,0.36667,0
297.62,0.84684,-0.011027,0,0.13445,1.76,0.36667,0
297.64,0.84403,-0.010824,0,0.1306,1.78,0.36667,0
297.65,0.84127,-0.010628,0,0.12677,1.8,0.36667,0
297.67,0.83856,-0.01044,0,0.12294,1.82,0.36667,0
297.69,0.8359,-0.01026,0,0.11912,1.84,0.36667,0
297.71,0.83329,-0.010086,0,0.11532,1.86,0.36667,0
297.72,0.83072,-0.0099186,0,0.11152,1.88,0.36667,0
297.74,0.82819,-0.0097572,0,0.10774,1.9,0.36667,0
297.76,0.8257,-0.0096014,0,0.10396,1.92,0.36667,0
297.78,0.82326,-0.0094508,0,0.1002,1.94,0.36667,0
297.8,0.82085,-0.0093053,0,0.09645,1.96,0.36667,0
297.81,0.81848,-0.0091643,0,0.092709,1.98,0.36667,0
297.83,0.81615,-0.0090278,0,0.088978,2,0.36667,0
297.85,0.81385,-0.0088954,0,0.085258,2.02,0.36667,0
297.87,0.81158,-0.0087668,0,0.081548,2.04,0.36667,0
297.89,0.80935,-0.0086419,0,0.077849,2.06,0.36667,0
297.9,0.80715,-0.0085204,0,0.07416,2.08,0.36667,0
297.92,0.80498,-0.0084021,0,0.070482,2.1,0.36667,0
297.94,0.80285,-0.0082869,0,0.066814,2.12,0.36667,0
297.96,0.80074,-0.0081747,0,0.063157,2.14,0.36667,0
297.98,0.79866,-0.0080653,0,0.05951,2.16,0.36667,0
298,0.79662,-0.0079589,0,0.055873,2.18,0.36667,0
298.01,0.7946,-0.0078553,0,0.052246,2.2,0.36667,0
298.03,0.79261,-0.0077549,0,0.04863,2.22,0.36667,0
298.05,0.79065,-0.0076578,0,0.045023,2.24,0.36667,0
298.07,0.78871,-0.0075646,0,0.041426,2.26,0.36667,0
298.09,0.78681,-0.007476,0,0.037839,2.28,0.36667,0
298.11,0.78493,-0.0073932,0,0.03426,2.3,0.36667,0
298.12,0.78308,-0.0073176,0,0.03069,2.32,0.36667,0
298.14,0.78125,-0.0072513,0,0.027127,2.34,0.36667,0
298.16,0.77946,-0.0071972,0,0.023569,2.36,0.36667,0
298.18,0.7777,-0.0071588,0,0.020018,2.38,0.36667,0
298.2,0.77597,-0.0071406,0,0.016454,2.4,0.36667,0
298.21,0.7743,-0.0071466,0,0.012917,2.42,0.36667,0
298.23,0.77264,-0.0071819,0,0.0092798,2.44,0.36667,0
298.25,0.77112,-0.0072428,0,0.005832,2.46,0.36667,0
298.27,0.76941,-0.0073341,0,0.0017211,2.48,0.36667,0
298.19,1.9576,-0.27145,0,0.37541,0.12,0.38333,0
297.99,1.9103,-0.26407,0,0.39022,0.14,0.38333,0
297.8,1.8643,-0.25402,0,0.40203,0.16,0.38333,0
297.62,1.8197,-0.24225,0,0.41091,0.18,0.38333,0
297.47,1.7765,-0.22952,0,0.4172,0.2,0.38333,0
297.33,1.7348,-0.21642,0,0.42129,0.22,0.38333,0
297.21,1.6944,-0.20335,0,0.42361,0.24,0.38333,0
297.09,1.6554,-0.19063,0,0.42452,0.26,0.38333,0
297,1.6177,-0.17843,0,0.42433,0.28,0.38333,0
296.91,1.5815,-0.16689,0,0.4233,0.3,0.38333,0
296.83,1.5466,-0.15607,0,0.42161,0.32,0.38333,0
296.76,1.5131,-0.14599,0,0.41943,0.34,0.38333,0
296.7,1.4808,-0.13665,0,0.41687,0.36,0.38333,0
296.65,1.45,-0.12801,0,0.41399,0.38,0.38333,0
296.6,1.4203,-0.12005,0,0.41089,0.4,0.38333,0
296.56,1.392,-0.11271,0,0.40758,0.42,0.38333,0
296.52,1.3648,-0.10596,0,0.40412,0.44,0.38333,0
296.48,1.3388,-0.09973,0,0.40053,0.46,0.38333,0
296.46,1.314,-0.09399,0,0.39683,0.48,0.38333,0
296.43,1.2902,-0.088689,0,0.39304,0.5,0.38333,0
296.41,1.2675,-0.083786,0,0.38917,0.52,0.38333,0
296.39,1.2457,-0.079245,0,0.38523,0.54,0.38333,0
296.37,1.2249,-0.07503,0,0.38123,0.56,0.38333,0
296.36,1.2051,-0.071111,0,0.37718,0.58,0.38333,0
296.34,1.1861,-0.06746,0,0.37309,0.6,0.38333,0
296.33,1.1679,-0.064052,0,0.36896,0.62,0.38333,0
296.33,1.1505,-0.060867,0,0.3648,0.64,0.38333,0
296.32,1.1339,-0.057884,0,0.36061,0.66,0.38333,0
296.32,1.118,-0.055086,0,0.3564,0.68,0.38333,0
296.31,1.1027,-0.052459,0,0.35217,0.7,0.38333,0
296.31,1.0881,-0.049989,0,0.34793,0.72,0.38333,0
296.31,1.0742,-0.047663,0,0.34368,0.74,0.38333,0
296.31,1.0608,-0.045471,0,0.33941,0.76,0.38333,0
296.31,1.048,-0.043404,0,0.33514,0.78,0.38333,0
296.32,1.0357,-0.041452,0,0.33087,0.8,0.38333,0
296.32,1.0239,-0.039609,0,0.32659,0.82,0.38333,0
296.32,1.0126,-0.037866,0,0.32231,0.84,0.38333,0
296.33,1.0017,-0.036218,0,0.31803,0.86,0.38333,0
296.34,0.99132,-0.034658,0,0.31375,0.88,0.38333,0
296.35,0.98132,-0.033181,0,0.30948,0.9,0.38333,0
296.35,0.97172,-0.031783,0,0.30521,0.92,0.38333,0
296.36,0.9625,-0.030459,0,0.30095,0.94,0.38333,0
296.37,0.95364,-0.029204,0,0.29669,0.96,0.38333,0
296.38,0.94512,-0.028015,0,0.29243,0.98,0.38333,0
296.39,0.93693,-0.026887,0,0.28819,1,0.38333,0
296.41,0.92904,-0.025819,0,0.28395,1.02,0.38333,0
296.42,0.92146,-0.024805,0,0.27972,1.04,0.38333,0
296.43,0.91415,-0.023844,0,0.2755,1.06,0.38333,0
296.44,0.90711,-0.022932,0,0.27128,1.08,0.38333,0
296.46,0.90033,-0.022068,0,0.26708,1.1,0.38333,0
296.47,0.89379,-0.021248,0,0.26288,1.12,0.38333,0
296.49,0.88748,-0.02047,0,0.2587,1.14,0.38333,0
296.5,0.88139,-0.019731,0,0.25452,1.16,0.38333,0
296.52,0.87552,-0.019031,0,0.25036,1.18,0.38333,0
296.53,0.86984,-0.018366,0,0.2462,1.2,0.38333,0
296.55,0.86435,-0.017735,0,0.24206,1.22,0.38333,0
296.56,0.85904,-0.017137,0,0.23792,1.24,0.38333,0
296.58,0.85391,-0.016569,0,0.2338,1.26,0.38333,0
296.6,0.84894,-0.016029,0,0.22968,1.28,0.38333,0
296.61,0.84413,-0.015517,0,0.22558,1.3,0.38333,0
296.63,0.83947,-0.015031,0,0.22149,1.32,0.38333,0
296.65,0.83495,-0.01457,0,0.21741,1.34,0.38333,0
296.67,0.83056,-0.014131,0,0.21334,1.36,0.38333,0
296.68,0.8263,-0.013715,0,0.20928,1.38,0.38333,0
296.7,0.82217,-0.01332,0,0.20523,1.4,0.38333,0
296.72,0.81815,-0.012944,0,0.20119,1.42,0.38333,0
296.74,0.81424,-0.012587,0,0.19717,1.44,0.38333,0
296.76,0.81044,-0.012247,0,0.19315,1.46,0.38333,0
296.78,0.80673,-0.011924,0,0.18915,1.48,0.38333,0
296.79,0.80313,-0.011617,0,0.18515,1.5,0.38333,0
296.81,0.79961,-0.011325,0,0.18117,1.52,0.38333,0
296.83,0.79619,-0.011047,0,0.1772,1.54,0.38333,0
296.85,0.79284,-0.010783,0,0.17324,1.56,0.38333,0
296.87,0.78958,-0.01053,0,0.16929,1.58,0.38333,0
296.89,0.78639,-0.01029,0,0.16535,1.6,0.38333,0
296.91,0.78328,-0.010061,0,0.16142,1.62,0.38333,0
296.93,0.78023,-0.0098419,0,0.15751,1.64,0.38333,0
296.95,0.77725,-0.0096331,0,0.1536,1.66,0.38333,0
296.97,0.77433,-0.0094336,0,0.1497,1.68,0.38333,0
296.99,0.77147,-0.0092429,0,0.14582,1.7,0.38333,0
297.01,0.76867,-0.0090604,0,0.14194,1.72,0.38333,0
297.03,0.76593,-0.0088858,0,0.13808,1.74,0.38333,0
297.05,0.76323,-0.0087184,0,0.13423,1.76,0.38333,0
297.07,0.76059,-0.0085579,0,0.13038,1.78,0.38333,0
297.09,0.758,-0.0084038,0,0.12655,1.8,0.38333,0
297.11,0.75546,-0.0082558,0,0.12273,1.82,0.38333,0
297.13,0.75296,-0.0081135,0,0.11892,1.84,0.38333,0
297.15,0.7505,-0.0079766,0,0.11512,1.86,0.38333,0
297.17,0.74808,-0.0078448,0,0.11133,1.88,0.38333,0
297.19,0.74571,-0.0077176,0,0.10755,1.9,0.38333,0
297.21,0.74337,-0.0075949,0,0.10378,1.92,0.38333,0
297.23,0.74108,-0.0074764,0,0.10002,1.94,0.38333,0
297.25,0.73881,-0.0073618,0,0.096275,1.96,0.38333,0
297.27,0.73659,-0.0072509,0,0.092538,1.98,0.38333,0
297.29,0.7344,-0.0071435,0,0.088811,2,0.38333,0
297.31,0.73224,-0.0070393,0,0.085094,2.02,0.38333,0
297.33,0.73011,-0.0069382,0,0.081388,2.04,0.38333,0
297.35,0.72801,-0.0068401,0,0.077692,2.06,0.38333,0
297.37,0.72595,-0.0067446,0,0.074007,2.08,0.38333,0
297.39,0.72391,-0.0066518,0,0.070332,2.1,0.38333,0
297.41,0.7219,-0.0065615,0,0.066667,2.12,0.38333,0
297.43,0.71993,-0.0064736,0,0.063012,2.14,0.38333,0
297.45,0.71797,-0.0063882,0,0.059368,2.16,0.38333,0
297.47,0.71605,-0.0063051,0,0.055735,2.18,0.38333,0
297.5,0.71415,-0.0062246,0,0.052111,2.2,0.38333,0
297.52,0.71228,-0.0061469,0,0.048498,2.22,0.38333,0
297.54,0.71044,-0.0060722,0,0.044895,2.24,0.38333,0
297.56,0.70862,-0.0060012,0,0.041302,2.26,0.38333,0
297.58,0.70682,-0.0059346,0,0.037719,2.28,0.38333,0
297.6,0.70505,-0.0058738,0,0.034146,2.3,0.38333,0
297.62,0.7033,-0.0058203,0,0.030582,2.32,0.38333,0
297.64,0.70158,-0.0057769,0,0.027028,2.34,0.38333,0
297.66,0.69989,-0.0057467,0,0.023479,2.36,0.38333,0
297.68,0.69822,-0.0057342,0,0.019941,2.38,0.38333,0
297.7,0.69657,-0.0057453,0,0.016394,2.4,0.38333,0
297.72,0.69497,-0.0057857,0,0.012876,2.42,0.38333,0
297.74,0.69338,-0.0058628,0,0.0092672,2.44,0.38333,0
297.76,0.69192,-0.0059714,0,0.0058402,2.46,0.38333,0
297.78,0.69026,-0.0061181,0,0.0017887,2.48,0.38333,0
296.28,1.9167,-0.22746,0,0.38624,0.12,0.4,0
296.19,1.8614,-0.22091,0,0.39446,0.14,0.4,0
296.11,1.8072,-0.21197,0,0.40146,0.16,0.4,0
296.04,1.7547,-0.20149,0,0.40699,0.18,0.4,0
295.97,1.7039,-0.19016,0,0.41108,0.2,0.4,0
295.91,1.6551,-0.17849,0,0.41386,0.22,0.4,0
295.86,1.6083,-0.1669,0,0.4155,0.24,0.4,0
295.82,1.5636,-0.15564,0,0.41619,0.26,0.4,0
295.78,1.5209,-0.14492,0,0.41609,0.28,0.4,0
295.74,1.4803,-0.13483,0,0.41535,0.3,0.4,0
295.71,1.4417,-0.12543,0,0.41408,0.32,0.4,0
295.69,1.405,-0.11674,0,0.41237,0.34,0.4,0
295.67,1.3702,-0.10875,0,0.41029,0.36,0.4,0
295.65,1.3371,-0.10142,0,0.40792,0.38,0.4,0
295.64,1.3058,-0.094714,0,0.40528,0.4,0.4,0
295.62,1.2761,-0.088585,0,0.40242,0.42,0.4,0
295.61,1.248,-0.082984,0,0.39936,0.44,0.4,0
295.61,1.2213,-0.07786,0,0.39615,0.46,0.4,0
295.6,1.1959,-0.073168,0,0.39278,0.48,0.4,0
295.6,1.1719,-0.068863,0,0.38929,0.5,0.4,0
295.6,1.1491,-0.064905,0,0.38569,0.52,0.4,0
295.6,1.1274,-0.061259,0,0.382,0.54,0.4,0
295.6,1.1068,-0.057892,0,0.37822,0.56,0.4,0
295.6,1.0872,-0.054775,0,0.37437,0.58,0.4,0
295.6,1.0686,-0.051884,0,0.37046,0.6,0.4,0
295.61,1.0509,-0.049195,0,0.36649,0.62,0.4,0
295.62,1.034,-0.04669,0,0.36248,0.64,0.4,0
295.62,1.0179,-0.044351,0,0.35842,0.66,0.4,0
295.63,1.0026,-0.042163,0,0.35434,0.68,0.4,0
295.64,0.98793,-0.040112,0,0.35022,0.7,0.4,0
295.65,0.97397,-0.038189,0,0.34608,0.72,0.4,0
295.66,0.96064,-0.036381,0,0.34192,0.74,0.4,0
295.67,0.94791,-0.03468,0,0.33775,0.76,0.4,0
295.68,0.93574,-0.033079,0,0.33356,0.78,0.4,0
295.69,0.92411,-0.031569,0,0.32937,0.8,0.4,0
295.7,0.91298,-0.030145,0,0.32516,0.82,0.4,0
295.72,0.90234,-0.0288,0,0.32095,0.84,0.4,0
295.73,0.89214,-0.027529,0,0.31674,0.86,0.4,0
295.75,0.88238,-0.026328,0,0.31252,0.88,0.4,0
295.76,0.87303,-0.025193,0,0.30831,0.9,0.4,0
295.78,0.86406,-0.024119,0,0.30409,0.92,0.4,0
295.79,0.85546,-0.023102,0,0.29988,0.94,0.4,0
295.81,0.84722,-0.02214,0,0.29567,0.96,0.4,0
295.82,0.8393,-0.021228,0,0.29146,0.98,0.4,0
295.84,0.83169,-0.020365,0,0.28726,1,0.4,0
295.86,0.82439,-0.019548,0,0.28306,1.02,0.4,0
295.87,0.81737,-0.018773,0,0.27887,1.04,0.4,0
295.89,0.81062,-0.018039,0,0.27469,1.06,0.4,0
295.91,0.80412,-0.017344,0,0.27051,1.08,0.4,0
295.93,0.79787,-0.016685,0,0.26634,1.1,0.4,0
295.95,0.79184,-0.01606,0,0.26218,1.12,0.4,0
295.96,0.78604,-0.015468,0,0.25802,1.14,0.4,0
295.98,0.78045,-0.014906,0,0.25388,1.16,0.4,0
296,0.77505,-0.014374,0,0.24974,1.18,0.4,0
296.02,0.76984,-0.013869,0,0.24561,1.2,0.4,0
296.04,0.76481,-0.01339,0,0.24149,1.22,0.4,0
296.06,0.75995,-0.012936,0,0.23738,1.24,0.4,0
296.08,0.75526,-0.012505,0,0.23328,1.26,0.4,0
296.1,0.75071,-0.012096,0,0.22918,1.28,0.4,0
296.12,0.74631,-0.011709,0,0.2251,1.3,0.4,0
296.14,0.74205,-0.011341,0,0.22103,1.32,0.4,0
296.16,0.73793,-0.010992,0,0.21697,1.34,0.4,0
296.18,0.73392,-0.01066,0,0.21291,1.36,0.4,0
296.2,0.73004,-0.010346,0,0.20887,1.38,0.4,0
296.22,0.72627,-0.010047,0,0.20484,1.4,0.4,0
296.25,0.72261,-0.0097636,0,0.20081,1.42,0.4,0
296.27,0.71905,-0.0094942,0,0.1968,1.44,0.4,0
296.29,0.71558,-0.0092382,0,0.1928,1.46,0.4,0
296.31,0.71221,-0.0089949,0,0.18881,1.48,0.4,0
296.33,0.70893,-0.0087636,0,0.18483,1.5,0.4,0
296.35,0.70573,-0.0085435,0,0.18085,1.52,0.4,0
296.37,0.70262,-0.0083342,0,0.17689,1.54,0.4,0
296.39,0.69958,-0.0081349,0,0.17294,1.56,0.4,0
296.42,0.69661,-0.0079452,0,0.169,1.58,0.4,0
296.44,0.69371,-0.0077643,0,0.16507,1.6,0.4,0
296.46,0.69087,-0.0075919,0,0.16115,1.62,0.4,0
296.48,0.6881,-0.0074275,0,0.15724,1.64,0.4,0
296.5,0.68539,-0.0072705,0,0.15335,1.66,0.4,0
296.52,0.68274,-0.0071206,0,0.14946,1.68,0.4,0
296.55,0.68014,-0.0069773,0,0.14558,1.7,0.4,0
296.57,0.6776,-0.0068403,0,0.14171,1.72,0.4,0
296.59,0.6751,-0.0067091,0,0.13785,1.74,0.4,0
296.61,0.67266,-0.0065833,0,0.13401,1.76,0.4,0
296.63,0.67026,-0.0064628,0,0.13017,1.78,0.4,0
296.66,0.6679,-0.0063472,0,0.12634,1.8,0.4,0
296.68,0.66559,-0.0062361,0,0.12253,1.82,0.4,0
296.7,0.66331,-0.0061293,0,0.11872,1.84,0.4,0
296.72,0.66108,-0.0060265,0,0.11492,1.86,0.4,0
296.74,0.65889,-0.0059275,0,0.11114,1.88,0.4,0
296.77,0.65673,-0.0058321,0,0.10736,1.9,0.4,0
296.79,0.6546,-0.00574,0,0.1036,1.92,0.4,0
296.81,0.65251,-0.0056511,0,0.099845,1.94,0.4,0
296.83,0.65046,-0.0055651,0,0.096101,1.96,0.4,0
296.86,0.64843,-0.005482,0,0.092367,1.98,0.4,0
296.88,0.64644,-0.0054014,0,0.088644,2,0.4,0
296.9,0.64448,-0.0053233,0,0.08493,2.02,0.4,0
296.92,0.64254,-0.0052475,0,0.081227,2.04,0.4,0
296.94,0.64064,-0.005174,0,0.077535,2.06,0.4,0
296.97,0.63876,-0.0051025,0,0.073852,2.08,0.4,0
296.99,0.63691,-0.0050331,0,0.07018,2.1,0.4,0
297.01,0.63508,-0.0049656,0,0.066518,2.12,0.4,0
297.03,0.63328,-0.0049,0,0.062867,2.14,0.4,0
