"T","U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
293.54,1.1179,-0.35629,0,0.084271,0.009326,9.207,-1.06,-0.1,0
293.73,1.1852,-0.38407,0,0.070721,0.0093533,9.085,-1.04,-0.1,0
294.46,1.3007,-0.38499,0,0.059094,0.0081583,8.895,-1.02,-0.1,0
293.5,1.4582,0.0013238,0,0.41667,0.0020238,9.1111,-2.48,-0.083333,0
293.5,1.4586,0.0014094,0,0.41667,0.0019561,9.1065,-2.46,-0.083333,0
293.5,1.4588,0.0013733,0,0.41667,0.001949,9.1029,-2.44,-0.083333,0
293.5,1.459,0.0012266,0,0.41667,0.0019474,9.0992,-2.42,-0.083333,0
293.5,1.459,0.0010052,0,0.41667,0.0019517,9.0956,-2.4,-0.083333,0
293.5,1.459,0.00073391,0,0.41667,0.0019605,9.0922,-2.38,-0.083333,0
293.5,1.4589,0.00043287,0,0.41667,0.0019728,9.0889,-2.36,-0.083333,0
293.5,1.4587,0.00011735,0,0.41667,0.001988,9.0857,-2.34,-0.083333,0
293.5,1.4584,-0.00020073,0,0.41667,0.0020053,9.0826,-2.32,-0.083333,0
293.5,1.4581,-0.00051214,0,0.41667,0.002024,9.0797,-2.3,-0.083333,0
293.5,1.4576,-0.00081023,0,0.41667,0.0020436,9.0768,-2.28,-0.083333,0
293.5,1.4571,-0.0010906,0,0.41667,0.0020637,9.074,-2.26,-0.083333,0
293.5,1.4565,-0.0013506,0,0.41667,0.0020838,9.0713,-2.24,-0.083333,0
293.5,1.4559,-0.0015891,0,0.41667,0.0021037,9.0687,-2.22,-0.083333,0
293.5,1.4552,-0.0018058,0,0.41667,0.002123,9.0661,-2.2,-0.083333,0
293.5,1.4545,-0.0020017,0,0.41667,0.0021415,9.0636,-2.18,-0.083333,0
293.5,1.4537,-0.0021782,0,0.41667,0.002159,9.0611,-2.16,-0.083333,0
293.5,1.4529,-0.0023373,0,0.41667,0.0021755,9.0587,-2.14,-0.083333,0
293.5,1.4521,-0.0024815,0,0.41667,0.0021907,9.0562,-2.12,-0.083333,0
293.5,1.4513,-0.0026134,0,0.41667,0.0022047,9.0538,-2.1,-0.083333,0
293.5,1.4504,-0.0027362,0,0.41667,0.0022173,9.0515,-2.08,-0.083333,0
293.5,1.4496,-0.002853,0,0.41667,0.0022285,9.0491,-2.06,-0.083333,0
293.5,1.4487,-0.002967,0,0.41667,0.0022384,9.0468,-2.04,-0.083333,0
293.5,1.4478,-0.003082,0,0.41667,0.0022468,9.0445,-2.02,-0.083333,0
293.5,1.4469,-0.0032014,0,0.41667,0.0022537,9.0421,-2,-0.083333,0
293.5,1.446,-0.0033291,0,0.41667,0.0022592,9.0399,-1.98,-0.083333,0
293.5,1.4451,-0.0034692,0,0.41667,0.0022633,9.0376,-1.96,-0.083333,0
293.5,1.4441,-0.003626,0,0.41667,0.0022658,9.0354,-1.94,-0.083333,0
293.5,1.4432,-0.0038039,0,0.41667,0.0022668,9.0332,-1.92,-0.083333,0
293.5,1.4422,-0.004008,0,0.41667,0.0022663,9.031,-1.9,-0.083333,0
293.5,1.4411,-0.0042435,0,0.41667,0.0022641,9.0289,-1.88,-0.083333,0
293.5,1.4401,-0.0045165,0,0.41667,0.0022603,9.0269,-1.86,-0.083333,0
293.5,1.439,-0.0048334,0,0.41667,0.0022547,9.025,-1.84,-0.083333,0
293.5,1.4378,-0.0052013,0,0.41667,0.0022473,9.0232,-1.82,-0.083333,0
293.5,1.4365,-0.0056282,0,0.41667,0.0022381,9.0214,-1.8,-0.083333,0
293.5,1.4352,-0.0061232,0,0.41667,0.0022268,9.0198,-1.78,-0.083333,0
293.5,1.4338,-0.0066961,0,0.41667,0.0022135,9.0184,-1.76,-0.083333,0
293.5,1.4322,-0.0073582,0,0.41667,0.002198,9.0172,-1.74,-0.083333,0
293.5,1.4306,-0.008122,0,0.41667,0.0021802,9.0161,-1.72,-0.083333,0
293.5,1.4287,-0.0090014,0,0.41667,0.0021602,9.0153,-1.7,-0.083333,0
293.5,1.4267,-0.010012,0,0.41667,0.0021381,9.0148,-1.68,-0.083333,0
293.5,1.4245,-0.011171,0,0.41667,0.0021138,9.0147,-1.66,-0.083333,0
293.5,1.422,-0.012498,0,0.41667,0.0020877,9.0149,-1.64,-0.083333,0
293.5,1.4192,-0.014013,0,0.41667,0.0020604,9.0155,-1.62,-0.083333,0
293.5,1.4161,-0.015738,0,0.41667,0.0020326,9.0166,-1.6,-0.083333,0
293.5,1.4126,-0.0177,0,0.41667,0.0020054,9.0183,-1.58,-0.083333,0
293.5,1.4088,-0.019922,0,0.41667,0.0019808,9.0206,-1.56,-0.083333,0
293.5,1.4044,-0.022433,0,0.41667,0.0019612,9.0236,-1.54,-0.083333,0
293.5,1.3994,-0.02526,0,0.41667,0.0019497,9.0274,-1.52,-0.083333,0
293.5,1.3939,-0.02843,0,0.41667,0.0019507,9.0321,-1.5,-0.083333,0
293.5,1.3876,-0.031974,0,0.41667,0.0019688,9.0377,-1.48,-0.083333,0
293.5,1.3805,-0.035918,0,0.41667,0.0020096,9.0444,-1.46,-0.083333,0
293.5,1.3726,-0.040293,0,0.41667,0.0020782,9.0524,-1.44,-0.083333,0
293.5,1.3636,-0.045129,0,0.41325,0.002179,9.0616,-1.42,-0.083333,0
293.5,1.3535,-0.050461,0,0.40108,0.0023156,9.0721,-1.4,-0.083333,0
293.5,1.3422,-0.05633,0,0.38237,0.0024897,9.0842,-1.38,-0.083333,0
293.5,1.3296,-0.062784,0,0.3625,0.0027021,9.0978,-1.36,-0.083333,0
293.5,1.3155,-0.069883,0,0.34265,0.0029526,9.113,-1.34,-0.083333,0
293.5,1.2998,-0.0777,0,0.32281,0.0032403,9.1299,-1.32,-0.083333,0
293.5,1.2825,-0.086325,0,0.303,0.0035639,9.1485,-1.3,-0.083333,0
293.5,1.2635,-0.095868,0,0.28321,0.0039217,9.1687,-1.28,-0.083333,0
293.5,1.2425,-0.10647,0,0.26345,0.004311,9.1906,-1.26,-0.083333,0
293.5,1.2198,-0.11829,0,0.24373,0.0047277,9.214,-1.24,-0.083333,0
293.5,1.1951,-0.13155,0,0.22407,0.0051667,9.2386,-1.22,-0.083333,0
293.5,1.1688,-0.14656,0,0.20447,0.0056221,9.264,-1.2,-0.083333,0
293.5,1.1411,-0.16377,0,0.18495,0.0060978,9.2892,-1.18,-0.083333,0
293.5,1.1127,-0.18396,0,0.16555,0.0066184,9.3127,-1.16,-0.083333,0
293.5,1.0847,-0.20837,0,0.14632,0.0073108,9.3319,-1.14,-0.083333,0
293.5,1.0585,-0.23872,0,0.12731,0.0084546,9.3397,-1.12,-0.083333,0
293.5,1.0372,-0.27802,0,0.10868,0.0097255,9.3345,-1.1,-0.083333,0
293.51,1.0257,-0.32904,0,0.090621,0.0098557,9.3129,-1.08,-0.083333,0
293.58,1.0366,-0.39174,0,0.073589,0.0088354,9.2762,-1.06,-0.083333,0
294.01,1.0788,-0.45521,0,0.058352,0.0076282,9.159,-1.04,-0.083333,0
295.85,1.186,-0.49058,0,0.04521,0.0055193,8.9753,-1.02,-0.083333,0
293.5,1.4732,0.0010546,0,0.43333,0.0016221,9.1106,-2.48,-0.066667,0
293.5,1.4736,0.0011807,0,0.43333,0.0015708,9.1062,-2.46,-0.066667,0
293.5,1.4738,0.0011905,0,0.43333,0.0015651,9.1028,-2.44,-0.066667,0
293.5,1.474,0.0011,0,0.43333,0.0015644,9.0992,-2.42,-0.066667,0
293.5,1.4742,0.00094206,0,0.43333,0.0015687,9.0958,-2.4,-0.066667,0
293.5,1.4743,0.00073869,0,0.43333,0.0015768,9.0924,-2.38,-0.066667,0
293.5,1.4743,0.00050775,0,0.43333,0.0015878,9.0891,-2.36,-0.066667,0
293.5,1.4742,0.00026252,0,0.43333,0.001601,9.086,-2.34,-0.066667,0
293.5,1.4741,1.2952e-05,0,0.43333,0.0016159,9.0829,-2.32,-0.066667,0
293.5,1.4738,-0.00023341,0,0.43333,0.001632,9.0799,-2.3,-0.066667,0
293.5,1.4735,-0.00047093,0,0.43333,0.0016489,9.077,-2.28,-0.066667,0
293.5,1.4732,-0.00069583,0,0.43333,0.0016662,9.0742,-2.26,-0.066667,0
293.5,1.4727,-0.0009058,0,0.43333,0.0016837,9.0715,-2.24,-0.066667,0
293.5,1.4722,-0.0010997,0,0.43333,0.0017009,9.0689,-2.22,-0.066667,0
293.5,1.4717,-0.0012773,0,0.43333,0.0017178,9.0663,-2.2,-0.066667,0
293.5,1.4711,-0.0014391,0,0.43333,0.0017341,9.0637,-2.18,-0.066667,0
293.5,1.4704,-0.0015863,0,0.43333,0.0017497,9.0612,-2.16,-0.066667,0
293.5,1.4698,-0.0017202,0,0.43333,0.0017645,9.0588,-2.14,-0.066667,0
293.5,1.4691,-0.0018429,0,0.43333,0.0017784,9.0563,-2.12,-0.066667,0
293.5,1.4683,-0.0019563,0,0.43333,0.0017913,9.0539,-2.1,-0.066667,0
293.5,1.4676,-0.002063,0,0.43333,0.0018031,9.0515,-2.08,-0.066667,0
293.5,1.4668,-0.0021652,0,0.43333,0.0018139,9.0492,-2.06,-0.066667,0
293.5,1.466,-0.0022657,0,0.43333,0.0018235,9.0468,-2.04,-0.066667,0
293.5,1.4652,-0.0023672,0,0.43333,0.001832,9.0445,-2.02,-0.066667,0
293.5,1.4644,-0.0024726,0,0.43333,0.0018394,9.0422,-2,-0.066667,0
293.5,1.4635,-0.0025851,0,0.43333,0.0018455,9.0399,-1.98,-0.066667,0
293.5,1.4626,-0.0027077,0,0.43333,0.0018505,9.0377,-1.96,-0.066667,0
293.5,1.4617,-0.002844,0,0.43333,0.0018542,9.0355,-1.94,-0.066667,0
293.5,1.4608,-0.0029976,0,0.43333,0.0018567,9.0333,-1.92,-0.066667,0
293.5,1.4598,-0.0031726,0,0.43333,0.001858,9.0312,-1.9,-0.066667,0
293.5,1.4588,-0.0033733,0,0.43333,0.0018579,9.0292,-1.88,-0.066667,0
293.5,1.4578,-0.0036046,0,0.43333,0.0018565,9.0272,-1.86,-0.066667,0
293.5,1.4566,-0.0038717,0,0.43333,0.0018537,9.0253,-1.84,-0.066667,0
293.5,1.4554,-0.0041805,0,0.43333,0.0018495,9.0235,-1.82,-0.066667,0
293.5,1.4542,-0.0045376,0,0.43333,0.0018439,9.0218,-1.8,-0.066667,0
293.5,1.4528,-0.0049503,0,0.43333,0.0018368,9.0203,-1.78,-0.066667,0
293.5,1.4513,-0.005427,0,0.43333,0.0018283,9.019,-1.76,-0.066667,0
293.5,1.4497,-0.0059767,0,0.43333,0.0018183,9.0178,-1.74,-0.066667,0
293.5,1.4479,-0.0066097,0,0.43333,0.0018069,9.0169,-1.72,-0.066667,0
293.5,1.446,-0.0073376,0,0.43333,0.0017944,9.0162,-1.7,-0.066667,0
293.5,1.4438,-0.0081731,0,0.43333,0.0017809,9.0159,-1.68,-0.066667,0
293.5,1.4414,-0.0091304,0,0.43333,0.0017669,9.0159,-1.66,-0.066667,0
293.5,1.4388,-0.010225,0,0.43333,0.0017529,9.0163,-1.64,-0.066667,0
293.5,1.4358,-0.011474,0,0.43333,0.00174,9.0171,-1.62,-0.066667,0
293.5,1.4325,-0.012895,0,0.43333,0.0017293,9.0185,-1.6,-0.066667,0
293.5,1.4288,-0.014508,0,0.43333,0.0017226,9.0204,-1.58,-0.066667,0
293.5,1.4246,-0.016333,0,0.43333,0.0017223,9.023,-1.56,-0.066667,0
293.5,1.4198,-0.018392,0,0.43333,0.0017312,9.0263,-1.54,-0.066667,0
293.5,1.4145,-0.020705,0,0.43333,0.0017531,9.0305,-1.52,-0.066667,0
293.5,1.4085,-0.023296,0,0.43333,0.0017919,9.0356,-1.5,-0.066667,0
293.5,1.4018,-0.026185,0,0.43333,0.0018518,9.0417,-1.48,-0.066667,0
293.5,1.3942,-0.029397,0,0.43333,0.001937,9.0489,-1.46,-0.066667,0
293.5,1.3856,-0.032954,0,0.4305,0.0020509,9.0574,-1.44,-0.066667,0
293.5,1.376,-0.036885,0,0.41925,0.0021963,9.0672,-1.42,-0.066667,0
293.5,1.3652,-0.04122,0,0.40087,0.0023752,9.0784,-1.4,-0.066667,0
293.5,1.3532,-0.045996,0,0.38091,0.0025887,9.0911,-1.38,-0.066667,0
293.5,1.3397,-0.051258,0,0.36096,0.0028377,9.1054,-1.36,-0.066667,0
293.5,1.3247,-0.057065,0,0.34102,0.0031232,9.1215,-1.34,-0.066667,0
293.5,1.3081,-0.063486,0,0.32108,0.0034463,9.1393,-1.32,-0.066667,0
293.5,1.2896,-0.070615,0,0.30116,0.0038084,9.159,-1.3,-0.066667,0
293.5,1.2692,-0.078566,0,0.28124,0.0042117,9.1805,-1.28,-0.066667,0
293.5,1.2467,-0.087491,0,0.26133,0.004659,9.2039,-1.26,-0.066667,0
293.5,1.2219,-0.097587,0,0.24144,0.0051541,9.2291,-1.24,-0.066667,0
293.5,1.1948,-0.10912,0,0.22157,0.0057033,9.256,-1.22,-0.066667,0
293.5,1.1653,-0.1225,0,0.20173,0.0063176,9.2842,-1.2,-0.066667,0
293.5,1.1333,-0.13833,0,0.18192,0.0070256,9.3132,-1.18,-0.066667,0
293.5,1.0991,-0.15765,0,0.16216,0.0078851,9.3415,-1.16,-0.066667,0
293.5,1.0629,-0.18199,0,0.14246,0.0090504,9.3667,-1.14,-0.066667,0
293.5,1.025,-0.21346,0,0.12287,0.010794,9.3828,-1.12,-0.066667,0
293.5,0.98698,-0.25668,0,0.10342,0.011905,9.3927,-1.1,-0.066667,0
293.51,0.95086,-0.31805,0,0.084248,0.011059,9.3941,-1.08,-0.066667,0
293.64,0.92664,-0.40245,0,0.065571,0.0090504,9.3841,-1.06,-0.066667,0
294.47,0.92092,-0.5074,0,0.04799,0.0066332,9.2828,-1.04,-0.066667,0
298.5,0.98506,-0.59753,0,0.031049,0.0034829,9.1014,-1.02,-0.066667,0
293.5,1.0184,0.0054042,0,0.21667,0.0067349,9.1024,-2.48,-0.28333,0
293.5,1.0183,0.0013217,0,0.21667,0.0063319,9.0943,-2.46,-0.28333,0
293.5,1.017,-0.0021132,0,0.21667,0.0064224,9.0897,-2.44,-0.28333,0
293.5,1.0153,-0.0052035,0,0.21667,0.0064989,9.0853,-2.42,-0.28333,0
293.5,1.0132,-0.0078487,0,0.21667,0.0065727,9.0819,-2.4,-0.28333,0
293.5,1.0109,-0.010031,0,0.21667,0.0066338,9.0791,-2.38,-0.28333,0
293.5,1.0086,-0.011761,0,0.21667,0.0066796,9.0767,-2.36,-0.28333,0
293.5,1.0064,-0.013071,0,0.21667,0.0067094,9.0747,-2.34,-0.28333,0
293.5,1.0043,-0.014009,0,0.21667,0.0067243,9.073,-2.32,-0.28333,0
293.5,1.0024,-0.014626,0,0.21667,0.006726,9.0714,-2.3,-0.28333,0
293.5,1.0007,-0.014973,0,0.21667,0.0067169,9.0698,-2.28,-0.28333,0
293.5,0.99916,-0.015099,0,0.21667,0.0066989,9.0683,-2.26,-0.28333,0
293.5,0.99787,-0.015048,0,0.21667,0.0066741,9.0668,-2.24,-0.28333,0
293.5,0.99679,-0.014859,0,0.21667,0.0066442,9.0652,-2.22,-0.28333,0
293.5,0.99589,-0.014567,0,0.21667,0.0066106,9.0635,-2.2,-0.28333,0
293.5,0.99516,-0.014199,0,0.21667,0.0065746,9.0618,-2.18,-0.28333,0
293.5,0.9946,-0.01378,0,0.21667,0.0065371,9.06,-2.16,-0.28333,0
293.5,0.99417,-0.013331,0,0.21667,0.0064988,9.058,-2.14,-0.28333,0
293.5,0.99386,-0.012867,0,0.21667,0.0064605,9.056,-2.12,-0.28333,0
293.5,0.99366,-0.012404,0,0.21667,0.0064225,9.0539,-2.1,-0.28333,0
293.5,0.99355,-0.011953,0,0.21667,0.0063851,9.0518,-2.08,-0.28333,0
293.5,0.99352,-0.011523,0,0.21667,0.0063485,9.0495,-2.06,-0.28333,0
293.5,0.99357,-0.011122,0,0.21667,0.0063129,9.0472,-2.04,-0.28333,0
293.5,0.99367,-0.010758,0,0.21667,0.0062783,9.0448,-2.02,-0.28333,0
293.5,0.99383,-0.010437,0,0.21667,0.0062446,9.0423,-2,-0.28333,0
293.5,0.99404,-0.010165,0,0.21667,0.0062118,9.0398,-1.98,-0.28333,0
293.5,0.99429,-0.0099461,0,0.21667,0.0061797,9.0372,-1.96,-0.28333,0
293.5,0.99459,-0.0097872,0,0.21667,0.0061483,9.0345,-1.94,-0.28333,0
293.5,0.99492,-0.0096938,0,0.21667,0.0061173,9.0318,-1.92,-0.28333,0
293.5,0.99528,-0.009672,0,0.21667,0.0060865,9.0291,-1.9,-0.28333,0
293.5,0.99568,-0.0097288,0,0.21667,0.0060557,9.0263,-1.88,-0.28333,0
293.5,0.99611,-0.0098718,0,0.21667,0.0060245,9.0235,-1.86,-0.28333,0
293.5,0.99658,-0.01011,0,0.21667,0.0059927,9.0206,-1.84,-0.28333,0
293.5,0.99709,-0.010453,0,0.21667,0.0059599,9.0177,-1.82,-0.28333,0
293.5,0.99765,-0.010912,0,0.21667,0.0059257,9.0148,-1.8,-0.28333,0
293.5,0.99825,-0.011502,0,0.21667,0.0058897,9.0119,-1.78,-0.28333,0
293.5,0.9989,-0.012237,0,0.21667,0.0058515,9.0089,-1.76,-0.28333,0
293.5,0.99962,-0.013134,0,0.21667,0.0058104,9.006,-1.74,-0.28333,0
293.5,1.0004,-0.014214,0,0.21667,0.0057659,9.0029,-1.72,-0.28333,0
293.5,1.0013,-0.015501,0,0.21667,0.0057174,8.9999,-1.7,-0.28333,0
293.5,1.0022,-0.017022,0,0.21667,0.0056641,8.9969,-1.68,-0.28333,0
293.5,1.0032,-0.018806,0,0.21667,0.0056051,8.9938,-1.66,-0.28333,0
293.5,1.0044,-0.02089,0,0.21667,0.0055396,8.9908,-1.64,-0.28333,0
293.5,1.0057,-0.023313,0,0.21667,0.0054664,8.9877,-1.62,-0.28333,0
293.5,1.0071,-0.026122,0,0.21667,0.0053844,8.9846,-1.6,-0.28333,0
293.5,1.0087,-0.029369,0,0.21667,0.0052922,8.9815,-1.58,-0.28333,0
293.5,1.0104,-0.033114,0,0.21667,0.0051885,8.9785,-1.56,-0.28333,0
293.5,1.0123,-0.037425,0,0.21667,0.0050714,8.9754,-1.54,-0.28333,0
293.5,1.0145,-0.042378,0,0.21667,0.0049391,8.9723,-1.52,-0.28333,0
293.5,1.0168,-0.048062,0,0.21667,0.0047895,8.9693,-1.5,-0.28333,0
293.5,1.0194,-0.054574,0,0.21667,0.0046201,8.9663,-1.48,-0.28333,0
293.5,1.0223,-0.062026,0,0.21667,0.0044283,8.9634,-1.46,-0.28333,0
293.5,1.0254,-0.070543,0,0.21667,0.0042109,8.9605,-1.44,-0.28333,0
293.5,1.0288,-0.080269,0,0.21667,0.0039644,8.9577,-1.42,-0.28333,0
293.5,1.0324,-0.091362,0,0.21667,0.0036846,8.9551,-1.4,-0.28333,0
293.5,1.0364,-0.104,0,0.21667,0.0033666,8.9526,-1.38,-0.28333,0
293.5,1.0405,-0.11839,0,0.21667,0.0030046,8.9502,-1.36,-0.28333,0
293.5,1.0448,-0.13477,0,0.21667,0.0025915,8.9482,-1.34,-0.28333,0
293.5,1.0492,-0.15338,0,0.21667,0.0021192,8.9464,-1.32,-0.28333,0
293.5,1.0534,-0.17456,0,0.21667,0.0015798,8.9451,-1.3,-0.28333,0
293.5,1.0574,-0.19868,0,0.21667,0.00098822,8.9443,-1.28,-0.28333,0
293.5,1.0605,-0.22632,0,0.21667,0.00077511,8.9443,-1.26,-0.28333,0
293.5,1.0624,-0.2582,0,0.21667,0.0013567,8.9452,-1.24,-0.28333,0
293.5,1.0621,-0.29524,0,0.21292,0.0025372,8.9469,-1.22,-0.28333,0
293.5,1.0586,-0.33854,0,0.19958,0.0041015,8.9495,-1.2,-0.28333,0
293.5,1.0506,-0.38922,0,0.18,0.0060505,8.9531,-1.18,-0.28333,0
293.5,1.0364,-0.44801,0,0.16,0.0084054,8.9578,-1.16,-0.28333,0
293.5,1.0137,-0.51444,0,0.14,0.011191,8.9626,-1.14,-0.28333,0
293.5,0.97972,-0.58616,0,0.12,0.014562,8.967,-1.12,-0.28333,0
293.5,0.93178,-0.66302,0,0.1,0.016195,8.9857,-1.1,-0.28333,0
293.52,0.86303,-0.7507,0,0.08,0.014544,9.0219,-1.08,-0.28333,0
293.75,0.76551,-0.8519,0,0.06,0.011228,9.0936,-1.06,-0.28333,0
295.49,0.61424,-0.95382,0,0.04,0.0067808,9.1804,-1.04,-0.28333,0
306.05,0.38205,-0.90547,0,0.02,0.0025103,9.3506,-1.02,-0.28333,0
293.5,1.0735,0.0052083,0,0.23333,0.0063643,9.1051,-2.48,-0.26667,0
293.5,1.0736,0.0018716,0,0.23333,0.0059897,9.0972,-2.46,-0.26667,0
293.5,1.0726,-0.0010193,0,0.23333,0.0060576,9.0925,-2.44,-0.26667,0
293.5,1.0712,-0.0037138,0,0.23333,0.0061201,9.088,-2.42,-0.26667,0
293.5,1.0693,-0.0061075,0,0.23333,0.0061867,9.0843,-2.4,-0.26667,0
293.5,1.0672,-0.0081634,0,0.23333,0.0062476,9.0812,-2.38,-0.26667,0
293.5,1.065,-0.0098666,0,0.23333,0.0062989,9.0785,-2.36,-0.26667,0
293.5,1.0628,-0.011226,0,0.23333,0.0063383,9.0762,-2.34,-0.26667,0
293.5,1.0606,-0.012266,0,0.23333,0.0063652,9.0741,-2.32,-0.26667,0
293.5,1.0586,-0.013018,0,0.23333,0.0063803,9.0723,-2.3,-0.26667,0
293.5,1.0567,-0.013519,0,0.23333,0.0063848,9.0705,-2.28,-0.26667,0
293.5,1.0549,-0.013808,0,0.23333,0.0063802,9.0688,-2.26,-0.26667,0
293.5,1.0534,-0.013919,0,0.23333,0.0063681,9.0671,-2.24,-0.26667,0
293.5,1.052,-0.013888,0,0.23333,0.0063498,9.0653,-2.22,-0.26667,0
293.5,1.0508,-0.013743,0,0.23333,0.0063268,9.0636,-2.2,-0.26667,0
293.5,1.0497,-0.013512,0,0.23333,0.0063002,9.0617,-2.18,-0.26667,0
293.5,1.0488,-0.013218,0,0.23333,0.0062709,9.0598,-2.16,-0.26667,0
293.5,1.0481,-0.012881,0,0.23333,0.0062398,9.0579,-2.14,-0.26667,0
293.5,1.0475,-0.012518,0,0.23333,0.0062075,9.0558,-2.12,-0.26667,0
293.5,1.047,-0.012145,0,0.23333,0.0061746,9.0537,-2.1,-0.26667,0
293.5,1.0466,-0.011772,0,0.23333,0.0061414,9.0515,-2.08,-0.26667,0
293.5,1.0463,-0.011411,0,0.23333,0.0061083,9.0493,-2.06,-0.26667,0
293.5,1.046,-0.011072,0,0.23333,0.0060754,9.047,-2.04,-0.26667,0
293.5,1.0459,-0.010762,0,0.23333,0.0060429,9.0446,-2.02,-0.26667,0
293.5,1.0458,-0.010489,0,0.23333,0.0060107,9.0421,-2,-0.26667,0
293.5,1.0458,-0.010259,0,0.23333,0.005979,9.0396,-1.98,-0.26667,0
293.5,1.0458,-0.010079,0,0.23333,0.0059476,9.037,-1.96,-0.26667,0
293.5,1.0459,-0.0099563,0,0.23333,0.0059164,9.0344,-1.94,-0.26667,0
293.5,1.046,-0.0098963,0,0.23333,0.0058854,9.0318,-1.92,-0.26667,0
293.5,1.0461,-0.0099066,0,0.23333,0.0058542,9.0291,-1.9,-0.26667,0
293.5,1.0464,-0.0099948,0,0.23333,0.0058227,9.0264,-1.88,-0.26667,0
293.5,1.0466,-0.010169,0,0.23333,0.0057906,9.0236,-1.86,-0.26667,0
293.5,1.0469,-0.01044,0,0.23333,0.0057576,9.0209,-1.84,-0.26667,0
293.5,1.0472,-0.010817,0,0.23333,0.0057234,9.0181,-1.82,-0.26667,0
293.5,1.0475,-0.011314,0,0.23333,0.0056876,9.0152,-1.8,-0.26667,0
293.5,1.0479,-0.011943,0,0.23333,0.0056498,9.0124,-1.78,-0.26667,0
293.5,1.0484,-0.012722,0,0.23333,0.0056095,9.0096,-1.76,-0.26667,0
293.5,1.0489,-0.013668,0,0.23333,0.0055661,9.0067,-1.74,-0.26667,0
293.5,1.0494,-0.014803,0,0.23333,0.005519,9.0038,-1.72,-0.26667,0
293.5,1.0501,-0.016151,0,0.23333,0.0054676,9.001,-1.7,-0.26667,0
293.5,1.0507,-0.017739,0,0.23333,0.0054111,8.9981,-1.68,-0.26667,0
293.5,1.0515,-0.0196,0,0.23333,0.0053487,8.9953,-1.66,-0.26667,0
293.5,1.0523,-0.021768,0,0.23333,0.0052793,8.9925,-1.64,-0.26667,0
293.5,1.0533,-0.024286,0,0.23333,0.0052019,8.9897,-1.62,-0.26667,0
293.5,1.0543,-0.0272,0,0.23333,0.0051153,8.9869,-1.6,-0.26667,0
293.5,1.0554,-0.030563,0,0.23333,0.0050181,8.9842,-1.58,-0.26667,0
293.5,1.0567,-0.034435,0,0.23333,0.0049087,8.9815,-1.56,-0.26667,0
293.5,1.0581,-0.038884,0,0.23333,0.0047856,8.9789,-1.54,-0.26667,0
293.5,1.0596,-0.043986,0,0.23333,0.0046468,8.9764,-1.52,-0.26667,0
293.5,1.0613,-0.049828,0,0.23333,0.0044902,8.974,-1.5,-0.26667,0
293.5,1.0631,-0.056505,0,0.23333,0.0043132,8.9717,-1.48,-0.26667,0
293.5,1.0651,-0.064128,0,0.23333,0.0041134,8.9696,-1.46,-0.26667,0
293.5,1.0672,-0.072815,0,0.23333,0.0038875,8.9676,-1.44,-0.26667,0
293.5,1.0694,-0.082702,0,0.23333,0.003632,8.9659,-1.42,-0.26667,0
293.5,1.0718,-0.093938,0,0.23333,0.003343,8.9644,-1.4,-0.26667,0
293.5,1.0742,-0.10669,0,0.23333,0.0030156,8.9633,-1.38,-0.26667,0
293.5,1.0766,-0.12113,0,0.23333,0.0026441,8.9626,-1.36,-0.26667,0
293.5,1.0789,-0.13747,0,0.23333,0.0022214,8.9623,-1.34,-0.26667,0
293.5,1.081,-0.15592,0,0.23333,0.0017393,8.9627,-1.32,-0.26667,0
293.5,1.0826,-0.17671,0,0.23333,0.0011924,8.9638,-1.3,-0.26667,0
293.5,1.0833,-0.20014,0,0.23333,0.0006476,8.966,-1.28,-0.26667,0
293.5,1.0827,-0.2266,0,0.23333,0.0006389,8.9693,-1.26,-0.26667,0
293.5,1.0802,-0.25667,0,0.23042,0.0014157,8.9739,-1.24,-0.26667,0
293.5,1.0747,-0.29109,0,0.21875,0.0026127,8.9799,-1.22,-0.26667,0
293.5,1.0653,-0.33068,0,0.2,0.0041061,8.9879,-1.2,-0.26667,0
293.5,1.0502,-0.37622,0,0.18,0.005948,8.9983,-1.18,-0.26667,0
293.5,1.0275,-0.42797,0,0.16,0.0081953,9.0121,-1.16,-0.26667,0
293.5,0.99412,-0.48496,0,0.14,0.010898,9.0288,-1.14,-0.26667,0
293.5,0.94689,-0.54433,0,0.12,0.014183,9.0504,-1.12,-0.26667,0
293.5,0.88224,-0.60437,0,0.1,0.015723,9.0956,-1.1,-0.26667,0
293.53,0.79197,-0.66709,0,0.08,0.014018,9.1726,-1.08,-0.26667,0
293.77,0.66568,-0.72996,0,0.06,0.010596,9.2946,-1.06,-0.26667,0
295.7,0.48627,-0.77057,0,0.04,0.006276,9.4519,-1.04,-0.26667,0
307.39,0.24148,-0.66125,0,0.02,0.0023017,9.6248,-1.02,-0.26667,0
293.5,1.1252,0.0049154,0,0.25,0.0059859,9.1073,-2.48,-0.25,0
293.5,1.1254,0.0022252,0,0.25,0.0056433,9.0997,-2.46,-0.25,0
293.5,1.1247,-0.00016632,0,0.25,0.0056924,9.0949,-2.44,-0.25,0
293.5,1.1236,-0.0024659,0,0.25,0.005741,9.0903,-2.42,-0.25,0
293.5,1.122,-0.0045761,0,0.25,0.0057978,9.0864,-2.4,-0.25,0
