"p","U:0","U:1","U:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.37414,0,0,0,82,0.70711,0.70711,0
-0.37131,0.011457,0.0092523,-2.7761e-20,87,0.85936,0.85936,0
-0.37123,0.17272,-0.010501,2.3921e-20,92,0.89178,1.0442,0
-0.32801,0.53788,-0.042683,-2.8027e-20,101,1.2866,1.2866,0
-0.23648,1.1098,0.031735,-2.5847e-20,112,1.5316,1.7937,0
-0.1735,1.1796,0.060366,-7.6342e-22,120,1.8605,2.1789,0
-0.38495,0.084345,0.00010178,-1.5982e-21,126,0.71472,0.98382,0
-0.40801,0,0,0,145,0.5225,0.85264,0
-0.38066,0.38178,-0.0049024,-1.3036e-20,149,0.71792,1.1717,0
-0.30147,1.1066,0.066782,-9.4104e-20,155,1.0047,1.6399,0
-0.40286,0.21685,-0.0099815,2.2375e-20,168,0.5522,1.0838,0
-0.39325,0.64813,0.030217,-2.1173e-20,191,0.52598,1.2698,0
-0.45581,0,0,0,208,0.30902,0.95106,0
-0.42651,0.40841,0.0048029,3.7739e-20,210,0.37591,1.1568,0
-0.31955,1.2054,0.15519,1.1862e-20,216,0.5338,1.6426,0
-0.43921,0.51695,0.027343,6.5335e-20,231,0.28397,1.1826,0
-0.40487,0.90331,0.10598,-4.101e-20,233,0.32087,1.3362,0
-0.28785,1.243,0.18905,-6.2884e-20,238,0.42578,1.7727,0
-0.47891,0.48459,0.048569,-2.9294e-21,272,0.089562,1.1377,0
-0.43474,0.93286,0.16321,1.4685e-20,274,0.1015,1.289,0
-0.51814,0,0,0,292,0,1,0
-0.37456,0,0,0,313,1,0,0
-0.36784,-0.021198,-0.20806,-8.2177e-21,319,1.212,0.095424,0
-0.37852,-0.036134,-0.257,1.2005e-20,320,1.2925,0,0
-0.38401,-0.06755,-0.28002,2.7877e-20,324,1.4555,0,0
-0.37313,-0.081441,-0.2552,2.1174e-20,325,1.4519,0.11435,0
-0.38738,-0.15364,-0.25663,7.0649e-21,333,1.8155,0.14304,0
-0.43426,-0.13107,-0.22313,-4.5919e-21,338,2.1297,0,0
-0.46334,-0.090842,0.01144,1.2391e-20,348,2.7283,0,0
-0.35288,0,0,0,355,0.98769,0.15643,0
-0.36348,-0.2137,-0.20687,-8.4682e-21,367,2.1071,0.33402,0
-0.35246,-0.02285,-0.14785,-1.7537e-21,378,1.1826,0.28397,0
-0.35339,-0.045751,-0.16897,-6.6561e-21,379,1.258,0.30208,0
-0.35449,-0.093056,-0.19202,-6.6715e-21,381,1.4172,0.34035,0
-0.33577,-0.14591,-0.18381,-1.8436e-21,406,1.7344,0.56364,0
-0.29035,-0.15309,-0.16587,7.0026e-21,410,2.137,0.69452,0
-0.23129,-0.11878,-0.10272,-6.8134e-20,413,2.4799,0.80599,0
-0.20814,-0.09771,-0.071192,5.6315e-20,414,2.6029,0.84595,0
-0.33966,0,0,0,418,0.92388,0.38268,0
-0.28797,-0.074927,-0.16086,-4.4355e-20,430,1.973,0.81724,0
-0.34919,-0.027726,-0.049441,8.3221e-21,441,1.0838,0.5522,0
-0.34793,-0.057908,-0.095417,-1.5466e-20,444,1.2989,0.66178,0
-0.23497,0.12827,-0.12875,3.8599e-20,453,2.1054,1.0726,0
-0.34784,0,0,0,460,0.85264,0.5225,0
-0.32392,0.069133,-0.11223,-2.5586e-20,469,1.5546,0.95244,0
-0.35878,-0.020049,-0.0052565,-4.014e-21,483,0.98382,0.71472,0
-0.35765,-0.00094311,-0.033717,1.5779e-20,485,1.1114,0.8074,0
-0.27548,0.4185,-0.092584,-6.4914e-20,493,1.7261,1.2538,0
-0.36159,-0.1397,0.21645,5.2682e-20,523,3.187,0.23587,0
-0.32964,0.066088,0.51807,-3.5406e-20,528,3.8141,0,0
-0.25753,0.10073,0.61431,3.5619e-21,532,4.2681,0,0
-0.23975,0.027411,0.59252,-2.3682e-20,533,4.2628,0.23492,0
-0.22834,0.20948,0.45775,-3.9263e-20,540,5.282,0,0
-0.27512,0.38485,0.22552,4.2965e-20,543,5.5544,0.23377,0
-0.2751,0.58141,-0.14243,3.1119e-20,547,6.1409,0.23326,0
-0.22564,0.56345,-0.25769,-1.4294e-19,548,6.4555,0,0
-0.12867,0.71779,-0.54339,2.4191e-20,554,7.4555,0,0
-0.089689,0.7212,-0.50588,6.1946e-21,561,8.5669,0.23111,0
-0.10812,0.63309,-0.46742,-1.7266e-20,565,9.382,0.23039,0
-0.17013,0.71114,0.070652,1.4351e-20,570,10.726,0,0
-0.0742,0.82283,0.47257,-1.3329e-20,626,12.738,0.454,0
-0.18096,0.088986,0.46419,2.3292e-20,641,4.1971,0.69968,0
-0.22123,0.28061,0.42771,-3.6951e-20,643,4.6868,0.69847,0
-0.26835,0.86277,-0.37027,2.5884e-20,649,6.3905,0.6943,0
-0.10579,0.84544,-0.52153,-1.4756e-20,653,7.7527,0.69096,0
-0.088292,0.73396,0.34439,2.803e-21,662,11.654,0.68139,0
-0.13716,-0.012462,0.15165,2.8164e-20,675,3.2568,0.92918,0
-0.13026,0.069453,0.29159,9.5748e-21,677,3.6808,0.9279,0
-0.27725,0.64204,0.16328,-5.0776e-21,683,5.1561,0.92345,0
-0.11552,0.15548,0.043003,-8.0865e-21,712,2.9753,1.1514,0
-0.1305,0.36536,0.28853,1.5605e-20,717,4.0596,1.1477,0
-0.2845,1.0104,-0.26254,4.0021e-20,724,5.9526,1.1414,0
-0.050734,0.70852,-0.36476,9.5838e-21,733,9.2192,1.1304,0
-0.17688,0.69821,0.1912,-2.5251e-20,757,4.4592,1.3602,0
-0.2675,0.97341,-0.034598,3.4643e-20,760,5.2716,1.3574,0
-0.1259,1.014,-0.46321,1.7218e-20,766,7.19,1.3508,0
-0.055723,0.84674,-0.39452,-6.3304e-21,769,8.319,1.347,0
-0.050341,0.58423,-0.12735,-8.9655e-20,774,10.499,1.3395,0
-0.081564,0.63598,0.10388,5.9307e-21,791,3.3928,1.5691,0
-0.10752,0.70668,0.15061,-7.4669e-21,793,3.8541,1.5676,0
-0.22224,0.99793,0.031292,7.2561e-20,797,4.8843,1.5643,0
-0.22523,1.1798,-0.33237,-1.9424e-20,801,6.0767,1.5606,0
-0.033875,0.65815,0.16739,-8.9926e-21,814,11.41,1.5437,0
-0.097804,0.8652,0.043684,1.2075e-20,828,2.8331,1.7658,0
-0.10215,1.0299,0.091073,-1.3831e-20,871,3.586,1.9485,0
-0.13261,1.0905,0.075753,-1.4554e-21,873,4.0873,1.9478,0
-0.19149,1.2239,-0.054755,-1.3823e-20,876,4.9116,1.9466,0
-0.19988,1.2654,-0.19475,6.7701e-20,878,5.5135,1.9457,0
-0.098801,1.1264,-0.29896,-2.4775e-20,961,6.7218,2.3126,0
-0.13859,1.2779,-0.10353,1.9809e-20,996,5.0613,2.5172,0
-0.131,1.244,-0.19004,1.0944e-20,998,5.6893,2.5172,0
-0.052451,1.0212,-0.27624,-1.2462e-20,1003,7.4758,2.5172,0
0.014343,0.77492,-0.094172,-6.8813e-22,1049,10.099,2.736,0
0.01956,0.7105,0.029813,-9.8912e-21,1051,11.109,2.736,0
0.0038136,0.87043,-0.1558,2.2867e-21,1087,9.1598,2.97,0
0.020918,0.77629,0.19524,9.5616e-21,1093,12.196,2.97,0
-0.095237,1.2095,-0.08545,-3.859e-21,1116,5.0613,3.2202,0
-0.045109,1.0852,-0.14826,-3.5536e-21,1201,6.7218,3.7739,0
0.0091602,0.93692,-0.087837,4.0002e-21,1247,9.1598,4.08,0
0.031084,0.89673,0.048187,7.4414e-22,1251,11.109,4.08,0
-0.029498,1.0687,-0.094387,2.2782e-21,1321,6.7218,4.7572,0
0.029012,0.98688,0.092139,0,1333,12.196,4.7572,0
-0.085008,1.1132,0.14575,3.0212e-20,2145,-4.3934e-16,3.1819,0
-0.058724,1.0968,0.11686,-1.5352e-20,2175,-4.2301e-16,3.807,0
-0.044743,1.0878,0.099376,-7.9467e-21,2195,-4.1015e-16,4.2993,0
0.10723,0.89525,0.26389,4.0981e-20,2456,-1.5845,1.5845,0
0.092733,0.84213,0.43121,-4.6208e-20,2468,-1.1532,1.1532,0
-0.01882,0.87439,0.56945,-4.6226e-20,2475,-0.89178,1.0442,0
-0.087088,0.7942,0.6118,-6.3352e-21,2479,-0.78951,0.92446,0
-0.15535,0,0,0,2484,-0.64945,0.76041,0
-0.030144,0.94902,0.48335,6.5431e-20,2499,-0.90709,1.2487,0
-0.14709,1.0056,0.5532,8.7196e-21,2522,-0.71792,1.1717,0
-0.31657,0,0,0,2527,-0.5225,0.85264,0
-0.011707,1.0192,0.26056,-1.5115e-20,2533,-1.0726,2.1054,0
-0.29696,0.95776,0.5247,-1.3674e-20,2545,-0.5522,1.0838,0
-0.43501,0,0,0,2569,-0.38268,0.92388,0
-0.29927,1.1472,0.46325,6.1677e-21,2585,-0.42475,1.3071,0
-0.39343,0.99279,0.41567,-5.4607e-20,2587,-0.37591,1.1568,0
-0.51799,0,0,0,2632,-0.15643,0.98769,0
-0.14724,1.1475,0.23052,-5.328e-20,2639,-0.17623,2.2362,0
-0.22333,1.195,0.28742,-1.0212e-20,2643,-0.14304,1.8155,0
-0.38554,1.1692,0.31872,-1.3749e-19,2648,-0.10781,1.369,0
-0.46001,0.89269,0.22102,2.7043e-20,2650,-0.095424,1.212,0
-0.48824,0.64377,0.13867,5.3737e-20,2651,-0.089562,1.1377,0
0.24725,0.77415,-0.015246,-6.2287e-22,2660,-2.5997,0,0
0.31138,0.68605,-0.019478,4.7244e-22,2668,-2.1297,0,0
0.41316,0.51435,0.037208,-4.7115e-20,2679,-1.6271,0.12817,0
0.48487,0.34925,-0.031791,-3.4829e-22,2684,-1.3725,0,0
0.52545,0.20258,-0.033934,-1.0047e-20,2688,-1.2153,0,0
0.55986,0.049425,-0.02186,2.2925e-23,2692,-1.0692,0,0
0.57009,0,0,0,2695,-1,0,0
0.46776,0.36852,0.13764,4.0701e-20,2711,-1.3568,0.21499,0
0.51854,0.1425,0.159,-1.9393e-20,2714,-1.1273,0.17859,0
0.54434,0,0,0,2716,-0.98769,0.15643,0
0.38416,0.54444,0.15951,-8.05e-20,2729,-1.5885,0.38151,0
0.2113,0.81318,0.090523,-7.2377e-21,2740,-2.6029,0.84595,0
0.3075,0.66981,0.16249,2.2348e-20,2747,-1.8296,0.59459,0
0.35819,0.57104,0.21582,6.159e-20,2750,-1.5541,0.50503,0
0.40687,0.43271,0.29276,-6.2034e-20,2753,-1.3071,0.42475,0
0.43539,0.21748,0.32928,8.7615e-20,2756,-1.0857,0.35279,0
0.4524,0,0,0,2758,-0.95106,0.30902,0
0.28672,0.644,0.31372,-2.1338e-20,2792,-1.456,0.74178,0
0.30324,0.33253,0.46091,-1.7177e-19,2798,-1.0172,0.51827,0
0.30676,0,0,0,2800,-0.89101,0.45399,0
0.21283,0.77485,0.24775,-3.8648e-21,2809,-1.7284,1.0589,0
0.24301,0.68858,0.35369,2.2836e-20,2813,-1.393,0.85347,0
0.25011,0.59592,0.47181,5.389e-20,2816,-1.1717,0.71792,0
0.13867,0.46979,0.54016,2.266e-19,2840,-0.92341,0.67086,0
0.12678,0,0,0,2842,-0.80902,0.58779,0
0.11692,0.91215,0.15954,2.2756e-20,2844,-2.2843,1.9505,0
0.1449,0.78874,0.41285,-3.9836e-20,2855,-1.2411,1.0599,0
0.11845,0.73241,0.54275,-1.5544e-20,2858,-1.0442,0.89178,0
0.13699,0.90576,-0.0075067,-5.8857e-22,2912,-4.3358,0,0
0.16767,0.87077,0.019522,-6.2295e-21,2951,-3.5732,0.46918,0
0.16103,0.87716,0.048176,-1.193e-20,3011,-3.47,0.92747,0
0.070225,0.97441,0.074048,2.7506e-21,3372,-3.8187,3.4878,0
0.0075923,1.0338,0.10886,3.2814e-22,4180,-1.5637,4.1771,0
-0.43335,0,0,0,4394,0.64945,-0.76041,0
-0.48374,0,0,0,4402,0.45399,-0.89101,0
-0.53094,0,0,0,4406,0.30902,-0.95106,0
-0.58095,0,0,0,4410,0.15643,-0.98769,0
-0.54889,0.80403,-0.11513,-2.0477e-20,4436,0.095424,-1.212,0
-0.43791,0.27839,-0.0041771,1.8442e-20,4441,0.67593,-1.1031,0
-0.44363,0.58456,-0.017092,1.0823e-20,4453,0.62391,-1.2246,0
-0.48206,1.2345,-0.27525,1.5932e-19,4459,-8.2717e-17,-1.3725,0
-0.4296,1.1817,-0.1252,-3.7304e-20,4477,0.47729,-1.4687,0
-0.39489,0.41637,-0.037223,-1.4653e-21,4483,1.1532,-1.1532,0
-0.40807,0.93842,-0.041618,-1.102e-20,4485,0.85347,-1.393,0
-0.30549,1.2897,-0.25886,-3.3966e-20,4514,-1.8199e-16,-1.8196,0
-0.21864,1.2292,-0.20149,6.7262e-20,4558,-2.7552e-16,-2.2408,0
-0.3639,1.304,0.0031602,7.4047e-21,4559,1.5316,-1.7937,0
-0.31095,1.3024,0.096708,-1.523e-20,4615,2.1213,-2.1213,0
-0.39575,0,0,0,4627,0.98769,-0.15643,0
-0.40854,0,0,0,4631,0.95106,-0.30902,0
