"p","U:0","U:1","U:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.3333,0,0,0,82,0.70711,0.70711,0
-0.33069,0.0022627,0.0060221,-2.764e-20,87,0.85936,0.85936,0
-0.32858,0.14708,-0.0065645,2.7131e-20,92,0.89178,1.0442,0
-0.28196,0.49108,-0.019709,-2.6498e-20,101,1.2866,1.2866,0
-0.21119,1.1052,0.064144,-1.8732e-20,112,1.5316,1.7937,0
-0.16751,1.204,0.086116,-1.4959e-21,120,1.8605,2.1789,0
-0.3434,0.069604,0.0031085,-4.3631e-21,126,0.71472,0.98382,0
-0.36564,0,0,0,145,0.5225,0.85264,0
-0.33885,0.35296,0.002761,-1.3359e-20,149,0.71792,1.1717,0
-0.26653,1.0882,0.087734,-8.2656e-20,155,1.0047,1.6399,0
-0.36118,0.19725,-0.0044129,2.1616e-20,168,0.5522,1.0838,0
-0.35285,0.61934,0.038172,-1.8672e-20,191,0.52598,1.2698,0
-0.41371,0,0,0,208,0.30902,0.95106,0
-0.38535,0.38572,0.0097086,3.8541e-20,210,0.37591,1.1568,0
-0.28702,1.1928,0.16964,1.0865e-20,216,0.5338,1.6426,0
-0.39872,0.49389,0.031364,6.5176e-20,231,0.28397,1.1826,0
-0.36683,0.87864,0.11281,-3.9181e-20,233,0.32087,1.3362,0
-0.25897,1.2364,0.2032,-5.7723e-20,238,0.42578,1.7727,0
-0.43981,0.46639,0.049671,-1.1029e-20,272,0.089562,1.1377,0
-0.39816,0.91145,0.1668,1.1649e-20,274,0.1015,1.289,0
-0.47984,0,0,0,292,0,1,0
-0.38096,0,0,0,313,1,0,0
-0.369,-0.022634,-0.19953,-9.6157e-21,319,1.212,0.095424,0
-0.38601,-0.041128,-0.23828,2.0516e-20,320,1.2925,0,0
-0.39229,-0.0754,-0.23753,4.8627e-20,324,1.4555,0,0
-0.37396,-0.085529,-0.21132,2.5759e-20,325,1.4519,0.11435,0
-0.38526,-0.16346,-0.15971,1.1789e-22,333,1.8155,0.14304,0
-0.43554,-0.15674,-0.084978,-1.076e-20,338,2.1297,0,0
-0.43217,-0.13969,0.19708,1.7439e-20,348,2.7283,0,0
-0.34876,0,0,0,355,0.98769,0.15643,0
-0.3457,-0.21541,-0.063897,-2.393e-21,367,2.1071,0.33402,0
-0.34168,-0.019431,-0.14195,-7.2922e-21,378,1.1826,0.28397,0
-0.34187,-0.042019,-0.15233,-1.5105e-20,379,1.258,0.30208,0
-0.34091,-0.088512,-0.15134,-1.0175e-20,381,1.4172,0.34035,0
-0.30836,-0.13475,-0.096443,6.0495e-21,406,1.7344,0.56364,0
-0.26059,-0.12765,-0.025708,8.3881e-21,410,2.137,0.69452,0
-0.21063,-0.067207,0.062462,-5.2778e-20,413,2.4799,0.80599,0
-0.19403,-0.033241,0.095917,3.0279e-20,414,2.6029,0.84595,0
-0.31882,0,0,0,418,0.92388,0.38268,0
-0.25298,-0.060331,-0.049367,-4.0443e-20,430,1.973,0.81724,0
-0.32097,-0.023454,-0.054687,3.9623e-21,441,1.0838,0.5522,0
-0.31458,-0.058967,-0.075701,-2.5489e-20,444,1.2989,0.66178,0
-0.20403,0.12879,-0.024146,2.7016e-20,453,2.1054,1.0726,0
-0.31615,0,0,0,460,0.85264,0.5225,0
-0.27825,0.04325,-0.066668,-2.7492e-20,469,1.5546,0.95244,0
