"p","U:0","U:1","U:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.3776,0,0,0,82,0.70711,0.70711,0
-0.3747,0.012112,0.0098025,-2.7779e-20,87,0.85936,0.85936,0
-0.37478,0.17482,-0.010553,2.362e-20,92,0.89178,1.0442,0
-0.33203,0.54234,-0.044061,-2.7983e-20,101,1.2866,1.2866,0
-0.23915,1.1112,0.029063,-2.6297e-20,112,1.5316,1.7937,0
-0.1747,1.1784,0.05781,-7.3323e-22,120,1.8605,2.1789,0
-0.38844,0.085474,-3.6395e-05,-1.3631e-21,126,0.71472,0.98382,0
-0.41162,0,0,0,145,0.5225,0.85264,0
-0.38418,0.38426,-0.0054141,-1.3068e-20,149,0.71792,1.1717,0
-0.3046,1.1087,0.065156,-9.4789e-20,155,1.0047,1.6399,0
-0.40641,0.21847,-0.01038,2.2441e-20,168,0.5522,1.0838,0
-0.39671,0.65077,0.029635,-2.1345e-20,191,0.52598,1.2698,0
-0.45946,0,0,0,208,0.30902,0.95106,0
-0.43008,0.41039,0.0044407,3.7735e-20,210,0.37591,1.1568,0
-0.32241,1.2068,0.15403,1.1933e-20,216,0.5338,1.6426,0
-0.44274,0.51902,0.027051,6.5425e-20,231,0.28397,1.1826,0
-0.40819,0.90568,0.10548,-4.1174e-20,233,0.32087,1.3362,0
-0.29043,1.2439,0.18789,-6.3297e-20,238,0.42578,1.7727,0
-0.48239,0.48624,0.048507,-2.3656e-21,272,0.089562,1.1377,0
-0.43799,0.93495,0.16298,1.4915e-20,274,0.1015,1.289,0
-0.5216,0,0,0,292,0,1,0
-0.37362,0,0,0,313,1,0,0
-0.36743,-0.021451,-0.20674,-8.1017e-21,319,1.212,0.095424,0
-0.37754,-0.036193,-0.25636,1.1279e-20,320,1.2925,0,0
-0.38291,-0.067569,-0.28107,2.614e-20,324,1.4555,0,0
-0.3727,-0.081662,-0.25626,2.0559e-20,325,1.4519,0.11435,0
-0.38689,-0.15352,-0.26195,7.2858e-21,333,1.8155,0.14304,0
-0.43293,-0.13021,-0.23212,-4.0981e-21,338,2.1297,0,0
-0.46397,-0.088353,-0.002905,1.1703e-20,348,2.7283,0,0
-0.35299,0,0,0,355,0.98769,0.15643,0
-0.3642,-0.2136,-0.21618,-8.7887e-21,367,2.1071,0.33402,0
-0.35323,-0.023452,-0.14632,-1.2301e-21,378,1.1826,0.28397,0
-0.35421,-0.046346,-0.16807,-5.838e-21,379,1.258,0.30208,0
-0.35546,-0.093597,-0.19282,-6.2499e-21,381,1.4172,0.34035,0
-0.338,-0.14611,-0.18839,-2.8499e-21,406,1.7344,0.56364,0
-0.29289,-0.15349,-0.17533,6.7141e-21,410,2.137,0.69452,0
-0.23345,-0.12035,-0.11539,-6.9244e-20,413,2.4799,0.80599,0
-0.2099,-0.099875,-0.084536,5.7233e-20,414,2.6029,0.84595,0
-0.34149,0,0,0,418,0.92388,0.38268,0
-0.29124,-0.074026,-0.16785,-4.4429e-20,430,1.973,0.81724,0
-0.35163,-0.028171,-0.047657,8.669e-21,441,1.0838,0.5522,0
-0.35081,-0.057365,-0.095107,-1.4534e-20,444,1.2989,0.66178,0
-0.23841,0.13118,-0.13584,3.9305e-20,453,2.1054,1.0726,0
-0.35063,0,0,0,460,0.85264,0.5225,0
-0.32801,0.072594,-0.11426,-2.5301e-20,469,1.5546,0.95244,0
-0.36192,-0.019926,-0.0038852,-3.9826e-21,483,0.98382,0.71472,0
-0.36103,0.00030884,-0.032761,1.5703e-20,485,1.1114,0.8074,0
-0.27961,0.42372,-0.095934,-6.5557e-20,493,1.7261,1.2538,0
-0.3645,-0.1373,0.20142,5.181e-20,523,3.187,0.23587,0
-0.33368,0.073865,0.50985,-3.6036e-20,528,3.8141,0,0
-0.25949,0.11109,0.61061,1.7464e-21,532,4.2681,0,0
-0.24006,0.031701,0.58948,-2.6858e-20,533,4.2628,0.23492,0
-0.22405,0.20488,0.47962,-3.796e-20,540,5.282,0,0
-0.27036,0.37267,0.25404,4.3929e-20,543,5.5544,0.23377,0
-0.27493,0.57191,-0.11536,2.5641e-20,547,6.1409,0.23326,0
-0.22773,0.55619,-0.23366,-1.4673e-19,548,6.4555,0,0
-0.13163,0.71799,-0.53898,2.6028e-20,554,7.4555,0,0
-0.089687,0.72769,-0.50688,5.514e-21,561,8.5669,0.23111,0
-0.1059,0.64085,-0.47219,-1.6355e-20,565,9.382,0.23039,0
-0.17087,0.70498,0.041736,1.4357e-20,570,10.726,0,0
-0.074696,0.82245,0.47129,-1.3799e-20,626,12.738,0.454,0
-0.17691,0.077166,0.46495,2.2279e-20,641,4.1971,0.69968,0
-0.2139,0.26349,0.44181,-3.6006e-20,643,4.6868,0.69847,0
-0.27166,0.85748,-0.35156,2.6363e-20,649,6.3905,0.6943,0
-0.10861,0.85144,-0.52356,-1.5138e-20,653,7.7527,0.69096,0
-0.089973,0.72831,0.32992,2.9099e-21,662,11.654,0.68139,0
-0.13639,-0.020334,0.13892,3.058e-20,675,3.2568,0.92918,0
-0.12731,0.057438,0.28379,8.8943e-21,677,3.6808,0.9279,0
-0.26995,0.62432,0.18501,-5.2681e-21,683,5.1561,0.92345,0
-0.11472,0.1497,0.031705,-8.7751e-21,712,2.9753,1.1514,0
-0.12319,0.34719,0.29016,1.6528e-20,717,4.0596,1.1477,0
-0.28523,1.0029,-0.24347,4.0157e-20,724,5.9526,1.1414,0
-0.050914,0.71748,-0.36734,9.1377e-21,733,9.2192,1.1304,0
-0.16799,0.67976,0.20106,-2.5635e-20,757,4.4592,1.3602,0
-0.26274,0.95965,-0.01612,3.6012e-20,760,5.2716,1.3574,0
-0.12962,1.0216,-0.46316,1.7694e-20,766,7.19,1.3508,0
-0.05735,0.85386,-0.3977,-5.8564e-21,769,8.319,1.347,0
-0.050251,0.58606,-0.14384,-8.9192e-20,774,10.499,1.3395,0
-0.076617,0.62619,0.10006,4.8666e-21,791,3.3928,1.5691,0
-0.10016,0.69216,0.15175,-7.0474e-21,793,3.8541,1.5676,0
-0.21554,0.98308,0.0456,7.4644e-20,797,4.8843,1.5643,0
-0.22743,1.18,-0.32114,-2.1137e-20,801,6.0767,1.5606,0
-0.03396,0.65289,0.15081,-9.8561e-21,814,11.41,1.5437,0
-0.096111,0.86168,0.039753,1.3641e-20,828,2.8331,1.7658,0
-0.096792,1.0206,0.092328,-1.3974e-20,871,3.586,1.9485,0
-0.1261,1.0791,0.081387,-1.7863e-21,873,4.0873,1.9478,0
-0.18706,1.2157,-0.043289,-1.1488e-20,876,4.9116,1.9466,0
-0.19911,1.2642,-0.18395,6.8314e-20,878,5.5135,1.9457,0
-0.10068,1.1332,-0.29715,-2.5626e-20,961,6.7218,2.3126,0
-0.13684,1.2784,-0.09647,1.9259e-20,996,5.0613,2.5172,0
-0.13101,1.2478,-0.18434,1.0874e-20,998,5.6893,2.5172,0
-0.054107,1.0272,-0.27687,-1.2754e-20,1003,7.4758,2.5172,0
0.013111,0.77917,-0.09994,-7.0638e-22,1049,10.099,2.736,0
0.018729,0.71174,0.021212,-1.0065e-20,1051,11.109,2.736,0
0.0025183,0.87446,-0.15965,2.3214e-21,1087,9.1598,2.97,0
0.020938,0.77227,0.18718,9.4811e-21,1093,12.196,2.97,0
-0.09439,1.2105,-0.081305,-4.0252e-21,1116,5.0613,3.2202,0
-0.045808,1.0884,-0.14737,-3.5184e-21,1201,6.7218,3.7739,0
0.0081581,0.93902,-0.090608,4.0401e-21,1247,9.1598,4.08,0
0.030376,0.8954,0.043451,7.5857e-22,1251,11.109,4.08,0
-0.030003,1.0706,-0.093983,2.2405e-21,1321,6.7218,4.7572,0
0.028877,0.98305,0.090257,0,1333,12.196,4.7572,0
-0.08618,1.1131,0.14518,3.0347e-20,2145,-4.3934e-16,3.1819,0
-0.059646,1.0966,0.11647,-1.5397e-20,2175,-4.2301e-16,3.807,0
-0.045525,1.0875,0.0991,-7.9616e-21,2195,-4.1015e-16,4.2993,0
0.10628,0.89553,0.26387,4.1121e-20,2456,-1.5845,1.5845,0
0.091563,0.84257,0.43134,-4.6313e-20,2468,-1.1532,1.1532,0
-0.02029,0.87499,0.56969,-4.6312e-20,2475,-0.89178,1.0442,0
-0.088718,0.79488,0.6122,-6.3475e-21,2479,-0.78951,0.92446,0
-0.15714,0,0,0,2484,-0.64945,0.76041,0
-0.031622,0.9496,0.48342,6.5615e-20,2499,-0.90709,1.2487,0
-0.14887,1.0064,0.55335,8.7551e-21,2522,-0.71792,1.1717,0
-0.31877,0,0,0,2527,-0.5225,0.85264,0
-0.012956,1.0195,0.26032,-1.5185e-20,2533,-1.0726,2.1054,0
-0.29916,0.95878,0.52502,-1.3654e-20,2545,-0.5522,1.0838,0
-0.43763,0,0,0,2569,-0.38268,0.92388,0
-0.30155,1.1483,0.4632,6.2516e-21,2585,-0.42475,1.3071,0
-0.39602,0.99409,0.4159,-5.479e-20,2587,-0.37591,1.1568,0
-0.52118,0,0,0,2632,-0.15643,0.98769,0
-0.14895,1.1478,0.22986,-5.3619e-20,2639,-0.17623,2.2362,0
-0.22543,1.1957,0.28678,-1.026e-20,2643,-0.14304,1.8155,0
-0.38833,1.1707,0.31845,-1.3816e-19,2648,-0.10781,1.369,0
-0.46314,0.89446,0.22107,2.682e-20,2650,-0.095424,1.212,0
-0.4915,0.64534,0.13878,5.3708e-20,2651,-0.089562,1.1377,0
0.24715,0.77415,-0.01515,-6.0987e-22,2660,-2.5997,0,0
0.31128,0.68605,-0.019318,4.6255e-22,2668,-2.1297,0,0
0.41296,0.51439,0.037484,-4.7042e-20,2679,-1.6271,0.12817,0
0.48478,0.34925,-0.031418,-3.5357e-22,2684,-1.3725,0,0
0.52536,0.20258,-0.033495,-9.7343e-21,2688,-1.2153,0,0
0.55977,0.049426,-0.021522,1.4425e-23,2692,-1.0692,0,0
0.57,0,0,0,2695,-1,0,0
0.46744,0.36861,0.13801,4.0709e-20,2711,-1.3568,0.21499,0
0.51821,0.14258,0.15944,-1.9513e-20,2714,-1.1273,0.17859,0
0.54399,0,0,0,2716,-0.98769,0.15643,0
0.38377,0.54456,0.15978,-8.065e-20,2729,-1.5885,0.38151,0
0.21091,0.81327,0.090583,-7.2173e-21,2740,-2.6029,0.84595,0
0.30703,0.66995,0.16267,2.223e-20,2747,-1.8296,0.59459,0
0.35769,0.57121,0.21608,6.1583e-20,2750,-1.5541,0.50503,0
0.40633,0.43289,0.29312,-6.1938e-20,2753,-1.3071,0.42475,0
0.43479,0.21766,0.32973,8.7777e-20,2756,-1.0857,0.35279,0
0.45179,0,0,0,2758,-0.95106,0.30902,0
0.28601,0.64425,0.31395,-2.1258e-20,2792,-1.456,0.74178,0
0.30237,0.33281,0.46137,-1.721e-19,2798,-1.0172,0.51827,0
0.30585,0,0,0,2800,-0.89101,0.45399,0
0.2121,0.77508,0.24785,-3.7909e-21,2809,-1.7284,1.0589,0
0.24219,0.68887,0.3539,2.2783e-20,2813,-1.393,0.85347,0
0.24921,0.59626,0.47214,5.4051e-20,2816,-1.1717,0.71792,0
0.13748,0.47019,0.54062,2.2704e-19,2840,-0.92341,0.67086,0
0.12555,0,0,0,2842,-0.80902,0.58779,0
0.11621,0.91229,0.15949,2.2849e-20,2844,-2.2843,1.9505,0
0.14385,0.78913,0.41301,-3.998e-20,2855,-1.2411,1.0599,0
0.11728,0.73287,0.54304,-1.5534e-20,2858,-1.0442,0.89178,0
0.1369,0.90576,-0.0074842,-5.5311e-22,2912,-4.3358,0,0
0.16747,0.87079,0.019556,-6.2067e-21,2951,-3.5732,0.46918,0
0.16074,0.8772,0.0482,-1.1983e-20,3011,-3.47,0.92747,0
0.06974,0.97443,0.074,2.7525e-21,3372,-3.8187,3.4878,0
0.0068521,1.0338,0.10868,3.5422e-22,4180,-1.5637,4.1771,0
-0.43005,0,0,0,4394,0.64945,-0.76041,0
-0.48033,0,0,0,4402,0.45399,-0.89101,0
-0.52747,0,0,0,4406,0.30902,-0.95106,0
-0.57752,0,0,0,4410,0.15643,-0.98769,0
-0.54568,0.80202,-0.11527,-1.976e-20,4436,0.095424,-1.212,0
-0.43463,0.27637,-0.0047109,1.8437e-20,4441,0.67593,-1.1031,0
-0.44036,0.58192,-0.017761,1.0712e-20,4453,0.62391,-1.2246,0
-0.47933,1.2329,-0.2756,1.5852e-19,4459,-8.2717e-17,-1.3725,0
-0.4267,1.1797,-0.12609,-3.7242e-20,4477,0.47729,-1.4687,0
-0.39131,0.41281,-0.038045,-1.6674e-21,4483,1.1532,-1.1532,0
-0.4049,0.93545,-0.04271,-1.0739e-20,4485,0.85347,-1.393,0
-0.30351,1.289,-0.2596,-3.38e-20,4514,-1.8199e-16,-1.8196,0
-0.21709,1.2289,-0.20222,6.689e-20,4558,-2.7552e-16,-2.2408,0
-0.36159,1.3032,0.00055684,6.9834e-21,4559,1.5316,-1.7937,0
-0.31053,1.3043,0.094206,-1.5271e-20,4615,2.1213,-2.1213,0
-0.39392,0,0,0,4627,0.98769,-0.15643,0
-0.40604,0,0,0,4631,0.95106,-0.30902,0
-0.40947,0,0,0,4635,0.89101,-0.45399,0
-0.41401,0,0,0,4641,0.76041,-0.64945,0
-0.40117,-0.02865,-0.15601,1.8592e-20,4646,1.0857,-0.35279,0
-0.40883,-0.032971,-0.04983,1.1406e-20,4651,0.86777,-0.74111,0
-0.39172,-0.024483,-0.24023,5.2622e-21,4653,1.201,-0.19028,0
-0.40047,-0.032243,-0.15086,-3.509e-21,4657,1.0838,-0.5522,0
-0.39879,-0.021419,-0.24821,4.9558e-22,4664,1.2306,-0.39989,0
-0.39875,0.0016641,-0.073092,3.9202e-21,4669,0.98326,-0.83971,0
-0.39572,0.00016107,-0.20321,-4.3834e-22,4675,1.2246,-0.62391,0
-0.39899,-0.029805,-0.3052,-3.3894e-20,4680,1.4391,-0.22804,0
-0.40244,0.00675,-0.28364,9.8528e-21,4682,1.3864,-0.45054,0
-0.38994,0.10577,-0.077466,-1.408e-21,4687,1.1075,-0.94578,0
-0.42291,-0.066468,-0.28755,-4.3422e-20,4715,1.8155,-0.14304,0
-0.42918,0.27826,-0.16228,-1.4901e-20,4729,1.7142,-0.87328,0
-0.47885,0.048602,-0.21929,9.2106e-21,4743,2.1071,-0.33402,0
-0.48231,0.24299,-0.17762,-2.5269e-20,4745,2.0308,-0.65999,0
-0.45693,0.42722,-0.10463,-5.4216e-20,4747,1.9027,-0.96929,0
-0.42782,0.71847,-0.02347,-1.8132e-20,4749,1.7261,-1.2538,0
-0.5314,0.4112,-0.042053,1.2261e-20,4772,2.3614,-0.76747,0
-0.54292,0.47662,0.017501,-2.5964e-20,4781,2.4799,-0.80599,0
-0.49297,0.91604,0.30811,-3.8409e-20,4818,2.9753,-1.1514,0
-0.48114,0.35435,0.39222,1.1602e-19,4825,3.3622,-0.47016,0
-0.38645,1.1845,0.30987,-2.4946e-20,4830,2.9641,-1.5704,0
-0.32216,1.2739,0.20583,-2.6619e-20,4832,2.6869,-1.9499,0
-0.37487,0.56951,0.53579,4.0226e-21,4846,3.7419,-0.70079,0
-0.33134,1.0245,0.43679,-1.5182e-20,4849,3.5057,-1.3635,0
-0.26573,0.23635,0.61002,4.8584e-20,4864,4.2628,-0.23492,0
-0.25131,0.53684,0.57455,5.3704e-20,4866,4.1971,-0.69968,0
-0.23091,0.81496,0.50419,-2.5747e-21,4868,4.0596,-1.1477,0
-0.21945,1.0065,0.40845,2.5152e-20,4870,3.8541,-1.5676,0
-0.18058,0.31791,0.59152,-5.759e-20,4885,4.728,-0.4678,0
-0.12542,0.79933,0.41775,-2.9747e-20,4889,4.4592,-1.3602,0
-0.13889,0.99487,0.30832,-1.5581e-21,4892,4.0873,-1.9478,0
-0.091106,0.63506,0.42192,3.9506e-21,4898,4.812,-1.1452,0
-0.081882,0.43878,0.44369,2.6636e-20,4907,5.1561,-0.92345,0
-0.10664,0.26714,0.43808,-4.4815e-20,4916,5.492,-0.6965,0
-0.027344,0.76973,0.24284,5.0023e-20,4921,5.0459,-1.7602,0
-0.032766,0.39288,0.31381,2.4103e-20,4928,5.6516,-1.1424,0
-0.11256,0.28634,0.16473,5.6238e-20,4936,6.08,-0.69506,0
0.012797,0.54068,0.1861,1.9944e-20,4940,5.762,-1.5616,0
-0.070646,0.3229,0.054587,-1.0514e-19,4947,6.3357,-0.91989,0
0.030519,0.57487,0.11046,-3.9369e-21,4951,5.9608,-1.7579,0
-0.079414,0.62561,-0.49682,-1.5947e-21,4986,7.7527,-0.69096,0
-0.095265,0.68108,-0.54323,-5.1471e-22,5005,8.5472,-0.46122,0
-0.06731,0.65367,-0.51621,-4.658e-21,5008,8.3977,-1.1332,0
-0.039378,0.69636,-0.44783,3.008e-20,5021,8.5295,-1.7514,0
-0.13262,0.70108,-0.49607,-4.6387e-21,5027,9.2813,-0.91101,0
-0.19315,1.0103,0.10672,2.9096e-20,5059,10.499,-1.3395,0
-0.13347,0.88964,0.43317,-2.0602e-21,5075,11.684,-0.45582,0
-0.11719,1.1138,0.35745,1.4726e-20,5081,11.32,-1.7443,0
-0.077711,0.87375,0.46045,-1.001e-21,5095,12.738,-0.454,0
-0.017384,0.93653,0.090569,-9.2718e-21,5561,5.0613,-2.97,0
0.00051288,0.91587,0.060888,-6.8148e-22,5591,5.3695,-2.97,0
0.016526,0.90089,0.025143,5.5717e-21,5621,5.6893,-2.97,0
0.0072991,0.95241,0.01203,-5.9106e-21,5623,5.6893,-3.4878,0
0.047868,0.92607,-0.14967,3.6464e-21,5741,7.0919,-2.97,0
0.016211,1.0339,-0.052302,6.7358e-22,5746,7.0919,-4.4072,0
0.011208,1.0413,-0.039195,-1.9637e-21,5747,7.0919,-4.7572,0
0.0010311,1.0514,-0.013216,-7.4383e-22,5750,7.0919,-5.9596,0
0.031983,0.99755,-0.20336,-1.6845e-21,5801,7.874,-2.97,0
0.023019,1.0773,-0.10719,-1.1891e-21,5804,7.874,-3.7739,0
-0.057189,1.0818,-0.17441,-2.3807e-21,5889,9.1598,-2.5172,0
-0.0012412,1.157,-0.023119,1.447e-21,5895,9.1598,-4.08,0
-0.097523,1.2359,0.089487,-5.0331e-22,5949,10.099,-2.5172,0
-0.030692,1.2132,0.072062,6.5771e-21,5953,10.099,-3.4878,0
0.00040475,1.1031,0.03692,-1.0237e-21,5958,10.099,-5.1314,0
-0.047291,1.1689,0.20832,-7.8856e-21,6011,11.109,-2.97,0
-0.011577,1.115,0.11592,-3.9661e-22,6015,11.109,-4.08,0
-0.028884,1.0458,0.25692,-2.0471e-20,6070,12.196,-2.736,0
0.0034944,1.0411,0.10303,0,6077,12.196,-4.7572,0
0.0081838,1.0355,0.059791,-5.3157e-22,6080,12.196,-5.9596,0
-0.1192,1.139,-0.22338,7.0289e-20,6745,-0.57975,-2.4134,0
0.046634,0.96718,-0.27268,-4.9652e-20,6748,-1.5316,-1.7937,0
0.07186,0.90987,-0.36421,-7.3383e-20,6789,-1.3571,-1.3571,0
0.049154,0.88707,-0.46891,4.9069e-20,6819,-1.1532,-1.1532,0
-0.039682,0.8301,-0.65213,5.9437e-20,6859,-0.91393,-0.91393,0
-0.19573,0.98375,-0.64062,8.4726e-20,6860,-0.76021,-1.0465,0
-0.44358,1.0589,-0.5071,-1.8386e-20,6873,-0.46551,-1.1238,0
-0.54358,1.0288,-0.30669,5.3325e-20,6876,-0.19028,-1.201,0
-0.61295,0.36708,-0.066265,-4.6689e-20,6897,-0.083909,-1.066,0
-0.24666,0,0,0,6898,-0.64945,-0.76041,0
-0.41797,0,0,0,6901,-0.5225,-0.85264,0
-0.54223,0,0,0,6903,-0.38268,-0.92388,0
-0.6239,0,0,0,6906,-0.15643,-0.98769,0
-0.62517,0,0,0,6907,-0.078459,-0.99692,0
0.11997,0.90952,-0.17826,-1.8442e-20,6923,-2.3204,-1.6853,0
0.20133,0.82482,-0.11712,6.5425e-21,6929,-2.6029,-0.84595,0
0.31571,0.66258,-0.16188,-5.6202e-21,6991,-1.87,-0.44916,0
0.23227,0.74733,-0.27699,-3.9012e-21,6994,-1.7142,-0.87328,0
0.15665,0.8239,-0.3314,4.914e-20,6996,-1.5553,-1.1297,0
0.40842,0.519,-0.089727,4.3744e-20,7016,-1.6271,-0.12817,0
0.33972,0.58955,-0.26604,-5.8026e-20,7019,-1.5541,-0.50503,0
0.21349,0.69484,-0.4375,6.217e-20,7031,-1.3165,-0.80663,0
0.45542,0.37908,-0.2002,-3.8863e-20,7044,-1.3568,-0.21499,0
0.39254,0.39502,-0.38524,-5.5061e-20,7055,-1.2306,-0.39989,0
0.19896,0.59078,-0.57179,9.6054e-20,7058,-1.1031,-0.67593,0
0.041497,0.7491,-0.63835,1.0497e-19,7060,-0.98326,-0.83971,0
0.50166,0.15232,-0.22078,2.6866e-20,7071,-1.1273,-0.17859,0
0.33552,0.17665,-0.3279,-1.4261e-19,7083,-0.98812,-0.40929,0
0.52582,0,0,0,7089,-0.98769,-0.15643,0
0.47839,0,0,0,7090,-0.97237,-0.23345,0
0.15715,0,0,0,7094,-0.85264,-0.5225,0
-0.046839,0,0,0,7096,-0.76041,-0.64945,0
0.16437,0.87438,-0.038973,5.5133e-21,7368,-3.5732,-0.46918,0
0.14772,0.89122,-0.080176,1.8095e-20,7371,-3.3916,-1.1488,0
0.060115,0.98335,-0.07173,-3.0375e-21,8062,-4.1311,-3.4878,0
-0.034033,1.0705,-0.11484,1.3656e-20,8451,-1.1464,-3.8396,0
-0.081317,1.1146,-0.098976,2.3812e-20,8570,-0.23491,-3.8016,0
-0.058698,1.0931,-0.072252,-4.3294e-21,8573,-0.23383,-4.5663,0
