"p","U:0","U:1","U:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.32534,0,0,0,82,0.70711,0.70711,0
-0.31806,-0.018135,0.03468,-3.6631e-20,87,0.85936,0.85936,0
-0.3132,0.13173,0.026442,2.8695e-20,92,0.89178,1.0442,0
-0.28549,0.55162,0.051169,-4.1484e-21,101,1.2866,1.2866,0
-0.27206,1.2351,0.072291,-4.7163e-22,112,1.5316,1.7937,0
-0.2469,1.311,0.036409,-5.1542e-21,120,1.8605,2.1789,0
-0.33352,0.050805,0.019058,-8.1288e-21,126,0.71472,0.98382,0
-0.36073,0,0,0,145,0.5225,0.85264,0
-0.3313,0.35806,0.0218,-2.1855e-20,149,0.71792,1.1717,0
-0.28334,1.1693,0.10714,-4.7297e-20,155,1.0047,1.6399,0
-0.35815,0.18949,0.0070519,1.9587e-20,168,0.5522,1.0838,0
-0.35489,0.64742,0.052001,-1.1898e-20,191,0.52598,1.2698,0
-0.42107,0,0,0,208,0.30902,0.95106,0
-0.3913,0.3932,0.018076,4.8004e-20,210,0.37591,1.1568,0
-0.29932,1.2512,0.17925,9.3753e-21,216,0.5338,1.6426,0
-0.40961,0.50901,0.039004,7.6408e-20,231,0.28397,1.1826,0
-0.37814,0.92099,0.1247,-4.0521e-20,233,0.32087,1.3362,0
-0.2741,1.2885,0.20807,-5.493e-20,238,0.42578,1.7727,0
-0.46109,0.47992,0.054389,-3.1549e-20,272,0.089562,1.1377,0
-0.41817,0.95131,0.1777,6.6626e-21,274,0.1015,1.289,0
-0.50754,0,0,0,292,0,1,0
-0.34645,0,0,0,313,1,0,0
-0.34305,-0.034433,0.10056,-4.3022e-21,319,1.212,0.095424,0
-0.35246,-0.058426,0.11077,1.4303e-20,320,1.2925,0,0
-0.35438,-0.098999,0.16665,3.361e-20,324,1.4555,0,0
-0.34356,-0.083112,0.19029,1.284e-20,325,1.4519,0.11435,0
-0.34852,-0.12508,0.28778,6.6548e-21,333,1.8155,0.14304,0
-0.36804,-0.18312,0.3528,-9.6724e-21,338,2.1297,0,0
-0.39692,-0.1271,0.37662,4.1656e-21,348,2.7283,0,0
-0.33542,0,0,0,355,0.98769,0.15643,0
-0.35361,-0.035156,0.3342,6.8727e-21,367,2.1071,0.33402,0
-0.33003,-0.027883,0.11722,-5.7525e-21,378,1.1826,0.28397,0
-0.32872,-0.035361,0.1528,-9.0927e-21,379,1.258,0.30208,0
-0.32609,-0.043457,0.20946,-4.1022e-21,381,1.4172,0.34035,0
-0.31689,0.035315,0.26218,2.5993e-20,406,1.7344,0.56364,0
-0.34225,0.18618,0.26787,9.3561e-21,410,2.137,0.69452,0
-0.38623,0.35986,0.21458,6.2919e-20,413,2.4799,0.80599,0
-0.40436,0.42737,0.18224,-8.83e-21,414,2.6029,0.84595,0
-0.32458,0,0,0,418,0.92388,0.38268,0
-0.31891,0.21384,0.22887,1.5695e-20,430,1.973,0.81724,0
-0.31632,-0.029307,0.085958,6.7516e-22,441,1.0838,0.5522,0
-0.30447,-0.0068725,0.15369,-2.5046e-20,444,1.2989,0.66178,0
-0.32562,0.43388,0.15314,-2.0056e-20,453,2.1054,1.0726,0
-0.31899,0,0,0,460,0.85264,0.5225,0
-0.2864,0.16457,0.14034,4.7549e-21,469,1.5546,0.95244,0
-0.31272,-0.034342,0.055201,-6.1884e-21,483,0.98382,0.71472,0
-0.30259,-0.011566,0.077911,1.6516e-20,485,1.1114,0.8074,0
-0.29128,0.53602,0.085918,1.8458e-20,493,1.7261,1.2538,0
-0.46495,0.13537,0.18146,-3.1314e-20,523,3.187,0.23587,0
-0.42134,0.14298,-0.089615,4.1379e-20,528,3.8141,0,0
-0.36366,0.26211,-0.34259,3.7494e-20,532,4.2681,0,0
-0.40098,0.41061,-0.39271,-3.098e-20,533,4.2628,0.23492,0
-0.19287,0.42701,-0.60524,7.0264e-22,540,5.282,0,0
-0.16443,0.51142,-0.60171,-3.2594e-20,543,5.5544,0.23377,0
-0.13672,0.44158,-0.57239,-3.736e-21,547,6.1409,0.23326,0
-0.16416,0.37962,-0.54195,1.0514e-19,548,6.4555,0,0
-0.20707,0.55927,-0.0082822,-9.5345e-20,554,7.4555,0,0
-0.12361,0.71461,0.44412,1.688e-20,561,8.5669,0.23111,0
-0.086993,0.77087,0.51561,-3.9863e-21,565,9.382,0.23039,0
-0.094893,0.72213,0.48229,-3.9539e-21,570,10.726,0,0
-0.16338,0.84896,-0.22193,1.6207e-20,626,12.738,0.454,0
-0.4234,0.72928,-0.44155,-6.4408e-20,641,4.1971,0.69968,0
-0.30262,0.75263,-0.57704,8.9345e-20,643,4.6868,0.69847,0
-0.091621,0.50695,-0.46863,-1.9717e-20,649,6.3905,0.6943,0
-0.11017,0.4775,0.025617,4.655e-22,653,7.7527,0.69096,0
-0.16706,0.78952,0.26266,-4.6088e-21,662,11.654,0.68139,0
-0.48129,0.69627,-0.044941,-2.6648e-21,675,3.2568,0.92918,0
-0.48079,0.80943,-0.24247,1.9654e-21,677,3.6808,0.9279,0
-0.18313,0.79917,-0.55991,-1.0215e-20,683,5.1561,0.92345,0
-0.44346,0.80158,-0.0090795,4.0176e-20,712,2.9753,1.1514,0
-0.39278,1.014,-0.42667,-1.6712e-21,717,4.0596,1.1477,0
-0.074563,0.70443,-0.41995,1.9926e-20,724,5.9526,1.1414,0
-0.048279,0.68999,0.43673,1.1584e-20,733,9.2192,1.1304,0
-0.27171,1.0604,-0.48142,3.4574e-20,757,4.4592,1.3602,0
-0.13093,0.88151,-0.46184,-3.166e-20,760,5.2716,1.3574,0
-0.023775,0.49232,-0.22436,7.2975e-22,766,7.19,1.3508,0
-0.027828,0.53562,0.17457,-3.1231e-20,769,8.319,1.347,0
-0.08276,0.78442,0.49336,-5.2391e-20,774,10.499,1.3395,0
