epoch,error u,error v,error w,error p
46000,0.004131248777518317,0.0038612287661735885,0.0032515298563616127,0.5462203499882202
47000,0.0055406593001705905,0.004962652022776451,0.003268786901771406,0.5462499563549794
48000,0.005016540431614661,0.00607215640813173,0.0035824095263603797,0.5462345973249763
49000,0.0050511551730815845,0.004099117504235258,0.0038296881809931544,0.546251018021455
50000,0.004786193795332322,0.004409060396009724,0.0029559925847161563,0.5462360178565868
51000,0.003954481255953489,0.0033148311951745734,0.0025799845767876628,0.5461669639567445
52000,0.004116482766293803,0.004657449708340903,0.002730040229307081,0.5462912971498269
53000,0.003426387105916996,0.0028565243981522465,0.0024037474308970332,0.5462299787516304
54000,0.005214955080502666,0.0036575219121378027,0.0023957404401660433,0.5463237501546839
55000,0.005207336744832099,0.004069715121753547,0.0026559390685824873,0.5462883985543538
56000,0.005859276264138888,0.004915374553230417,0.004153707771246383,0.5463098675359627
57000,0.005012603502965927,0.005575723546669298,0.00373259681670074,0.5463027943718057
58000,0.010202580028978923,0.00633926627651811,0.004661089777647657,0.5463687107247537
59000,0.004076002369796552,0.0042158178742353405,0.002696335218643066,0.5462249204361188
60000,0.004584964277430663,0.0046590508921889135,0.003421992687712513,0.546198326321529
61000,0.0038364328479337517,0.0031797533300155748,0.00518447586854052,0.5462690310736388
62000,0.0037892148431933398,0.002884517450578499,0.002069795580147361,0.5462135846911842
63000,0.0040401726424932685,0.003177056692652422,0.0022147215124228552,0.5462290705025051
64000,0.003704550632029863,0.002903312324333167,0.0023189132366446654,0.5461925496336181
65000,0.0037449597045678155,0.004010948930023795,0.0023151245822088207,0.5461533051535767
66000,0.0042291950735784175,0.003956818582757649,0.002232509851199826,0.5461770252209943
67000,0.0034635826708912677,0.004024606465602402,0.0032669076171681914,0.5461826169400712
68000,0.004443961282972275,0.0043775113852484344,0.0034127467751824685,0.5462562645039897
69000,0.004883511591365906,0.0041025434406856244,0.003106393457093833,0.5462407723918272
70000,0.0037918316571288555,0.004102638796085637,0.004398055753665965,0.5462253589429288
71000,0.0033658203127643897,0.005820397809868661,0.001929335411049138,0.5461677557457981
72000,0.004085298994130986,0.003649048887136576,0.0020592252159523277,0.5462143905224272
73000,0.003468116500839288,0.0031474417752468268,0.002147941006774256,0.5461891360887297
74000,0.003392681534627335,0.0036535471104973986,0.0025007821971211627,0.5461870119841409
75000,0.003567073486542286,0.0030389754665607074,0.0019325883383718798,0.546180257595014
76000,0.004912860546019809,0.003720852894046359,0.002621517183945977,0.5462334786173924
77000,0.0039144631674163,0.003262348773361477,0.0023026581485647442,0.5462494895948964
78000,0.0035391059565196372,0.0033814319826017247,0.0019711739256014953,0.5462187052813162
79000,0.005866452121553492,0.005109770028496938,0.003559067077335653,0.5462637385241635
80000,0.004312403452199282,0.005665316202262018,0.0031737369244428703,0.5461715508762313
81000,0.003093886861975794,0.002609917242438155,0.0022043035259953795,0.5461835244676125
82000,0.0033745051988480212,0.0029954349933284494,0.0023926343730982205,0.5462264823256217
83000,0.003226350769953634,0.003276270089868658,0.0022063503073887895,0.5461529395282206
84000,0.0031469976576083383,0.0027265167317120304,0.0019537577177100494,0.5462188192958809
85000,0.0035323263575103023,0.0031799460571130243,0.0027633765715966074,0.5462505811596434
86000,0.0033988068982014944,0.003358373519808851,0.003516238931526928,0.5461918035681363
87000,0.003667167093977874,0.003783180155046026,0.002383734746113606,0.5461610440572471
88000,0.0035549888768727127,0.00289803903614486,0.0029427041057468227,0.5461965677137829
89000,0.003627140151505303,0.003699907427485353,0.002761520348651575,0.5462106452116822
90000,0.004861548807136407,0.003368335495714354,0.002280885680573732,0.5462163252400043
91000,0.003530330764345962,0.0030310432459545863,0.003973696552929941,0.5461662886793162
92000,0.0029693382478382596,0.0031550254243190054,0.002142870289951322,0.5461564526161862
93000,0.00407644029020603,0.004089605892875848,0.002038465666782189,0.5462117936646673
94000,0.003292900701518518,0.0033541296654718326,0.00210442360060979,0.5462472900702233
95000,0.007844527289540867,0.004166164243283869,0.003580004889765817,0.5463303467848329
96000,0.003203387964336059,0.0029502541678977263,0.001963613813655425,0.5461925586123103
97000,0.0031719357234015265,0.0033343897718856002,0.0024456239542386665,0.546196415816866
98000,0.014981362862362792,0.00568856382378896,0.0034245622508262026,0.5463205891313624
99000,0.004012116824996442,0.004504341584197864,0.003278255336486365,0.5462043403839641
100000,0.0052540604558368245,0.005392986537579558,0.002822018999912421,0.5462452519626073
101000,0.0034323843631345555,0.004219389309894438,0.00237117787492025,0.5462263642398678
102000,0.003005901948663752,0.003100468496022519,0.0028907657423632043,0.5461501881294761
103000,0.0036836308084842112,0.003765510780831411,0.0020485537021131244,0.5462412230909884
104000,0.003144733064327733,0.003261087951180349,0.0022978553847308927,0.5461641707021022
105000,0.00287211398142896,0.002885003522450818,0.002022339333457293,0.5461699762830738
106000,0.00357520516652523,0.003208627210609252,0.0020041163753367944,0.5461619591253064
107000,0.006389180017727957,0.003586275692259538,0.0020970393713441713,0.5462288910415629
108000,0.0041236723330885655,0.005017943298546003,0.0028098418420426357,0.5462481827385697
109000,0.0035695179767113623,0.00312003204549576,0.00227520983578717,0.5463126945353638
110000,0.003902366587364791,0.003748841587102131,0.0024034507479914844,0.5462329900077235
111000,0.005079411393611484,0.002953765688654916,0.0025758235593727912,0.546221253871293
112000,0.0029509558043215047,0.0025634868210390052,0.0018883899122726607,0.5462059417583552
113000,0.0032594980443143035,0.003435980199184477,0.0036492985304407235,0.5462315521193419
114000,0.0031253213558847955,0.0041965245360443305,0.0031412451532050628,0.5462118565365685
115000,0.002818517051940125,0.002726987067181957,0.0019523098670366972,0.5461977874802624
116000,0.0031563918094276947,0.0031880523033985977,0.0018832555109579401,0.5462008221585597
117000,0.0030153834126444034,0.0030246028755851638,0.001803910710250187,0.5462595368704001
118000,0.0033756562547484245,0.00310742639827199,0.002068640276415859,0.5461934027139825
119000,0.0035299945455085848,0.0034937123856583477,0.0034415231125312514,0.5462023218730224
120000,0.0033076359617451537,0.003742835226515566,0.002216071403594769,0.5462135828246258
121000,0.0034890455289454617,0.0038921099973162248,0.0033445646590128187,0.5461803172677556
122000,0.0028404338201523105,0.0027031603103560673,0.0017506412977905178,0.5461806584695859
123000,0.002995738419697435,0.0032066706586932206,0.0019736545006223904,0.546223708716398
124000,0.00286147900045048,0.0028681024653866177,0.0024783725888932965,0.5462220438663002
125000,0.003352899885480906,0.003194084782852817,0.0019066480282699447,0.5462446029456494
126000,0.003146181606545641,0.002787360404413412,0.0023926857579511032,0.5461910460045885
127000,0.00306597805998117,0.0031357488625357245,0.0021689319285771586,0.5461896229572014
128000,0.003001783538667306,0.0037318314556084166,0.0020795902495326247,0.5462020508701854
129000,0.0029825546340041453,0.003110349935215399,0.0027879709733790686,0.5462022724806569
130000,0.003050159036373345,0.002936033490007299,0.0029162526058145646,0.5461856964515318
131000,0.004318833434120279,0.004534512027048626,0.002157986195334009,0.5462551268469722
132000,0.003173466671086871,0.0039043362337658413,0.0020455436456784113,0.5462059866148538
133000,0.003598889344076714,0.003325696805682819,0.00260900526591247,0.546188775594938
134000,0.003783369450979358,0.00415043310986118,0.0020400571241571,0.5462425059333798
135000,0.003042481743375958,0.0029575907452308895,0.0024270867995995963,0.5461914594774164
136000,0.003428276011150079,0.0033931801235543156,0.0021715071321058983,0.5461824390831723
137000,0.0033094160330715567,0.0036651500179788665,0.0021499605271741015,0.546233256083882
138000,0.0034552223422060196,0.0033106472772349337,0.002017660579341855,0.5462034285607723
139000,0.004078151630514988,0.003906307006191183,0.0024148864074159545,0.5462488831408631
140000,0.006948174098583469,0.00430540962908558,0.002535891053613072,0.5462735704565265
141000,0.004296732025389442,0.0036405335289695787,0.0023363427253398467,0.5461940731657706
142000,0.003408651002625897,0.0036310199327384027,0.0024588794159304253,0.5462392209569966
143000,0.002984236775501895,0.003419307555816921,0.0023518001195147738,0.5461918201885909
144000,0.0030533790863023803,0.002790257447282974,0.0022385152895223084,0.5461997057896952
145000,0.002800779339481274,0.0027044285256500743,0.0025602284009392266,0.5461890101340339
146000,0.003251407752450948,0.0031048258192173384,0.0019912405733619317,0.5462008714905737
147000,0.003611915383546586,0.004984260184673412,0.0023330653524225686,0.5462459981968901
148000,0.004553245756696919,0.004263718447915992,0.002938981091907484,0.5463346749377895
149000,0.0035902999109702263,0.0034056538506572706,0.0023751029814648565,0.5461835710628538
150000,0.003223436653267362,0.0035783789259646423,0.003354850255622622,0.5462116234854505
151000,0.004261202695530315,0.0030153926943587567,0.0032536404391906694,0.5461965012621316
152000,0.0028142764352236576,0.003376353705990756,0.001810441994470977,0.5462025009593146
153000,0.004163095360336587,0.0029737423106500826,0.002158266484596087,0.546193585917508
154000,0.0031340899531541212,0.002653353477700359,0.0017825948206388173,0.546204641961734
155000,0.0027262042328790232,0.0028528412206408494,0.0028159480623217723,0.5462137480509474
156000,0.003300661752680092,0.003183120460535415,0.0019703169178003784,0.5462501701367066
157000,0.0030936395428036553,0.002881022115424986,0.0018001517831824142,0.5461819303834877
158000,0.003660659808843869,0.0033647427305996116,0.0021274156877412655,0.5462496546184691
159000,0.003117054916081629,0.002955498674538807,0.0019457076084718626,0.5462055631844925
160000,0.0030936603740853914,0.0028308910181730107,0.002653598574745169,0.5461970067386558
161000,0.0032238130471169326,0.00294214991509351,0.0018253354002660284,0.5462075427340303
162000,0.0035275505821489275,0.002879275154528639,0.00197464255867185,0.5462636319738458
163000,0.0028000623752029437,0.0025935976064427892,0.0017011637150519156,0.5461987023690437
164000,0.004516310081923905,0.003623818410290925,0.002185426737686419,0.5462167795647577
165000,0.002994956535809948,0.003281859910591212,0.0020463288097558254,0.5461905263378444
166000,0.0029103134776931987,0.0030852121479707398,0.002457401438843853,0.546161671426177
167000,0.0027952138004235347,0.002924861250943172,0.0017486085036245336,0.5462025612025997
168000,0.0029006858156649484,0.003052255863567455,0.0019782008672719208,0.5461908020697595
169000,0.00285426624467718,0.002783668807052022,0.0017452655611127587,0.546201243465062
170000,0.0035151835980910453,0.0037731676694149566,0.0019804889617688628,0.5461953604096271
171000,0.00305441077070409,0.0034527370405403783,0.004783510713619434,0.5462014618125329
172000,0.002794034239290906,0.0030177629576385394,0.0018746232560698513,0.5461822726625583
173000,0.002914992143971908,0.0027656741700835246,0.0017423321030445463,0.5462150785607981
174000,0.002812259066486422,0.002707664813824896,0.0016697686451604037,0.5461713520059024
175000,0.002810508708132183,0.002769617443283784,0.0016745112469961324,0.5461814905529819
176000,0.003051744072719187,0.002739459852140146,0.001784399091908291,0.5462395308460589
177000,0.002924440470988173,0.002765436820078797,0.0017965791262774748,0.5461881136788395
178000,0.003614514586437666,0.003612900192548809,0.002251094555839449,0.5462220126329108
179000,0.0028727539276784276,0.0027835085766133244,0.0017709507664530285,0.5462287941376303
180000,0.0034334733976316735,0.00338087194825232,0.0023948203357079113,0.5461952160507814
181000,0.003421491309859698,0.004391356913533577,0.002224695096048921,0.5461777711512162
182000,0.0027746707311965863,0.004245199794333516,0.0024559469626000054,0.5461841742269338
183000,0.005062772782936171,0.0026888811469043183,0.0021853772964070743,0.5461781000045867
184000,0.003469091264391859,0.0027165205878136116,0.0017598686481586675,0.5461823602944046
185000,0.003136097980233609,0.002782296832480243,0.0019879925468865387,0.546191387287687
186000,0.0028536091247182895,0.002778506825871505,0.0016209562370732991,0.546201651616422
187000,0.0028332954696337212,0.0028997375945640446,0.0022551060813553736,0.5462214946323914
188000,0.0031799689483687343,0.002992787899181074,0.0019038541025223612,0.5461907854488237
189000,0.002972076515865889,0.0033593487489689813,0.002953930658790255,0.546192566468373
190000,0.004123163944641089,0.004570529119193291,0.0032718466518301854,0.5462034538690038
191000,0.003557498639633564,0.003145533950796762,0.0019546621462429936,0.5461896819042772
192000,0.002773178519363885,0.002515305240624015,0.0018400977345645719,0.5461865276242709
193000,0.002793923005649056,0.002655260756082713,0.002513220830631754,0.5461973930786058
194000,0.0027644582282807828,0.0026190274015477325,0.0017678306309159813,0.5462089645915238
195000,0.0028050446641957505,0.002574463442231579,0.002032159684679353,0.5462229654340126
196000,0.0027984203976364067,0.0027934258263791196,0.001894985928478891,0.5461748944648774
197000,0.0035113846298933465,0.0032976601634534804,0.0020458048463243782,0.546209991537621
198000,0.002937795383558906,0.0027438239774879246,0.0017100779905749382,0.5461783013511587
199000,0.0036985955179711615,0.003289535177979946,0.0022282663187269116,0.5461860246827763
200000,0.003253335955072084,0.0031281320499435042,0.0025295430128059867,0.5462047739536248
201000,0.002961524692213559,0.0034242552395236624,0.0022116469689246803,0.5461898039011144
202000,0.0028928441929673334,0.0026052812656811937,0.0016950075522865395,0.546184815770313
203000,0.002830551299835324,0.0029736330986155483,0.001630014484492103,0.5461897886906244
204000,0.00288231961997965,0.0028699894321168717,0.001964852667504161,0.5461583578427499
205000,0.0029750409885702105,0.003004232580702281,0.0022299299421438944,0.5461485632747254
206000,0.0028088625021593754,0.0030913674218295997,0.0029847109000498057,0.546164506864416
207000,0.0028272203458489247,0.0026310131221007364,0.0016612707021632853,0.5461725279059325
208000,0.0027295261570463958,0.0027505328426831485,0.001712451790901481,0.5461770786682129
209000,0.003273113672031057,0.003129330510805757,0.002082284513749682,0.5461865183849985
210000,0.004564170354632274,0.0039822123281678425,0.0026680292476324824,0.5462226980913631
211000,0.0034534623021618173,0.003434740651652918,0.002707639000827071,0.5461614080951547
212000,0.0026984275494489965,0.0034807407114739296,0.002041774103722311,0.5461665105000246
213000,0.0028937054838024372,0.002911317207370336,0.0016767356104715918,0.546158549598783
214000,0.0030625691587160327,0.0030331006730809906,0.002300525993300098,0.5462555525052641
215000,0.002781765544138455,0.00258702080534758,0.0018077958192857727,0.5461780496904002
216000,0.0028626195673002795,0.002869211162111495,0.0017718062781702164,0.5461858438653768
217000,0.0031068507395873852,0.0027187493081985425,0.0017577350955345385,0.5461989896294127
218000,0.0031178552731638107,0.0030034556746024897,0.001881844866845499,0.5462199378995047
219000,0.0029733944182746266,0.002933538295215345,0.0017741251204911738,0.5462005915934743
220000,0.002835225685635345,0.0029867814350629887,0.0021736390315205694,0.5461719314582202
221000,0.0027450062395929084,0.0027882844400483105,0.0019181285264316984,0.54618980281426
222000,0.0028146892318055587,0.004006074224977003,0.0020397297160530082,0.5461654496691469
223000,0.0032479274834940203,0.0032582433664912936,0.0017899424641414031,0.546243156786653
224000,0.0026993455918863088,0.0025248385096374474,0.0016921494941566073,0.5461777148162804
225000,0.002769685178341747,0.0025993437172271263,0.0019140920443869662,0.5462228253734199
226000,0.0026540877448571203,0.002657554040353434,0.0018266857119492766,0.546207059500329
227000,0.002770757667045729,0.0027108518090781164,0.0016903936897090257,0.5461762407418232
228000,0.0028814060986123544,0.003081077476510221,0.001982932274421139,0.5461729893724185
229000,0.0028938038356441983,0.0028269202995391,0.0021180569950632246,0.5461747475506117
230000,0.0029176576198315027,0.003050427216037846,0.001829558746191705,0.5461795273946
231000,0.003596944585508067,0.00361837634261312,0.0021772794881133976,0.5461838791905403
232000,0.002976800229784414,0.003325596541917326,0.002291763768762116,0.5461723342663162
233000,0.0027432836772332213,0.0025065890101377795,0.0019154133410314216,0.5461765911115949
234000,0.00269906292444221,0.002848312780097465,0.0021446465504846948,0.5461956754402812
235000,0.00270344495970581,0.0026596093235298924,0.0021448694396649336,0.5461584892404602
236000,0.0027071708825443528,0.002600063777787029,0.001636826879609932,0.5461580221347413
237000,0.0029097043921117254,0.0024771265758239446,0.0017763974617870453,0.5461631548421448
238000,0.002731391415578056,0.0025421969694863203,0.001607594048914905,0.5461569668797429
239000,0.00288543321812157,0.0030082205312423433,0.0018257861235063115,0.5461666859737097
240000,0.0031469588411653115,0.0027637303457062052,0.0017359251419532048,0.5461786167885315
241000,0.0031105171421633776,0.003512773666270833,0.001903505679980335,0.5461847622459423
242000,0.0032917726613877667,0.0027288291693037684,0.0018522485879924903,0.5461755165682494
243000,0.003032328644974599,0.0024627898718936857,0.0016676620115731058,0.5461612399312216
244000,0.0028701502916644067,0.0029605064370545387,0.0016469583329108447,0.5461480528550862
245000,0.002658616436004393,0.002534736022046953,0.0018265632041511983,0.5461563111019757
246000,0.002665678067340778,0.0024992522346517516,0.0015925278693543928,0.5461543124586665
247000,0.0026431479500057652,0.002572722659595052,0.0016369032223389817,0.5461634342164964
248000,0.00264430859619092,0.002582671482557411,0.0016266858975642453,0.5461721716091411
249000,0.0026986792245639987,0.0025357056592953653,0.0016571260777742277,0.5461894481617839
250000,0.0027390018677724355,0.0025958082573362584,0.0018259948321347353,0.5461751138375844
251000,0.002970543747235187,0.002864282147761447,0.0016385510768424632,0.5461529612473492
252000,0.0036030008612072677,0.0030007490971840954,0.001907360547674206,0.5461492519351387
253000,0.0026333037559972215,0.002557872331712152,0.0015901923224804187,0.5461644602773091
254000,0.002787145502093928,0.0025891118554492694,0.001690048411753627,0.546161143623377
255000,0.00268383635954545,0.0026821010311594757,0.0020338526108553867,0.5461686405090377
256000,0.0027283829477177056,0.0025048032175412436,0.0016894591728659918,0.5461671803171214
257000,0.002762341206351637,0.002514956505351654,0.0016434900843308453,0.5461935162929135
258000,0.0027004360573134817,0.002682693174039952,0.0016537674294910068,0.5461710134095241
259000,0.0029698126759464573,0.003017887604223559,0.0018978212044393082,0.5461461552869245
260000,0.002729375288886106,0.0025080962267008747,0.001752641322048142,0.5461516949543085
261000,0.0027210576178829373,0.0026157312691971195,0.0017421505984757104,0.546158946657174
262000,0.0027390449658857346,0.00286162203280182,0.0017205701063846364,0.5461523823574435
263000,0.0031498522770081025,0.0033363555013202965,0.0016222175776177481,0.5461698733821242
264000,0.0028245644718017716,0.0024866080399691816,0.0018908455989797039,0.5461629220309044
265000,0.0029861621603949765,0.0025975046778345823,0.0016583459437192279,0.5461921471601805
266000,0.0027150884601586456,0.002597225807508389,0.0016161626394246035,0.5461538967748734
267000,0.002812354481327749,0.0025321104621179808,0.0017572333610338465,0.5461387909429949
268000,0.002652897261261963,0.0024529033865775783,0.001586755035446639,0.5461480642664782
269000,0.002925317257496053,0.002927246619933774,0.001974431150990064,0.54615447763798
270000,0.0026821140110038686,0.0024574204742358508,0.0017001033884910697,0.5461457862440028
271000,0.0026498909450974693,0.0024677982175280062,0.0018544347496666765,0.5461604818979424
272000,0.0034696993469049606,0.0030383223072111454,0.0019963926111709273,0.5461600650236329
273000,0.0026774400417639535,0.0024505026305283845,0.0015900928007535364,0.5461752536941269
274000,0.0027309845280628553,0.0025578010556220315,0.001651759386967545,0.5461572503100286
275000,0.002611067985772998,0.0024444328669757914,0.0017558816885812646,0.5461448685626242
276000,0.0026403695451342377,0.00248681963650623,0.0015748798387809585,0.5461559176343306
277000,0.002631282763340294,0.0024857633373197943,0.0018092571225643132,0.5461442050701601
278000,0.002622753317323064,0.002488381323809729,0.0016181167558209535,0.5461537596867583
279000,0.002700091416127136,0.0024686823442639934,0.0016278407041425602,0.5461609931322537
280000,0.002621153690460545,0.0024720887700793105,0.0016483647463965629,0.5461659171828085
281000,0.002661402909738006,0.002469534889028593,0.0018167627417630628,0.5461693670006478
282000,0.002686892129186193,0.002529498895223416,0.0018646595341932724,0.546149198635212
283000,0.00259926601853184,0.0024901029465349347,0.0018173121039674262,0.5461360657068467
284000,0.00263490033109056,0.002472407883695125,0.0015754274786782686,0.5461534804082732
285000,0.0026320760579744092,0.0024247774226831297,0.0015960905164722028,0.5461405985581801
286000,0.0026007750382041127,0.002491408070916427,0.0017723467630962053,0.5461419680738266
287000,0.002610149738916281,0.002487672986036496,0.001615862941101888,0.5461582512815262
288000,0.002670125785464954,0.002466677386821746,0.0015657515140137448,0.5461603182748866
289000,0.002744811040595514,0.002443545483535828,0.0017266572616955308,0.5461612656600944
290000,0.002908175850352189,0.002763297539915983,0.0017603442055962165,0.5461374075092212
291000,0.0026688103888612077,0.002571591622643782,0.0016876664350980424,0.5461346361986856
292000,0.002626048648925872,0.002612455578736366,0.0016613290899467562,0.5461530466785035
293000,0.0028401311034456874,0.0026272554428647794,0.001653776325268199,0.5461437482809782
294000,0.0026301067405197966,0.0025072493786167777,0.001767380748836026,0.546145326832012
295000,0.0026383719881318693,0.0023923105756837484,0.0016299788965523005,0.5461598840743878
296000,0.002606662185627504,0.00244882043994897,0.0016444509700761056,0.5461635850651406
297000,0.0026217214033005497,0.002433358550888147,0.0015870110268318483,0.546148686823662
298000,0.0026949108803833908,0.0024914084940497482,0.0016037153544998252,0.5461384024510822
299000,0.0026844409258582405,0.002479552928595336,0.0016131055006142344,0.5461328670611721
300000,0.002634994032622149,0.0024646839704555714,0.0016087846361678869,0.5461468798545602
301000,0.0027538644520039156,0.0026052354926976587,0.0016885275231707773,0.5461382147645597
302000,0.0026389274857184296,0.002462297576115408,0.0016952106353641107,0.5461496059298208
303000,0.002620498485486994,0.002405557019319065,0.0016935244042425284,0.5461561145202687
304000,0.0027322728553999293,0.00243202082350543,0.001597581638025313,0.5461696649539703
305000,0.002627676550218043,0.0024076299682578317,0.001622461434963883,0.5461367883723475
306000,0.0026136928239275485,0.002380417998372143,0.0015770013514330506,0.5461326883888632
307000,0.0026597677609869704,0.002419731197194454,0.0015641010968152002,0.5461339307690306
308000,0.002613479442173793,0.002455019574040171,0.0016119345040890875,0.5461439178341194
309000,0.002615561342793561,0.0024100268792243956,0.00157365117587296,0.5461373817961029
310000,0.0026274608221918145,0.0023772477988485427,0.00158807273867266,0.5461532532145745
311000,0.002629051834116549,0.0024613709034620583,0.0016489977971441486,0.5461620308190673
312000,0.0027139103012157216,0.0024750208540217037,0.0016907513641636846,0.5461577603356252
313000,0.0026327188986490194,0.0024083037124321737,0.001620020452506011,0.5461349198294512
314000,0.0026330399821985423,0.002381229717628026,0.0017152187954416894,0.5461319723994909
315000,0.002692777093600907,0.002416337846258345,0.0015705282266420461,0.5461357602199703
316000,0.0026323127162149566,0.002426985184402637,0.0015921135936553682,0.5461413824163511
317000,0.00259985336641367,0.0024089371052551495,0.0015765289113528768,0.5461403764356332
318000,0.002637312563292038,0.002408270255480553,0.0016076403537679004,0.5461474393043956
319000,0.0026087274733040565,0.002425268813784842,0.0015965837780321033,0.5461604722869159
320000,0.00265712482336207,0.0024020456344233053,0.0015859427664004294,0.5461603056834311
321000,0.0026434962025070697,0.002374925626872447,0.001567771764191067,0.5461332233331688
322000,0.00272842075215044,0.0024620504096807137,0.0015765067445639158,0.5461321701797711
323000,0.002601046982239923,0.002427024275805406,0.0015720629811374306,0.5461378520916296
324000,0.002636666715203688,0.0023985986999811356,0.0016590574351693997,0.5461365937099134
325000,0.0026152116632531643,0.0024236575473554713,0.0015646119921187858,0.546136862446451
326000,0.0026647491784052117,0.002369991028436436,0.00156218818545873,0.5461464392564092
327000,0.0025965966377983936,0.002450012686423225,0.0015732031615864925,0.5461564981820776
328000,0.002622862047961946,0.0024341754332031207,0.0015770384146368704,0.54615343367022
329000,0.002660624514305935,0.0024301491144955293,0.0015967672716861582,0.5461365891347542
330000,0.002631044320035269,0.0023764905300577644,0.0015853484416553673,0.5461295140368556
331000,0.002630316794203438,0.002379679050526614,0.001606321949274124,0.5461387040512173
332000,0.0026601457673130764,0.0024405741533189175,0.0015811336057169924,0.5461382237203699
333000,0.0026074365204134162,0.0024103594244830316,0.0015544602848448935,0.5461411400277727
334000,0.0026584705906083873,0.002420255098377512,0.0015692464048200861,0.5461471404962523
335000,0.002594970638067336,0.0024138227406273276,0.0016188527393194295,0.5461518479243244
336000,0.002644182920378164,0.002411183624557685,0.0015848673214585436,0.54615038924498
337000,0.002624433281337597,0.002385930230434531,0.0015717973550292634,0.5461383387501463
338000,0.002604165297770763,0.002401269614584871,0.0015672411380241364,0.5461253185713804
339000,0.002641576050690036,0.0023714860630282266,0.0015605968490765851,0.5461439693545258
340000,0.0026227014364488413,0.0024182650514617903,0.001566906327986644,0.5461376500296832
341000,0.0026112113108198234,0.002394154617951256,0.0015569509419994085,0.5461384706075173
342000,0.002618205067988232,0.002407362408904978,0.0015652900550178494,0.546147000837643
343000,0.00262971432393998,0.002408673583715284,0.0016731145875563055,0.5461543730292151
344000,0.0026252332421297553,0.0023931533327431354,0.0016247896716922634,0.5461421571726343
345000,0.0026510466723677784,0.0024220155647037616,0.0015902738984326504,0.5461326913063842
