"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0,1,0,0,4.4776,16.237,0
0,1,0,0,4.7641,16.237,0
0,1,0,0,5.0613,16.237,0
0,1,0,0,5.3695,16.237,0
0,1,0,0,5.6893,16.237,0
0,1,0,0,6.021,16.237,0
0,1,0,0,6.365,16.237,0
0,1,0,0,6.7218,16.237,0
0,1,0,0,7.0919,16.237,0
0,1,0,0,7.4758,16.237,0
0,1,0,0,7.874,16.237,0
0,1,0,0,8.287,16.237,0
0,1,0,0,8.7154,16.237,0
0,1,0,0,9.1598,16.237,0
0,1,0,0,9.6207,16.237,0
0,1,0,0,10.099,16.237,0
0,1,0,0,10.595,16.237,0
0,1,0,0,11.109,16.237,0
0,1,0,0,11.643,16.237,0
0,1,0,0,12.196,16.237,0
0,1,0,0,12.77,16.237,0
0,1,0,0,13.365,16.237,0
0,1,0,0,13.983,16.237,0
0,1,0,0,14.623,16.237,0
0,1,0,0,15.288,16.237,0
0,1,0,0,15.977,16.237,0
0,1,0,0,16.692,16.237,0
0,1,0,0,17.433,16.237,0
0,1,0,0,18.202,16.237,0
0,1,0,0,19,16.237,0
0,1,0,0,19.827,16.237,0
0,1,0,0,20.685,16.237,0
0,1,0,0,21.575,16.237,0
0,1,0,0,22.499,16.237,0
0,1,0,0,23.457,16.237,0
0,1,0,0,24.45,16.237,0
0,1,0,0,25.48,16.237,0
0,1,0,0,26.549,16.237,0
0,1,0,0,27.658,16.237,0
0,1,0,0,28.807,16.237,0
0,1,0,0,30,16.237,0
0,1,0,0,2.3201,17.409,0
0,1,0,0,2.1213,17.409,0
0,1,0,0,2.5263,17.409,0
0,1,0,0,2.7401,17.409,0
0,1,0,0,2.962,17.409,0
0,1,0,0,3.192,17.409,0
0,1,0,0,3.4307,17.409,0
0,1,0,0,3.6782,17.409,0
0,1,0,0,3.935,17.409,0
0,1,0,0,4.2013,17.409,0
0,1,0,0,4.4776,17.409,0
0,1,0,0,4.7641,17.409,0
0,1,0,0,5.0613,17.409,0
0,1,0,0,5.3695,17.409,0
0,1,0,0,5.6893,17.409,0
0,1,0,0,6.021,17.409,0
0,1,0,0,6.365,17.409,0
0,1,0,0,6.7218,17.409,0
0,1,0,0,7.0919,17.409,0
0,1,0,0,7.4758,17.409,0
0,1,0,0,7.874,17.409,0
0,1,0,0,8.287,17.409,0
0,1,0,0,8.7154,17.409,0
0,1,0,0,9.1598,17.409,0
0,1,0,0,9.6207,17.409,0
0,1,0,0,10.099,17.409,0
0,1,0,0,10.595,17.409,0
0,1,0,0,11.109,17.409,0
0,1,0,0,11.643,17.409,0
0,1,0,0,12.196,17.409,0
0,1,0,0,12.77,17.409,0
0,1,0,0,13.365,17.409,0
0,1,0,0,13.983,17.409,0
0,1,0,0,14.623,17.409,0
0,1,0,0,15.288,17.409,0
0,1,0,0,15.977,17.409,0
0,1,0,0,16.692,17.409,0
0,1,0,0,17.433,17.409,0
0,1,0,0,18.202,17.409,0
0,1,0,0,19,17.409,0
0,1,0,0,19.827,17.409,0
0,1,0,0,20.685,17.409,0
0,1,0,0,21.575,17.409,0
0,1,0,0,22.499,17.409,0
0,1,0,0,23.457,17.409,0
0,1,0,0,24.45,17.409,0
0,1,0,0,25.48,17.409,0
0,1,0,0,26.549,17.409,0
0,1,0,0,27.658,17.409,0
0,1,0,0,28.807,17.409,0
0,1,0,0,30,17.409,0
0,1,0,0,2.3201,18.661,0
0,1,0,0,2.1213,18.661,0
0,1,0,0,2.5263,18.661,0
0,1,0,0,2.7401,18.661,0
0,1,0,0,2.962,18.661,0
0,1,0,0,3.192,18.661,0
0,1,0,0,3.4307,18.661,0
0,1,0,0,3.6782,18.661,0
0,1,0,0,3.935,18.661,0
0,1,0,0,4.2013,18.661,0
0,1,0,0,4.4776,18.661,0
0,1,0,0,4.7641,18.661,0
0,1,0,0,5.0613,18.661,0
0,1,0,0,5.3695,18.661,0
0,1,0,0,5.6893,18.661,0
0,1,0,0,6.021,18.661,0
0,1,0,0,6.365,18.661,0
0,1,0,0,6.7218,18.661,0
0,1,0,0,7.0919,18.661,0
0,1,0,0,7.4758,18.661,0
0,1,0,0,7.874,18.661,0
0,1,0,0,8.287,18.661,0
0,1,0,0,8.7154,18.661,0
0,1,0,0,9.1598,18.661,0
0,1,0,0,9.6207,18.661,0
0,1,0,0,10.099,18.661,0
0,1,0,0,10.595,18.661,0
0,1,0,0,11.109,18.661,0
0,1,0,0,11.643,18.661,0
0,1,0,0,12.196,18.661,0
0,1,0,0,12.77,18.661,0
0,1,0,0,13.365,18.661,0
0,1,0,0,13.983,18.661,0
0,1,0,0,14.623,18.661,0
0,1,0,0,15.288,18.661,0
0,1,0,0,15.977,18.661,0
0,1,0,0,16.692,18.661,0
0,1,0,0,17.433,18.661,0
0,1,0,0,18.202,18.661,0
0,1,0,0,19,18.661,0
0,1,0,0,19.827,18.661,0
0,1,0,0,20.685,18.661,0
0,1,0,0,21.575,18.661,0
0,1,0,0,22.499,18.661,0
0,1,0,0,23.457,18.661,0
0,1,0,0,24.45,18.661,0
0,1,0,0,25.48,18.661,0
0,1,0,0,26.549,18.661,0
0,1,0,0,27.658,18.661,0
0,1,0,0,28.807,18.661,0
0,1,0,0,30,18.661,0
0,1,0,0,2.3201,20,0
0,1,0,0,2.1213,20,0
0,1,0,0,2.5263,20,0
0,1,0,0,2.7401,20,0
0,1,0,0,2.962,20,0
0,1,0,0,3.192,20,0
0,1,0,0,3.4307,20,0
0,1,0,0,3.6782,20,0
0,1,0,0,3.935,20,0
0,1,0,0,4.2013,20,0
0,1,0,0,4.4776,20,0
0,1,0,0,4.7641,20,0
0,1,0,0,5.0613,20,0
0,1,0,0,5.3695,20,0
0,1,0,0,5.6893,20,0
0,1,0,0,6.021,20,0
0,1,0,0,6.365,20,0
0,1,0,0,6.7218,20,0
0,1,0,0,7.0919,20,0
0,1,0,0,7.4758,20,0
0,1,0,0,7.874,20,0
0,1,0,0,8.287,20,0
0,1,0,0,8.7154,20,0
0,1,0,0,9.1598,20,0
0,1,0,0,9.6207,20,0
0,1,0,0,10.099,20,0
0,1,0,0,10.595,20,0
0,1,0,0,11.109,20,0
0,1,0,0,11.643,20,0
0,1,0,0,12.196,20,0
0,1,0,0,12.77,20,0
0,1,0,0,13.365,20,0
0,1,0,0,13.983,20,0
0,1,0,0,14.623,20,0
0,1,0,0,15.288,20,0
0,1,0,0,15.977,20,0
0,1,0,0,16.692,20,0
0,1,0,0,17.433,20,0
0,1,0,0,18.202,20,0
0,1,0,0,19,20,0
0,1,0,0,19.827,20,0
0,1,0,0,20.685,20,0
0,1,0,0,21.575,20,0
0,1,0,0,22.499,20,0
0,1,0,0,23.457,20,0
0,1,0,0,24.45,20,0
0,1,0,0,25.48,20,0
0,1,0,0,26.549,20,0
0,1,0,0,27.658,20,0
0,1,0,0,28.807,20,0
0,1,0,0,30,20,0
0,1,0,0,0.23579,3.1764,0
0,1,0,0,-4.3934e-16,3.1819,0
0,1,0,0,0.47033,3.1518,0
0,1,0,0,0.70208,3.1082,0
0,1,0,0,0.92949,3.0459,0
0,1,0,0,1.151,2.9655,0
0,1,0,0,1.3653,2.8673,0
0,1,0,0,1.5707,2.7521,0
0,1,0,0,1.7661,2.6207,0
0,1,0,0,1.95,2.4739,0
0,1,0,0,0.23551,3.371,0
0,1,0,0,-4.3426e-16,3.3764,0
0,1,0,0,0.4698,3.3466,0
0,1,0,0,0.70132,3.3036,0
0,1,0,0,0.92855,3.2421,0
0,1,0,0,1.15,3.1625,0
0,1,0,0,1.3642,3.0655,0
0,1,0,0,1.5697,2.9516,0
0,1,0,0,1.7653,2.8217,0
0,1,0,0,1.9496,2.6766,0
0,1,0,0,0.23522,3.5791,0
0,1,0,0,-4.2882e-16,3.5845,0
0,1,0,0,0.46923,3.5551,0
0,1,0,0,0.70051,3.5125,0
0,1,0,0,0.92755,3.4518,0
0,1,0,0,1.1489,3.3732,0
0,1,0,0,1.3631,3.2774,0
0,1,0,0,1.5687,3.165,0
0,1,0,0,1.7644,3.0367,0
0,1,0,0,1.949,2.8934,0
0,1,0,0,0.23491,3.8016,0
0,1,0,0,-4.2301e-16,3.807,0
0,1,0,0,0.46862,3.7779,0
0,1,0,0,0.69964,3.736,0
0,1,0,0,0.92648,3.6761,0
0,1,0,0,1.1477,3.5986,0
0,1,0,0,1.3618,3.5041,0
0,1,0,0,1.5676,3.3932,0
0,1,0,0,1.7635,3.2666,0
0,1,0,0,1.9485,3.1252,0
0,1,0,0,0.23457,4.0396,0
0,1,0,0,-4.1679e-16,4.0449,0
0,1,0,0,0.46797,4.0163,0
0,1,0,0,0.69871,3.9749,0
0,1,0,0,0.92534,3.9159,0
0,1,0,0,1.1464,3.8396,0
0,1,0,0,1.3605,3.7464,0
0,1,0,0,1.5663,3.6372,0
0,1,0,0,1.7625,3.5124,0
0,1,0,0,1.9479,3.3732,0
0,1,0,0,0.23421,4.2942,0
0,1,0,0,-4.1015e-16,4.2993,0
0,1,0,0,0.46727,4.2712,0
0,1,0,0,0.69772,4.2305,0
0,1,0,0,0.92411,4.1724,0
0,1,0,0,1.145,4.0973,0
0,1,0,0,1.3591,4.0056,0
0,1,0,0,1.565,3.8981,0
0,1,0,0,1.7615,3.7754,0
0,1,0,0,1.9473,3.6383,0
0,1,0,0,0.23383,4.5663,0
0,1,0,0,-4.0304e-16,4.5714,0
0,1,0,0,0.46653,4.5437,0
0,1,0,0,0.69666,4.5038,0
0,1,0,0,0.9228,4.4467,0
0,1,0,0,1.1436,4.3728,0
0,1,0,0,1.3576,4.2828,0
0,1,0,0,1.5637,4.1771,0
0,1,0,0,1.7604,4.0565,0
0,1,0,0,1.9467,3.9218,0
0,1,0,0,0.23342,4.8574,0
0,1,0,0,-3.9544e-16,4.8624,0
0,1,0,0,0.46573,4.8352,0
0,1,0,0,0.69552,4.796,0
0,1,0,0,0.9214,4.74,0
0,1,0,0,1.142,4.6676,0
0,1,0,0,1.356,4.5792,0
0,1,0,0,1.5622,4.4755,0
0,1,0,0,1.7592,4.3572,0
0,1,0,0,1.9459,4.2251,0
0,1,0,0,0.23298,5.1687,0
0,1,0,0,-3.8731e-16,5.1735,0
0,1,0,0,0.46488,5.147,0
0,1,0,0,0.6943,5.1085,0
0,1,0,0,0.9199,5.0537,0
0,1,0,0,1.1403,4.9827,0
0,1,0,0,1.3543,4.8962,0
0,1,0,0,1.5606,4.7946,0
0,1,0,0,1.7579,4.6788,0
0,1,0,0,1.9452,4.5493,0
0,1,0,0,0.23252,5.5015,0
0,1,0,0,-3.7862e-16,5.5063,0
0,1,0,0,0.46397,5.4803,0
0,1,0,0,0.693,5.4428,0
0,1,0,0,0.9183,5.3891,0
0,1,0,0,1.1386,5.3198,0
0,1,0,0,1.3525,5.2352,0
0,1,0,0,1.5589,5.1359,0
0,1,0,0,1.7566,5.0226,0
0,1,0,0,1.9444,4.8961,0
0,1,0,0,0.23202,5.8575,0
0,1,0,0,-3.6932e-16,5.8622,0
0,1,0,0,0.46299,5.8368,0
0,1,0,0,0.69161,5.8002,0
0,1,0,0,0.91659,5.7479,0
0,1,0,0,1.1366,5.6802,0
0,1,0,0,1.3505,5.5977,0
0,1,0,0,1.5571,5.5009,0
0,1,0,0,1.7551,5.3904,0
0,1,0,0,1.9435,5.2669,0
0,1,0,0,0.23148,6.2382,0
0,1,0,0,-3.5938e-16,6.2427,0
0,1,0,0,0.46195,6.218,0
0,1,0,0,0.69013,6.1824,0
0,1,0,0,0.91476,6.1315,0
0,1,0,0,1.1346,6.0657,0
0,1,0,0,1.3484,5.9854,0
0,1,0,0,1.5551,5.8911,0
0,1,0,0,1.7535,5.7836,0
0,1,0,0,1.9426,5.6635,0
0,1,0,0,0.23091,6.6453,0
0,1,0,0,-3.4875e-16,6.6497,0
0,1,0,0,0.46083,6.6257,0
0,1,0,0,0.68854,6.5911,0
0,1,0,0,0.9128,6.5417,0
0,1,0,0,1.1324,6.4779,0
0,1,0,0,1.3462,6.3999,0
0,1,0,0,1.553,6.3085,0
0,1,0,0,1.7519,6.2042,0
0,1,0,0,1.9416,6.0876,0
0,1,0,0,0.2303,7.0806,0
0,1,0,0,-3.3738e-16,7.0849,0
0,1,0,0,0.45964,7.0617,0
0,1,0,0,0.68684,7.0283,0
0,1,0,0,0.9107,6.9805,0
0,1,0,0,1.1301,6.9187,0
0,1,0,0,1.3438,6.8433,0
0,1,0,0,1.5508,6.7548,0
0,1,0,0,1.7501,6.6539,0
0,1,0,0,1.9405,6.5411,0
0,1,0,0,0.22964,7.5462,0
0,1,0,0,-3.2522e-16,7.5503,0
0,1,0,0,0.45837,7.528,0
0,1,0,0,0.68502,7.4957,0
0,1,0,0,0.90846,7.4496,0
0,1,0,0,1.1276,7.3901,0
0,1,0,0,1.3412,7.3174,0
0,1,0,0,1.5484,7.2321,0
0,1,0,0,1.7482,7.1348,0
0,1,0,0,1.9394,7.0261,0
0,1,0,0,0.22894,8.0441,0
0,1,0,0,-3.1222e-16,8.048,0
0,1,0,0,0.457,8.0266,0
0,1,0,0,0.68308,7.9956,0
0,1,0,0,0.90607,7.9514,0
0,1,0,0,1.1249,7.8942,0
0,1,0,0,1.3385,7.8244,0
0,1,0,0,1.5459,7.7426,0
0,1,0,0,1.7461,7.6492,0
0,1,0,0,1.9382,7.5448,0
0,1,0,0,0.22819,8.5765,0
0,1,0,0,-2.9832e-16,8.5803,0
0,1,0,0,0.45555,8.5598,0
0,1,0,0,0.681,8.5302,0
0,1,0,0,0.9035,8.4879,0
0,1,0,0,1.122,8.4333,0
0,1,0,0,1.3356,8.3667,0
0,1,0,0,1.5432,8.2884,0
0,1,0,0,1.7439,8.1992,0
0,1,0,0,1.9369,8.0995,0
0,1,0,0,0.22739,9.1459,0
0,1,0,0,-2.8345e-16,9.1495,0
0,1,0,0,0.45399,9.13,0
0,1,0,0,0.67878,9.1019,0
0,1,0,0,0.90076,9.0617,0
0,1,0,0,1.119,9.0098,0
0,1,0,0,1.3325,8.9465,0
0,1,0,0,1.5403,8.8722,0
0,1,0,0,1.7416,8.7874,0
0,1,0,0,1.9355,8.6926,0
0,1,0,0,0.22654,9.7548,0
0,1,0,0,-2.6755e-16,9.7582,0
0,1,0,0,0.45232,9.7398,0
0,1,0,0,0.6764,9.7133,0
0,1,0,0,0.89783,9.6754,0
0,1,0,0,1.1157,9.6264,0
0,1,0,0,1.3291,9.5666,0
0,1,0,0,1.5372,9.4964,0
0,1,0,0,1.7391,9.4164,0
0,1,0,0,1.9341,9.327,0
0,1,0,0,0.22562,10.406,0
0,1,0,0,-2.5054e-16,10.409,0
0,1,0,0,0.45054,10.392,0
0,1,0,0,0.67386,10.367,0
0,1,0,0,0.8947,10.332,0
0,1,0,0,1.1122,10.286,0
0,1,0,0,1.3255,10.23,0
0,1,0,0,1.5339,10.164,0
0,1,0,0,1.7364,10.089,0
0,1,0,0,1.9325,10.005,0
0,1,0,0,0.22464,11.102,0
0,1,0,0,-2.3236e-16,11.105,0
0,1,0,0,0.44863,11.089,0
0,1,0,0,0.67114,11.066,0
0,1,0,0,0.89135,11.033,0
0,1,0,0,1.1085,10.991,0
0,1,0,0,1.3217,10.939,0
0,1,0,0,1.5303,10.878,0
0,1,0,0,1.7336,10.808,0
0,1,0,0,1.9308,10.731,0
0,1,0,0,0.22359,11.847,0
0,1,0,0,-2.1291e-16,11.85,0
0,1,0,0,0.44659,11.835,0
0,1,0,0,0.66823,11.814,0
0,1,0,0,0.88776,11.784,0
0,1,0,0,1.1045,11.745,0
0,1,0,0,1.3176,11.697,0
0,1,0,0,1.5265,11.641,0
0,1,0,0,1.7305,11.578,0
0,1,0,0,1.929,11.507,0
0,1,0,0,0.22248,12.643,0
0,1,0,0,-1.9211e-16,12.646,0
0,1,0,0,0.44441,12.633,0
0,1,0,0,0.66512,12.614,0
0,1,0,0,0.88393,12.586,0
0,1,0,0,1.1002,12.551,0
0,1,0,0,1.3132,12.508,0
0,1,0,0,1.5224,12.458,0
0,1,0,0,1.7272,12.4,0
0,1,0,0,1.927,12.336,0
0,1,0,0,0.22128,13.495,0
0,1,0,0,-1.6987e-16,13.497,0
0,1,0,0,0.44208,13.485,0
0,1,0,0,0.66179,13.469,0
0,1,0,0,0.87983,13.445,0
0,1,0,0,1.0956,13.413,0
0,1,0,0,1.3085,13.375,0
0,1,0,0,1.5181,13.331,0
0,1,0,0,1.7237,13.28,0
0,1,0,0,1.925,13.223,0
0,1,0,0,0.22,14.406,0
0,1,0,0,-1.4609e-16,14.408,0
0,1,0,0,0.43958,14.398,0
0,1,0,0,0.65824,14.383,0
0,1,0,0,0.87545,14.362,0
0,1,0,0,1.0907,14.336,0
0,1,0,0,1.3035,14.303,0
0,1,0,0,1.5135,14.265,0
0,1,0,0,1.72,14.221,0
0,1,0,0,1.9228,14.172,0
0,1,0,0,0.21863,15.38,0
0,1,0,0,-1.2066e-16,15.381,0
0,1,0,0,0.43692,15.373,0
0,1,0,0,0.65444,15.361,0
0,1,0,0,0.87076,15.344,0
0,1,0,0,1.0855,15.322,0
0,1,0,0,1.2982,15.295,0
0,1,0,0,1.5085,15.263,0
0,1,0,0,1.716,15.227,0
0,1,0,0,1.9204,15.187,0
0,1,0,0,0.21716,16.421,0
0,1,0,0,-9.3457e-17,16.422,0
0,1,0,0,0.43406,16.416,0
0,1,0,0,0.65037,16.407,0
0,1,0,0,0.86575,16.393,0
0,1,0,0,1.0799,16.376,0
0,1,0,0,1.2925,16.355,0
0,1,0,0,1.5032,16.331,0
0,1,0,0,1.7117,16.303,0
0,1,0,0,1.9179,16.272,0
0,1,0,0,0.2156,17.535,0
0,1,0,0,-6.437e-17,17.536,0
0,1,0,0,0.43101,17.531,0
0,1,0,0,0.64602,17.525,0
0,1,0,0,0.86039,17.516,0
0,1,0,0,1.0739,17.504,0
0,1,0,0,1.2863,17.49,0
0,1,0,0,1.4975,17.473,0
0,1,0,0,1.7072,17.454,0
0,1,0,0,1.9152,17.432,0
0,1,0,0,0.21392,18.726,0
0,1,0,0,-3.3264e-17,18.727,0
0,1,0,0,0.42775,18.724,0
0,1,0,0,0.64137,18.721,0
0,1,0,0,0.85466,18.716,0
0,1,0,0,1.0675,18.71,0
0,1,0,0,1.2798,18.703,0
0,1,0,0,1.4914,18.694,0
0,1,0,0,1.7023,18.684,0
0,1,0,0,1.9123,18.673,0
0,1,0,0,0.21213,20,0
0,1,0,0,0,20,0
0,1,0,0,0.42426,20,0
0,1,0,0,0.6364,20,0
0,1,0,0,0.84853,20,0
0,1,0,0,1.0607,20,0
0,1,0,0,1.2728,20,0
0,1,0,0,1.4849,20,0
0,1,0,0,1.6971,20,0
0,1,0,0,1.9092,20,0
0,1,0,0,-2.0235,2.0235,0
0,1,0,0,-2.1213,2.1213,0
0,1,0,0,-1.8605,2.1789,0
0,1,0,0,-1.9505,2.2843,0
0,1,0,0,-1.9292,1.9292,0
0,1,0,0,-1.7737,2.0772,0
0,1,0,0,-1.8382,1.8382,0
0,1,0,0,-1.69,1.9793,0
0,1,0,0,-1.7506,1.7506,0
0,1,0,0,-1.6094,1.8848,0
0,1,0,0,-1.666,1.666,0
0,1,0,0,-1.5316,1.7937,0
0,1,0,0,-1.5845,1.5845,0
0,1,0,0,-1.4566,1.7058,0
0,1,0,0,-1.5059,1.5059,0
0,1,0,0,-1.3843,1.6212,0
0,1,0,0,-1.4301,1.4301,0
0,1,0,0,-1.3146,1.5395,0
0,1,0,0,-1.3571,1.3571,0
0,1,0,0,-1.2474,1.4608,0
0,1,0,0,-1.2866,1.2866,0
0,1,0,0,-1.1826,1.3849,0
0,1,0,0,-1.2187,1.2187,0
0,1,0,0,-1.1201,1.3117,0
0,1,0,0,-1.1532,1.1532,0
0,1,0,0,-1.0599,1.2411,0
0,1,0,0,-1.0901,1.0901,0
0,1,0,0,-1.0018,1.1731,0
0,1,0,0,-1.0292,1.0292,0
0,1,0,0,-0.94578,1.1075,0
0,1,0,0,-0.97052,0.97052,0
0,1,0,0,-0.89178,1.0442,0
0,1,0,0,-0.91393,0.91393,0
0,1,0,0,-0.83971,0.98326,0
0,1,0,0,-0.85936,0.85936,0
0,1,0,0,-0.78951,0.92446,0
0,1,0,0,-0.80675,0.80675,0
0,1,0,0,-0.74111,0.86777,0
0,1,0,0,-0.75602,0.75602,0
0,1,0,0,-0.69444,0.81311,0
0,0,0,0,-0.64945,0.76041,0
0,0,0,0,-0.70711,0.70711,0
0,1,0,0,-1.6853,2.3204,0
0,1,0,0,-1.7668,2.4327,0
0,1,0,0,-1.6066,2.2121,0
0,1,0,0,-1.5308,2.1077,0
0,1,0,0,-1.4577,2.007,0
0,1,0,0,-1.3873,1.91,0
0,1,0,0,-1.3193,1.8164,0
0,1,0,0,-1.2538,1.7261,0
0,1,0,0,-1.1906,1.6392,0
0,1,0,0,-1.1297,1.5553,0
0,1,0,0,-1.071,1.4744,0
0,1,0,0,-1.0143,1.3964,0
0,1,0,0,-0.95973,1.3212,0
0,1,0,0,-0.90709,1.2487,0
0,1,0,0,-0.85633,1.1788,0
0,1,0,0,-0.8074,1.1114,0
0,1,0,0,-0.76021,1.0465,0
0,1,0,0,-0.71472,0.98382,0
0,1,0,0,-0.67086,0.92341,0
0,1,0,0,-0.62856,0.86517,0
0,0,0,0,-0.58779,0.80902,0
0,1,0,0,-1.4991,2.4471,0
0,1,0,0,-1.5717,2.5656,0
0,1,0,0,-1.4291,2.3328,0
0,1,0,0,-1.3617,2.2227,0
0,1,0,0,-1.2966,2.1165,0
0,1,0,0,-1.2339,2.0141,0
0,1,0,0,-1.1734,1.9154,0
0,1,0,0,-1.1151,1.8202,0
0,1,0,0,-1.0589,1.7284,0
0,1,0,0,-1.0047,1.6399,0
0,1,0,0,-0.95244,1.5546,0
0,1,0,0,-0.90205,1.4723,0
0,1,0,0,-0.85347,1.393,0
0,1,0,0,-0.80663,1.3165,0
0,1,0,0,-0.76147,1.2428,0
0,1,0,0,-0.71792,1.1717,0
0,1,0,0,-0.67593,1.1031,0
0,1,0,0,-0.63545,1.0371,0
0,1,0,0,-0.59642,0.97332,0
0,1,0,0,-0.55878,0.91188,0
0,0,0,0,-0.5225,0.85264,0
0,1,0,0,-1.3032,2.5581,0
0,1,0,0,-1.3663,2.682,0
0,1,0,0,-1.2423,2.4387,0
0,1,0,0,-1.1837,2.3235,0
0,1,0,0,-1.1271,2.2125,0
0,1,0,0,-1.0726,2.1054,0
0,1,0,0,-1.02,2.0022,0
0,1,0,0,-0.96929,1.9027,0
0,1,0,0,-0.92041,1.8067,0
0,1,0,0,-0.87328,1.7142,0
0,1,0,0,-0.82784,1.6249,0
0,1,0,0,-0.78402,1.5389,0
0,1,0,0,-0.74178,1.456,0
0,1,0,0,-0.70105,1.376,0
0,1,0,0,-0.66178,1.2989,0
0,1,0,0,-0.62391,1.2246,0
0,1,0,0,-0.58741,1.1529,0
0,1,0,0,-0.5522,1.0838,0
0,1,0,0,-0.51827,1.0172,0
0,1,0,0,-0.48554,0.95295,0
0,0,0,0,-0.45399,0.89101,0
0,1,0,0,-1.0988,2.6528,0
0,1,0,0,-1.152,2.7812,0
0,1,0,0,-1.0475,2.5289,0
0,1,0,0,-0.99803,2.4095,0
0,1,0,0,-0.95033,2.2943,0
0,1,0,0,-0.90434,2.1833,0
0,1,0,0,-0.86,2.0762,0
0,1,0,0,-0.81724,1.973,0
0,1,0,0,-0.77602,1.8735,0
0,1,0,0,-0.73628,1.7775,0
0,1,0,0,-0.69795,1.685,0
0,1,0,0,-0.66101,1.5958,0
0,1,0,0,-0.62538,1.5098,0
0,1,0,0,-0.59103,1.4269,0
0,1,0,0,-0.55791,1.3469,0
0,1,0,0,-0.52598,1.2698,0
0,1,0,0,-0.49519,1.1955,0
0,1,0,0,-0.46551,1.1238,0
0,1,0,0,-0.43689,1.0547,0
0,1,0,0,-0.40929,0.98812,0
0,0,0,0,-0.38268,0.92388,0
0,1,0,0,-0.88739,2.7303,0
0,1,0,0,-0.93037,2.8626,0
0,1,0,0,-0.84595,2.6029,0
0,1,0,0,-0.80599,2.4799,0
0,1,0,0,-0.76747,2.3614,0
0,1,0,0,-0.73033,2.2472,0
0,1,0,0,-0.69452,2.137,0
0,1,0,0,-0.65999,2.0308,0
0,1,0,0,-0.62669,1.9283,0
0,1,0,0,-0.59459,1.8296,0
0,1,0,0,-0.56364,1.7344,0
0,1,0,0,-0.5338,1.6426,0
0,1,0,0,-0.50503,1.5541,0
0,1,0,0,-0.47729,1.4687,0
0,1,0,0,-0.45054,1.3864,0
0,1,0,0,-0.42475,1.3071,0
0,1,0,0,-0.39989,1.2306,0
0,1,0,0,-0.37591,1.1568,0
0,1,0,0,-0.35279,1.0857,0
0,1,0,0,-0.33051,1.0172,0
0,0,0,0,-0.30902,0.95106,0
0,1,0,0,-0.67033,2.7904,0
0,1,0,0,-0.70279,2.9255,0
0,1,0,0,-0.63903,2.6601,0
0,1,0,0,-0.60885,2.5345,0
0,1,0,0,-0.57975,2.4134,0
0,1,0,0,-0.55169,2.2967,0
0,1,0,0,-0.52464,2.1841,0
0,1,0,0,-0.49856,2.0756,0
0,1,0,0,-0.47341,1.9709,0
0,1,0,0,-0.44916,1.87,0
0,1,0,0,-0.42578,1.7727,0
0,1,0,0,-0.40324,1.6789,0
0,1,0,0,-0.38151,1.5885,0
0,1,0,0,-0.36055,1.5013,0
0,1,0,0,-0.34035,1.4172,0
0,1,0,0,-0.32087,1.3362,0
0,1,0,0,-0.30208,1.258,0
0,1,0,0,-0.28397,1.1826,0
0,1,0,0,-0.26651,1.11,0
0,1,0,0,-0.24968,1.0399,0
0,0,0,0,-0.23345,0.97237,0
0,1,0,0,-0.44909,2.8324,0
0,1,0,0,-0.47083,2.9695,0
0,1,0,0,-0.42812,2.7003,0
0,1,0,0,-0.4079,2.5728,0
0,1,0,0,-0.38841,2.45,0
0,1,0,0,-0.36961,2.3315,0
0,1,0,0,-0.35149,2.2173,0
0,1,0,0,-0.33402,2.1071,0
0,1,0,0,-0.31718,2.0009,0
0,1,0,0,-0.30093,1.8985,0
0,1,0,0,-0.28527,1.7998,0
0,1,0,0,-0.27017,1.7047,0
0,1,0,0,-0.25561,1.6129,0
0,1,0,0,-0.24158,1.5244,0
0,1,0,0,-0.22804,1.4391,0
0,1,0,0,-0.21499,1.3568,0
0,1,0,0,-0.20241,1.2775,0
0,1,0,0,-0.19028,1.201,0
0,1,0,0,-0.17859,1.1273,0
0,1,0,0,-0.16731,1.0562,0
0,0,0,0,-0.15643,0.98769,0
0,1,0,0,-0.22514,2.8563,0
0,1,0,0,-0.23604,2.9944,0
0,1,0,0,-0.21463,2.723,0
0,1,0,0,-0.2045,2.5946,0
0,1,0,0,-0.19473,2.4707,0
0,1,0,0,-0.18531,2.3513,0
0,1,0,0,-0.17623,2.2362,0
0,1,0,0,-0.16747,2.1252,0
0,1,0,0,-0.15903,2.0182,0
0,1,0,0,-0.15088,1.915,0
0,1,0,0,-0.14304,1.8155,0
0,1,0,0,-0.13547,1.7195,0
0,1,0,0,-0.12817,1.6271,0
0,1,0,0,-0.12113,1.5379,0
0,1,0,0,-0.11435,1.4519,0
0,1,0,0,-0.10781,1.369,0
0,1,0,0,-0.1015,1.289,0
0,1,0,0,-0.095424,1.212,0
0,1,0,0,-0.089562,1.1377,0
0,1,0,0,-0.083909,1.066,0
0,0,0,0,-0.078459,0.99692,0
0,1,0,0,-2.8617,0,0
0,1,0,0,-3,0,0
0,1,0,0,-2.8563,0.22514,0
0,1,0,0,-2.9944,0.23604,0
0,1,0,0,-2.7283,0,0
0,1,0,0,-2.723,0.21463,0
0,1,0,0,-2.5997,0,0
0,1,0,0,-2.5946,0.2045,0
0,1,0,0,-2.4757,0,0
0,1,0,0,-2.4707,0.19473,0
