"p","U:0","U:1","U:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.328,0,0,0,82,0.70711,0.70711,0
-0.32535,0.00083695,0.0062371,-2.7678e-20,87,0.85936,0.85936,0
-0.32292,0.14371,-0.0054492,2.7486e-20,92,0.89178,1.0442,0
-0.27625,0.4863,-0.015618,-2.5949e-20,101,1.2866,1.2866,0
-0.20889,1.1067,0.068331,-1.7548e-20,112,1.5316,1.7937,0
-0.16789,1.2088,0.088513,-1.6469e-21,120,1.8605,2.1789,0
-0.33794,0.067496,0.0037553,-4.8385e-21,126,0.71472,0.98382,0
-0.36014,0,0,0,145,0.5225,0.85264,0
-0.33338,0.34943,0.0040273,-1.35e-20,149,0.71792,1.1717,0
-0.2623,1.0871,0.090668,-8.065e-20,155,1.0047,1.6399,0
-0.35579,0.1947,-0.0035504,2.1509e-20,168,0.5522,1.0838,0
-0.34768,0.61615,0.039372,-1.8271e-20,191,0.52598,1.2698,0
-0.40842,0,0,0,208,0.30902,0.95106,0
-0.38014,0.38301,0.01044,3.8775e-20,210,0.37591,1.1568,0
-0.28298,1.1921,0.1716,1.0715e-20,216,0.5338,1.6426,0
-0.39367,0.49124,0.031974,6.5319e-20,231,0.28397,1.1826,0
-0.36208,0.87617,0.11383,-3.8971e-20,233,0.32087,1.3362,0
-0.25542,1.2363,0.20504,-5.7035e-20,238,0.42578,1.7727,0
-0.43508,0.46432,0.049875,-1.2318e-20,272,0.089562,1.1377,0
-0.39372,0.90936,0.1674,1.1206e-20,274,0.1015,1.289,0
-0.4753,0,0,0,292,0,1,0
-0.3807,0,0,0,313,1,0,0
-0.36825,-0.023517,-0.19413,-9.7846e-21,319,1.212,0.095424,0
-0.38598,-0.042649,-0.23115,2.1583e-20,320,1.2925,0,0
-0.39226,-0.07764,-0.22667,5.1302e-20,324,1.4555,0,0
-0.37305,-0.087033,-0.20013,2.5906e-20,325,1.4519,0.11435,0
-0.38343,-0.16579,-0.14119,-1.3916e-21,333,1.8155,0.14304,0
-0.43314,-0.16235,-0.061482,-1.1579e-20,338,2.1297,0,0
-0.42481,-0.1488,0.22348,1.7872e-20,348,2.7283,0,0
-0.34748,0,0,0,355,0.98769,0.15643,0
