"p","U:0","U:1","U:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.30083,0,0,0,82,0.70711,0.70711,0
-0.29528,-0.016325,0.025053,-3.2487e-20,87,0.85936,0.85936,0
-0.29029,0.12134,0.01889,2.9238e-20,92,0.89178,1.0442,0
-0.25431,0.49979,0.041643,-1.1292e-20,101,1.2866,1.2866,0
-0.23263,1.1844,0.090705,-2.6032e-21,112,1.5316,1.7937,0
-0.21286,1.2871,0.071341,-4.2258e-21,120,1.8605,2.1789,0
-0.30885,0.04816,0.015999,-8.4903e-21,126,0.71472,0.98382,0
-0.33362,0,0,0,145,0.5225,0.85264,0
-0.30556,0.33668,0.020373,-1.8576e-20,149,0.71792,1.1717,0
-0.25357,1.1267,0.11409,-5.2398e-20,155,1.0047,1.6399,0
-0.33061,0.17927,0.0065834,1.9944e-20,168,0.5522,1.0838,0
-0.32624,0.61707,0.052232,-1.2797e-20,191,0.52598,1.2698,0
-0.38923,0,0,0,208,0.30902,0.95106,0
-0.36057,0.37503,0.018173,4.4871e-20,210,0.37591,1.1568,0
-0.27222,1.2206,0.18539,9.2231e-21,216,0.5338,1.6426,0
-0.37739,0.48764,0.038761,7.1941e-20,231,0.28397,1.1826,0
-0.34741,0.88801,0.12476,-3.8659e-20,233,0.32087,1.3362,0
-0.24834,1.2642,0.21567,-5.2466e-20,238,0.42578,1.7727,0
-0.42574,0.46248,0.053291,-2.8964e-20,272,0.089562,1.1377,0
-0.385,0.92151,0.1759,6.5604e-21,274,0.1015,1.289,0
-0.47021,0,0,0,292,0,1,0
-0.35255,0,0,0,313,1,0,0
-0.343,-0.037938,-0.010407,-7.7956e-21,319,1.212,0.095424,0
-0.35993,-0.064156,-0.015594,2.449e-20,320,1.2925,0,0
-0.36269,-0.1081,0.035026,5.8417e-20,324,1.4555,0,0
-0.34333,-0.10025,0.063172,1.591e-20,325,1.4519,0.11435,0
-0.34087,-0.16665,0.18156,-1.0295e-20,333,1.8155,0.14304,0
-0.36572,-0.21738,0.28053,-1.5459e-20,338,2.1297,0,0
-0.35545,-0.19382,0.44968,1.3375e-20,348,2.7283,0,0
-0.32649,0,0,0,355,0.98769,0.15643,0
-0.31343,-0.12169,0.28139,1.1897e-20,367,2.1071,0.33402,0
-0.31833,-0.028771,0.026406,-9.0495e-21,378,1.1826,0.28397,0
-0.31704,-0.04357,0.050561,-1.5353e-20,379,1.258,0.30208,0
-0.31265,-0.06871,0.10073,-5.7211e-21,381,1.4172,0.34035,0
-0.28434,-0.031175,0.18662,1.2661e-20,406,1.7344,0.56364,0
-0.2777,0.081148,0.24805,7.3492e-21,410,2.137,0.69452,0
-0.29618,0.23827,0.2556,4.1651e-20,413,2.4799,0.80599,0
-0.30843,0.30386,0.24515,-1.4412e-20,414,2.6029,0.84595,0
-0.30283,0,0,0,418,0.92388,0.38268,0
-0.26251,0.12133,0.19799,-2.6393e-21,430,1.973,0.81724,0
-0.29614,-0.026994,0.0378,-6.5189e-23,441,1.0838,0.5522,0
-0.28379,-0.028059,0.087225,-3.2069e-20,444,1.2989,0.66178,0
-0.25486,0.32872,0.1544,-9.2208e-21,453,2.1054,1.0726,0
-0.29483,0,0,0,460,0.85264,0.5225,0
-0.25282,0.10984,0.098286,-8.8343e-21,469,1.5546,0.95244,0
-0.29089,-0.031594,0.03094,-5.1828e-21,483,0.98382,0.71472,0
-0.28166,-0.018842,0.043635,1.678e-20,485,1.1114,0.8074,0
-0.2413,0.45255,0.076008,1.1271e-21,493,1.7261,1.2538,0
-0.38262,0.026364,0.37027,3.2191e-21,523,3.187,0.23587,0
-0.3887,0.0779,0.19731,3.1288e-20,528,3.8141,0,0
-0.37897,0.22227,-0.066136,5.1554e-20,532,4.2681,0,0
-0.42237,0.37255,-0.13101,5.5281e-21,533,4.2628,0.23492,0
-0.23321,0.47451,-0.53823,-1.182e-20,540,5.282,0,0
-0.20236,0.60251,-0.6007,-3.9186e-20,543,5.5544,0.23377,0
-0.13769,0.59489,-0.58412,3.3335e-20,547,6.1409,0.23326,0
-0.13156,0.51702,-0.58675,3.0043e-20,548,6.4555,0,0
-0.16988,0.4722,-0.41518,-8.989e-20,554,7.4555,0,0
-0.15987,0.62735,0.17626,3.2741e-20,561,8.5669,0.23111,0
-0.11176,0.7534,0.45465,-4.806e-21,565,9.382,0.23039,0
-0.077297,0.7942,0.48792,-5.6255e-22,570,10.726,0,0
-0.16221,0.78702,0.15347,2.6543e-21,626,12.738,0.454,0
-0.44953,0.69001,-0.21644,-2.7947e-20,641,4.1971,0.69968,0
-0.37687,0.78263,-0.44785,7.9552e-20,643,4.6868,0.69847,0
-0.10174,0.6727,-0.50763,-5.7213e-21,649,6.3905,0.6943,0
-0.10078,0.45768,-0.31022,-3.1494e-21,653,7.7527,0.69096,0
-0.10934,0.77027,0.47556,-3.3497e-21,662,11.654,0.68139,0
-0.39665,0.58157,0.121,-2.3222e-20,675,3.2568,0.92918,0
-0.44035,0.71656,-0.030555,2.606e-20,677,3.6808,0.9279,0
-0.25503,0.90324,-0.55916,-9.8557e-21,683,5.1561,0.92345,0
-0.35349,0.66958,0.11249,2.7076e-20,712,2.9753,1.1514,0
-0.41616,0.98033,-0.25307,-2.7673e-21,717,4.0596,1.1477,0
-0.11281,0.82995,-0.48695,1.2565e-20,724,5.9526,1.1414,0
-0.050288,0.61841,0.2832,1.4797e-20,733,9.2192,1.1304,0
-0.33009,1.1288,-0.40648,2.9866e-20,757,4.4592,1.3602,0
-0.18852,1.004,-0.49235,-2.9655e-20,760,5.2716,1.3574,0
-0.033367,0.64562,-0.31233,9.8199e-22,766,7.19,1.3508,0
-0.032729,0.49457,-0.08989,-3.8433e-20,769,8.319,1.347,0
-0.048204,0.76492,0.46795,-5.1179e-20,774,10.499,1.3395,0
-0.35106,1.1492,-0.10699,-1.9228e-20,791,3.3928,1.5691,0
-0.35242,1.2092,-0.23994,-6.5455e-20,793,3.8541,1.5676,0
-0.2268,1.1153,-0.4405,-3.3448e-20,797,4.8843,1.5643,0
-0.07898,0.86668,-0.39547,1.142e-20,801,6.0767,1.5606,0
-0.080479,0.83744,0.45809,-9.3236e-21,814,11.41,1.5437,0
-0.2915,1.2035,-0.019372,1.8611e-20,828,2.8331,1.7658,0
-0.28364,1.3108,-0.17488,4.413e-20,871,3.586,1.9485,0
-0.25867,1.2715,-0.27165,9.8857e-21,873,4.0873,1.9478,0
-0.17439,1.1264,-0.36016,-4.0245e-20,876,4.9116,1.9466,0
-0.11062,1.0057,-0.36105,3.9106e-21,878,5.5135,1.9457,0
-0.015678,0.84769,-0.22004,-7.2568e-21,961,6.7218,2.3126,0
-0.11289,1.0885,-0.26435,1.4915e-20,996,5.0613,2.5172,0
-0.068721,0.99635,-0.25974,7.6498e-21,998,5.6893,2.5172,0
0.015053,0.79345,-0.11445,-6.8494e-21,1003,7.4758,2.5172,0
0.02713,0.77022,0.25886,1.979e-21,1049,10.099,2.736,0
-0.01167,0.92578,0.30849,-1.2842e-20,1051,11.109,2.736,0
0.043099,0.78504,0.12236,1.5937e-21,1087,9.1598,2.97,0
-0.05511,1.173,0.061237,1.3697e-20,1093,12.196,2.97,0
-0.079076,1.0759,-0.17858,5.6486e-21,1116,5.0613,3.2202,0
-0.0040128,0.95403,-0.094498,-3.5724e-21,1201,6.7218,3.7739,0
0.036273,0.9578,0.084144,-4.7153e-22,1247,9.1598,4.08,0
0.015993,1.1279,0.10644,-2.3211e-21,1251,11.109,4.08,0
-0.0034956,0.99423,-0.05321,2.7717e-21,1321,6.7218,4.7572,0
0.007101,1.1361,-0.0019229,0,1333,12.196,4.7572,0
-0.073684,1.1367,0.14835,2.9609e-20,2145,-4.3934e-16,3.1819,0
-0.051296,1.117,0.11374,-1.582e-20,2175,-4.2301e-16,3.807,0
-0.03905,1.1046,0.093454,-8.4303e-21,2195,-4.1015e-16,4.2993,0
0.11877,0.90516,0.27666,3.9314e-20,2456,-1.5845,1.5845,0
0.1032,0.85314,0.44714,-4.4771e-20,2468,-1.1532,1.1532,0
-0.0092143,0.88665,0.58565,-4.294e-20,2475,-0.89178,1.0442,0
