"p","U:0","U:1","U:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.47012,0,0,0,82,0.70711,0.70711,0
-0.46276,0.024744,0.031615,-3.0244e-20,87,0.85936,0.85936,0
-0.46453,0.22782,-0.003171,1.5424e-20,92,0.89178,1.0442,0
-0.44279,0.6845,-0.058852,-1.9166e-20,101,1.2866,1.2866,0
-0.32942,1.1857,-0.040872,-3.1879e-20,112,1.5316,1.7937,0
-0.23233,1.1815,-0.027897,-1.4897e-21,120,1.8605,2.1789,0
-0.47858,0.11142,-0.0010118,4.4215e-22,126,0.71472,0.98382,0
-0.50648,0,0,0,145,0.5225,0.85264,0
-0.47554,0.4553,-0.014886,-1.6526e-20,149,0.71792,1.1717,0
-0.39232,1.1897,0.026735,-1.0184e-19,155,1.0047,1.6399,0
-0.50034,0.26194,-0.018751,2.3959e-20,168,0.5522,1.0838,0
-0.48959,0.73288,0.017172,-2.4532e-20,191,0.52598,1.2698,0
-0.5599,0,0,0,208,0.30902,0.95106,0
-0.52735,0.46875,-0.0033662,4.0775e-20,210,0.37591,1.1568,0
-0.40129,1.2643,0.1253,1.3381e-20,216,0.5338,1.6426,0
-0.54085,0.58189,0.021071,7.1909e-20,231,0.28397,1.1826,0
-0.50003,0.98459,0.094887,-4.6527e-20,233,0.32087,1.3362,0
-0.36221,1.2857,0.15789,-7.3801e-20,238,0.42578,1.7727,0
-0.58252,0.53671,0.048172,7.2132e-21,272,0.089562,1.1377,0
-0.5309,1.0054,0.15969,2.0027e-20,274,0.1015,1.289,0
-0.62317,0,0,0,292,0,1,0
-0.34681,0,0,0,313,1,0,0
-0.3613,-0.041529,-0.065197,-6.2622e-21,319,1.212,0.095424,0
-0.35264,-0.057165,-0.123,-1.2958e-20,320,1.2925,0,0
-0.35461,-0.097106,-0.17858,-3.057e-20,324,1.4555,0,0
-0.36637,-0.10726,-0.14909,-7.3616e-22,325,1.4519,0.11435,0
-0.37371,-0.18173,-0.26182,5.1646e-21,333,1.8155,0.14304,0
-0.37049,-0.17813,-0.35509,9.5217e-21,338,2.1297,0,0
-0.40283,-0.1202,-0.36316,-3.9202e-21,348,2.7283,0,0
-0.36454,0,0,0,355,0.98769,0.15643,0
-0.38505,-0.21055,-0.32856,-1.4794e-20,367,2.1071,0.33402,0
-0.38596,-0.046336,-0.0055466,1.5628e-20,378,1.1826,0.28397,0
-0.38891,-0.064837,-0.029018,2.0677e-20,379,1.258,0.30208,0
-0.39562,-0.099823,-0.080667,5.5795e-21,381,1.4172,0.34035,0
-0.42232,-0.088547,-0.16597,-2.6276e-20,406,1.7344,0.56364,0
-0.39458,-0.046037,-0.29473,-7.702e-21,410,2.137,0.69452,0
-0.32711,0.0038356,-0.35866,-9.249e-20,413,2.4799,0.80599,0
-0.29606,0.019336,-0.36626,7.1346e-20,414,2.6029,0.84595,0
-0.40729,0,0,0,418,0.92388,0.38268,0
-0.41672,0.077678,-0.22899,-3.3402e-20,430,1.973,0.81724,0
-0.42729,-0.037928,0.056565,1.2945e-20,441,1.0838,0.5522,0
-0.4389,-0.014142,0.0012103,2.1502e-20,444,1.2989,0.66178,0
-0.37748,0.35502,-0.24169,4.5779e-20,453,2.1054,1.0726,0
-0.43647,0,0,0,460,0.85264,0.5225,0
-0.45275,0.22145,-0.091331,-6.1838e-21,469,1.5546,0.95244,0
-0.44787,-0.017428,0.05756,-4.9947e-21,483,0.98382,0.71472,0
-0.45151,0.039816,0.033512,5.504e-21,485,1.1114,0.8074,0
-0.41545,0.62684,-0.14277,-6.8634e-20,493,1.7261,1.2538,0
-0.37413,-0.1368,-0.27176,1.4252e-20,523,3.187,0.23587,0
-0.42221,0.14621,0.11844,-4.2774e-20,528,3.8141,0,0
-0.3588,0.26276,0.36634,-3.4859e-20,532,4.2681,0,0
-0.30612,0.13655,0.30355,-6.9348e-20,533,4.2628,0.23492,0
-0.18987,0.41651,0.6083,2.4859e-21,540,5.282,0,0
-0.16396,0.34334,0.61567,-1.6507e-20,543,5.5544,0.23377,0
-0.16926,0.35254,0.58911,-3.0117e-20,547,6.1409,0.23326,0
-0.16941,0.37297,0.52233,-1.1651e-19,548,6.4555,0,0
-0.20704,0.57296,-0.037775,9.2437e-20,554,7.4555,0,0
-0.13724,0.82023,-0.50027,-1.0759e-20,561,8.5669,0.23111,0
-0.088138,0.81473,-0.50997,2.8791e-21,565,9.382,0.23039,0
-0.098496,0.71342,-0.47875,4.3816e-21,570,10.726,0,0
