"p","U:0","U:1","U:2","vtkOriginalPointIds","Points:0","Points:1","Points:2"
-0.49733,0,0,0,82,0.70711,0.70711,0
-0.48708,0.023625,0.040491,-3.4417e-20,87,0.85936,0.85936,0
-0.48796,0.24031,0.0040191,1.4494e-20,92,0.89178,1.0442,0
-0.47799,0.74408,-0.047447,-1.0233e-20,101,1.2866,1.2866,0
-0.37295,1.2389,-0.061047,-2.8483e-20,112,1.5316,1.7937,0
-0.27156,1.2109,-0.066682,-2.9069e-21,120,1.8605,2.1789,0
-0.50447,0.11544,0.00051363,-9.835e-22,126,0.71472,0.98382,0
-0.53533,0,0,0,145,0.5225,0.85264,0
-0.50229,0.4808,-0.014624,-2.0392e-20,149,0.71792,1.1717,0
-0.42338,1.2342,0.018888,-9.5089e-20,155,1.0047,1.6399,0
-0.52963,0.27506,-0.019197,2.4034e-20,168,0.5522,1.0838,0
-0.51969,0.7678,0.015988,-2.4141e-20,191,0.52598,1.2698,0
-0.59432,0,0,0,208,0.30902,0.95106,0
-0.56031,0.49069,-0.0040048,4.4405e-20,210,0.37591,1.1568,0
-0.42886,1.297,0.11825,1.3483e-20,216,0.5338,1.6426,0
-0.57545,0.60719,0.020917,7.7295e-20,231,0.28397,1.1826,0
-0.53231,1.0215,0.094097,-4.8994e-20,233,0.32087,1.3362,0
-0.38825,1.3124,0.14963,-7.6518e-20,238,0.42578,1.7727,0
-0.62067,0.55728,0.049262,5.1847e-21,272,0.089562,1.1377,0
-0.56602,1.0391,0.16127,2.0602e-20,274,0.1015,1.289,0
-0.6636,0,0,0,292,0,1,0
-0.35365,0,0,0,313,1,0,0
-0.37739,-0.046263,0.065736,-6.2573e-21,319,1.212,0.095424,0
-0.36106,-0.064116,0.020169,-2.4716e-20,320,1.2925,0,0
-0.36389,-0.10807,-0.030011,-5.918e-20,324,1.4555,0,0
-0.3855,-0.10706,0.00032497,-1.9718e-21,325,1.4519,0.11435,0
-0.39827,-0.17574,-0.13046,1.383e-20,333,1.8155,0.14304,0
-0.36707,-0.21786,-0.27641,1.5368e-20,338,2.1297,0,0
-0.35524,-0.19564,-0.4501,-1.3837e-20,348,2.7283,0,0
-0.38904,0,0,0,355,0.98769,0.15643,0
-0.43312,-0.15293,-0.23663,-1.724e-20,367,2.1071,0.33402,0
-0.41441,-0.048763,0.10946,1.9371e-20,378,1.1826,0.28397,0
-0.4182,-0.059911,0.099117,2.6718e-20,379,1.258,0.30208,0
-0.42904,-0.077045,0.05611,3.8901e-21,381,1.4172,0.34035,0
-0.47748,-0.0066631,-0.052677,-8.9244e-21,406,1.7344,0.56364,0
-0.47645,0.097651,-0.23058,-1.1216e-20,410,2.137,0.69452,0
-0.41814,0.19589,-0.35662,-1.027e-19,413,2.4799,0.80599,0
-0.386,0.22436,-0.38669,8.2541e-20,414,2.6029,0.84595,0
-0.44368,0,0,0,418,0.92388,0.38268,0
-0.49463,0.21251,-0.16306,-1.187e-20,430,1.973,0.81724,0
-0.45787,-0.037666,0.12008,1.0905e-20,441,1.0838,0.5522,0
-0.4714,0.017633,0.088585,3.6566e-20,444,1.2989,0.66178,0
-0.46592,0.51403,-0.22568,3.458e-20,453,2.1054,1.0726,0
-0.46994,0,0,0,460,0.85264,0.5225,0
-0.49926,0.29597,-0.032573,1.0883e-20,469,1.5546,0.95244,0
-0.47421,-0.018268,0.086905,-7.0954e-21,483,0.98382,0.71472,0
-0.4763,0.051525,0.077319,-1.525e-21,485,1.1114,0.8074,0
-0.47739,0.73085,-0.1282,-5.4464e-20,493,1.7261,1.2538,0
-0.33636,-0.17091,-0.48688,-1.1998e-20,523,3.187,0.23587,0
-0.38637,0.074494,-0.20756,-3.0379e-20,528,3.8141,0,0
-0.37795,0.21979,0.055019,-5.0837e-20,532,4.2681,0,0
-0.31593,0.094454,-0.020786,-6.1272e-20,533,4.2628,0.23492,0
-0.23472,0.47472,0.53377,1.8491e-20,540,5.282,0,0
-0.1745,0.42865,0.54841,-5.1287e-20,543,5.5544,0.23377,0
-0.13708,0.4807,0.59412,5.779e-21,547,6.1409,0.23326,0
-0.13097,0.52194,0.58641,-2.7516e-20,548,6.4555,0,0
-0.16782,0.47211,0.42561,8.785e-20,554,7.4555,0,0
-0.19837,0.74965,-0.25074,-1.3415e-20,561,8.5669,0.23111,0
-0.12873,0.83897,-0.4856,1.0164e-20,565,9.382,0.23039,0
-0.077112,0.79611,-0.48816,4.6512e-22,570,10.726,0,0
-0.11006,0.6733,-0.19896,-3.2434e-20,626,12.738,0.454,0
-0.16982,-0.028075,-0.1812,4.4285e-20,641,4.1971,0.69968,0
-0.14927,0.084554,0.099114,1.0104e-20,643,4.6868,0.69847,0
-0.11885,0.41612,0.58347,-1.2414e-20,649,6.3905,0.6943,0
-0.23392,0.72183,0.11344,1.8518e-20,653,7.7527,0.69096,0
-0.066206,0.73501,-0.40542,1.3448e-20,662,11.654,0.68139,0
-0.20874,0.16776,-0.42676,8.2658e-20,675,3.2568,0.92918,0
-0.13829,0.063526,-0.38179,-1.5841e-20,677,3.6808,0.9279,0
-0.073756,0.18277,0.27279,-5.0217e-20,683,5.1561,0.92345,0
-0.242,0.47913,-0.35883,-1.2452e-20,712,2.9753,1.1514,0
